year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,13776691618,11423545228,133300368083,127676834082,13776691618,133300368083,0.044,0.206,0.0,0.2918,1.0
2021,Q4,20402669112,13776691618,932362520580,133300368083,20402669112,932362520580,5.9944,0.481,0.0,0.4903,1.0
2022,Q4,31490877242,20402669112,1164706090212,932362520580,31490877242,1164706090212,0.2492,0.5435,0.0,0.5208,1.0
2023,Q4,60756520579,31490877242,17398815628,1164706090212,60756520579,17398815628,-0.9851,0.9293,0.0,0.6502,1.0
2024,Q1,18260825992.0,0,341274240174.0,0.0,18260825992.0,341274240174.0,0,18260825992.0,0.0,0.0,0.0
2024,Q2,24522861592.0,0,433761182627.0,0.0,24522861592.0,433761182627.0,0,24522861592.0,0.0,0.0,0.0
2024,Q3,14675942974.0,0,331367604448.0,0.0,14675942974.0,331367604448.0,0,14675942974.0,0.0,0.0,0.0
2024,Q4,79742010000,60756520579,1577247371000,17398815628,79742010000,1577247371000,89.6526,0.3125,0.0,0.3846,1.0
2025,Q1,34043295000.0,0,457428128000.0,0.0,34043295000.0,457428128000.0,0,34043295000.0,0.0,0.0,0.0
2025,Q2,37606488000.0,0,522820363000.0,0.0,37606488000.0,522820363000.0,0,37606488000.0,0.0,0.0,0.0
2025,Q3,35336328000.0,0,450153532000.0,0.0,35336328000.0,450153532000.0,0,35336328000.0,0.0,0.0,0.0
2025,Q4,151226606000,79742010000,2044552052000,1577247371000,151226606000,2044552052000,0.2963,0.8964,0.0,0.6419,1.0
