date,short_proxy_vol,short_proxy_foreign,short_proxy_score
2026-02-13,0.0,0,0.0
2026-02-19,0.0,0,0.0
2026-02-20,0.0,0,0.0
2026-02-23,0.833,0,0.416
2026-02-24,0.0,0,0.0
2026-02-25,0.653,0,0.326
2026-02-26,0.0,1,0.5
2026-02-27,0.0,1,0.5
2026-03-03,1.433,1,1.216
2026-03-04,1.279,1,1.14
2026-03-05,0.0,0,0.0
2026-03-06,0.0,1,0.5
2026-03-09,0.627,1,0.814
2026-03-10,0.0,1,0.5
2026-03-11,0.739,0,0.37
2026-03-12,0.0,1,0.5
2026-03-13,0.715,0,0.358
2026-03-16,0.0,0,0.0
2026-03-17,0.754,0,0.377
2026-03-18,0.0,0,0.0
2026-03-19,1.011,0,0.505
2026-03-20,0.0,0,0.0
2026-03-23,1.073,0,0.536
2026-03-24,0.0,0,0.0
2026-03-25,0.787,0,0.394
2026-03-26,0.719,0,0.36
2026-03-27,0.0,0,0.0
2026-03-30,0.511,0,0.256
2026-03-31,0.929,0,0.464
2026-04-01,0.0,0,0.0
2026-04-02,1.176,0,0.588
2026-04-03,0.0,0,0.0
2026-04-06,0.644,0,0.322
2026-04-07,0.0,0,0.0
2026-04-08,0.0,1,0.5
2026-04-09,1.084,0,0.542
2026-04-10,0.0,0,0.0
2026-04-13,0.509,0,0.254
2026-04-14,0.0,0,0.0
2026-04-15,0.0,0,0.0
2026-04-16,0.846,0,0.423
2026-04-17,0.0,0,0.0
2026-04-20,0.0,0,0.0
2026-04-21,0.0,0,0.0
2026-04-22,1.652,0,0.826
2026-04-23,1.46,1,1.23
2026-04-24,0.0,0,0.0
2026-04-27,0.0,0,0.0
2026-04-28,0.0,0,0.0
2026-04-29,0.0,0,0.0
2026-04-30,0.987,0,0.494
2026-05-04,0.0,0,0.0
2026-05-06,0.0,0,0.0
2026-05-07,0.0,0,0.0
2026-05-08,0.0,0,0.0
2026-05-11,0.0,0,0.0
2026-05-12,1.313,0,0.656
2026-05-13,0.0,1,0.5
2026-05-14,0.717,1,0.858
2026-05-15,0.714,0,0.357
2026-05-18,0.0,0,0.0
2026-05-19,0.771,0,0.386
2026-07-21,0.771,0,0.386
