date,short_proxy_vol,short_proxy_foreign,short_proxy_score
2026-02-23,0.0,0,0.0
2026-02-24,0.0,0,0.0
2026-02-25,0.963,0,0.482
2026-02-26,0.729,0,0.364
2026-02-27,0.0,0,0.0
2026-03-03,0.904,0,0.452
2026-03-04,1.033,0,0.516
2026-03-05,0.0,0,0.0
2026-03-06,0.0,0,0.0
2026-03-09,0.0,0,0.0
2026-03-10,0.836,1,0.918
2026-03-11,0.0,0,0.0
2026-03-12,0.0,0,0.0
2026-03-13,0.578,0,0.289
2026-03-16,0.503,0,0.252
2026-03-17,0.0,0,0.0
2026-03-18,0.0,0,0.0
2026-03-19,0.0,0,0.0
2026-03-20,0.0,0,0.0
2026-03-23,0.991,0,0.496
2026-03-24,0.0,0,0.0
2026-03-25,2.775,1,1.888
2026-03-26,0.0,0,0.0
2026-03-27,0.529,0,0.264
2026-03-30,0.461,0,0.23
2026-03-31,0.0,0,0.0
2026-04-01,0.0,0,0.0
2026-04-02,1.121,0,0.56
2026-04-03,0.0,0,0.0
2026-04-06,0.0,1,0.5
2026-04-07,0.911,0,0.456
2026-04-08,0.0,0,0.0
2026-04-09,0.0,0,0.0
2026-04-10,0.0,0,0.0
2026-04-13,0.0,0,0.0
2026-04-14,1.383,0,0.692
2026-04-15,0.0,0,0.0
2026-04-16,0.0,0,0.0
2026-04-17,0.0,0,0.0
2026-04-20,0.63,0,0.315
2026-04-21,0.0,0,0.0
2026-04-22,0.0,0,0.0
2026-04-23,1.367,0,0.684
2026-04-24,1.534,0,0.767
2026-04-27,0.0,0,0.0
2026-04-28,0.0,0,0.0
2026-04-29,1.084,0,0.542
2026-04-30,0.604,0,0.302
2026-05-04,0.607,0,0.304
2026-05-06,0.995,0,0.498
2026-05-07,0.0,0,0.0
2026-05-08,0.996,0,0.498
2026-05-11,1.13,0,0.565
2026-05-12,1.198,0,0.599
2026-05-13,0.0,0,0.0
2026-05-14,1.314,0,0.657
2026-05-15,1.455,0,0.728
2026-05-18,0.89,0,0.445
2026-05-19,0.836,1,0.918
2026-05-20,0.848,0,0.424
2026-05-21,0.0,1,0.5
