year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,-25033172721,30944903614,118545864748,259064128325,-25033172721,118545864748,-0.5424,-1.809,0.0,-0.7835,-1.0
2021,Q4,102611062636,-25033172721,377294631076,118545864748,102611062636,377294631076,2.1827,5.099,0.0,0.9107,1.0
2022,Q4,123884000542,102611062636,437938720318,377294631076,123884000542,437938720318,0.1607,0.2073,0.0,0.2931,1.0
2023,Q4,28937462812,123884000542,27131939029,437938720318,28937462812,27131939029,-0.938,-0.7664,0.0,-0.6052,-1.0
2024,Q1,7029890292.0,0,6718396630.0,0.0,7029890292.0,6718396630.0,0,7029890292.0,0.0,0.0,0.0
2024,Q2,36063378159.0,0,9594306999.0,0.0,36063378159.0,9594306999.0,0,36063378159.0,0.0,0.0,0.0
2024,Q3,52171424088.0,0,1759605337.0,0.0,52171424088.0,1759605337.0,0,52171424088.0,0.0,0.0,0.0
2024,Q4,97196211588,28937462812,39296128553,27131939029,97196211588,39296128553,0.4483,2.3588,0.0,0.8251,1.0
2025,Q1,33907650658.0,0,14697814228.0,0.0,33907650658.0,14697814228.0,0,33907650658.0,0.0,0.0,0.0
2025,Q2,6575447323.0,0,13042666573.0,0.0,6575447323.0,13042666573.0,0,6575447323.0,0.0,0.0,0.0
2025,Q3,3355821494.0,0,11766712912.0,0.0,3355821494.0,11766712912.0,0,3355821494.0,0.0,0.0,0.0
2025,Q4,31257811742,97196211588,22837662592,39296128553,31257811742,22837662592,-0.4188,-0.6784,0.0,-0.5757,-1.0
