date,news_sentiment_mean,news_sentiment_std,news_count,volume_ratio,source,news_positive_total,news_negative_total,news_pos_ratio,news_intensity
2018-04-11,0.4863,0.0662,0,0.552,price_proxy,,,,
2018-04-12,0.4955,0.0669,0,0.4803,price_proxy,,,,
2018-04-13,0.5023,0.0675,0,0.6604,price_proxy,,,,
2018-04-16,0.5091,0.0532,0,0.4423,price_proxy,,,,
2018-04-17,0.5178,0.0514,0,0.3978,price_proxy,,,,
2018-04-18,0.5675,0.0548,0,1.4502,price_proxy,,,,
2018-04-19,0.5538,0.0548,0,1.137,price_proxy,,,,
2018-04-20,0.5576,0.0421,0,0.6535,price_proxy,,,,
2018-04-23,0.5353,0.0411,0,0.8459,price_proxy,,,,
2018-04-24,0.5615,0.0422,0,1.0873,price_proxy,,,,
2018-04-25,0.5044,0.0437,0,1.2093,price_proxy,,,,
2018-04-26,0.5044,0.0436,0,1.0034,price_proxy,,,,
2018-04-27,0.4934,0.0376,0,1.1982,price_proxy,,,,
2018-04-30,0.5067,0.0348,0,1.1634,price_proxy,,,,
2018-05-02,0.453,0.0375,0,1.4378,price_proxy,,,,
2018-05-03,0.465,0.0368,0,0.9726,price_proxy,,,,
2018-05-04,0.4694,0.0368,0,1.2642,price_proxy,,,,
2018-05-08,0.4655,0.0368,0,0.6429,price_proxy,,,,
2018-05-09,0.4543,0.038,0,0.7971,price_proxy,,,,
2018-05-10,0.487,0.0379,0,0.4953,price_proxy,,,,
2018-05-11,0.5487,0.0459,0,1.5686,price_proxy,,,,
2018-05-14,0.5639,0.0465,0,1.4456,price_proxy,,,,
2018-05-15,0.5571,0.0467,0,0.3946,price_proxy,,,,
2018-05-16,0.5531,0.0485,0,0.6856,price_proxy,,,,
2018-05-17,0.5461,0.0485,0,0.6758,price_proxy,,,,
2018-05-18,0.4872,0.0451,0,0.6251,price_proxy,,,,
2018-05-21,0.4682,0.0451,0,0.2693,price_proxy,,,,
2018-05-23,0.4703,0.0444,0,0.5406,price_proxy,,,,
2018-05-24,0.4828,0.0434,0,1.0152,price_proxy,,,,
2018-05-25,0.4527,0.0432,0,1.42,price_proxy,,,,
2018-05-28,0.4672,0.0424,0,1.0085,price_proxy,,,,
2018-05-29,0.5084,0.0489,0,1.2794,price_proxy,,,,
2018-05-30,0.4805,0.0518,0,0.8346,price_proxy,,,,
2018-05-31,0.4915,0.0518,0,0.536,price_proxy,,,,
2018-06-01,0.5263,0.0498,0,0.5268,price_proxy,,,,
2018-06-04,0.5135,0.0496,0,0.6908,price_proxy,,,,
2018-06-05,0.47,0.0495,0,0.9069,price_proxy,,,,
2018-06-07,0.5175,0.0501,0,0.9744,price_proxy,,,,
2018-06-08,0.504,0.0495,0,0.4935,price_proxy,,,,
2018-06-11,0.4982,0.0494,0,0.5188,price_proxy,,,,
2018-06-12,0.504,0.0402,0,0.5821,price_proxy,,,,
2018-06-14,0.4843,0.0392,0,1.5286,price_proxy,,,,
2018-06-15,0.4587,0.0393,0,2.2457,price_proxy,,,,
2018-06-18,0.4477,0.0394,0,1.5713,price_proxy,,,,
2018-06-19,0.4298,0.0403,0,1.1573,price_proxy,,,,
2018-06-20,0.428,0.0404,0,1.2002,price_proxy,,,,
2018-06-21,0.4318,0.0406,0,1.3794,price_proxy,,,,
2018-06-22,0.4201,0.0417,0,1.1834,price_proxy,,,,
2018-06-25,0.4573,0.0433,0,0.8583,price_proxy,,,,
2018-06-26,0.4569,0.0419,0,1.2972,price_proxy,,,,
2018-06-27,0.4481,0.0413,0,0.5317,price_proxy,,,,
2018-06-28,0.4565,0.0307,0,0.5275,price_proxy,,,,
2018-06-29,0.4655,0.0278,0,0.8956,price_proxy,,,,
2018-07-02,0.3992,0.0361,0,1.9202,price_proxy,,,,
2018-07-03,0.4123,0.0353,0,0.7784,price_proxy,,,,
2018-07-04,0.4067,0.0352,0,0.7989,price_proxy,,,,
2018-07-05,0.4045,0.0347,0,1.0371,price_proxy,,,,
2018-07-06,0.4226,0.0328,0,0.9459,price_proxy,,,,
2018-07-09,0.4807,0.0343,0,0.3018,price_proxy,,,,
2018-07-10,0.5069,0.0376,0,0.3238,price_proxy,,,,
2018-07-11,0.522,0.0375,0,0.5473,price_proxy,,,,
2018-07-12,0.5246,0.0371,0,0.8564,price_proxy,,,,
2018-07-13,0.534,0.0391,0,0.6977,price_proxy,,,,
2018-07-16,0.5219,0.0383,0,0.7186,price_proxy,,,,
2018-07-17,0.5025,0.0378,0,0.648,price_proxy,,,,
2018-07-18,0.5,0.0377,0,0.4645,price_proxy,,,,
2018-07-19,0.4926,0.0376,0,1.0463,price_proxy,,,,
2018-07-20,0.4616,0.0369,0,0.6034,price_proxy,,,,
2018-07-23,0.464,0.0349,0,0.3988,price_proxy,,,,
2018-07-24,0.4689,0.0345,0,1.1569,price_proxy,,,,
2018-07-25,0.4738,0.0347,0,0.9158,price_proxy,,,,
2018-07-26,0.4901,0.0349,0,1.0866,price_proxy,,,,
2018-07-27,0.5095,0.0347,0,0.5505,price_proxy,,,,
2018-07-30,0.5,0.0226,0,0.6864,price_proxy,,,,
2018-07-31,0.5025,0.0229,0,0.5697,price_proxy,,,,
2018-08-01,0.5365,0.029,0,0.8689,price_proxy,,,,
2018-08-02,0.5125,0.0311,0,0.8807,price_proxy,,,,
2018-08-03,0.522,0.0315,0,0.4204,price_proxy,,,,
2018-08-06,0.5392,0.0314,0,0.6305,price_proxy,,,,
2018-08-07,0.517,0.0307,0,0.6949,price_proxy,,,,
2018-08-08,0.471,0.0311,0,1.1704,price_proxy,,,,
2018-08-09,0.495,0.031,0,0.6043,price_proxy,,,,
2018-08-10,0.4758,0.0301,0,0.5215,price_proxy,,,,
2018-08-13,0.4448,0.0328,0,2.7349,price_proxy,,,,
2018-08-14,0.4658,0.0332,0,0.8386,price_proxy,,,,
2018-08-16,0.4611,0.0339,0,0.7401,price_proxy,,,,
2018-08-17,0.4731,0.0345,0,0.6326,price_proxy,,,,
2018-08-20,0.4955,0.0344,0,0.7529,price_proxy,,,,
2018-08-21,0.542,0.0358,0,0.7727,price_proxy,,,,
2018-08-22,0.5374,0.0358,0,0.4538,price_proxy,,,,
2018-08-23,0.5524,0.0358,0,0.523,price_proxy,,,,
2018-08-24,0.5419,0.0358,0,0.579,price_proxy,,,,
2018-08-27,0.6247,0.0622,0,6.1236,price_proxy,,,,
2018-08-28,0.631,0.0622,0,1.8855,price_proxy,,,,
2018-08-29,0.6283,0.0623,0,1.3224,price_proxy,,,,
2018-08-30,0.6452,0.0604,0,1.1493,price_proxy,,,,
2018-08-31,0.6379,0.0586,0,0.7428,price_proxy,,,,
2018-09-03,0.5231,0.0597,0,0.6903,price_proxy,,,,
2018-09-04,0.5023,0.0597,0,0.693,price_proxy,,,,
2018-09-05,0.5,0.0589,0,1.0173,price_proxy,,,,
2018-09-06,0.4727,0.059,0,1.4716,price_proxy,,,,
2018-09-07,0.4727,0.0592,0,0.6776,price_proxy,,,,
2018-09-10,0.4841,0.059,0,0.5672,price_proxy,,,,
2018-09-11,0.4726,0.0566,0,0.8595,price_proxy,,,,
2018-09-12,0.4818,0.0566,0,0.8082,price_proxy,,,,
2018-09-13,0.4888,0.0557,0,1.1976,price_proxy,,,,
2018-09-14,0.5,0.0556,0,0.6634,price_proxy,,,,
2018-09-17,0.5089,0.0554,0,0.72,price_proxy,,,,
2018-09-18,0.5024,0.056,0,1.7057,price_proxy,,,,
2018-09-19,0.4906,0.0562,0,1.0524,price_proxy,,,,
2018-09-20,0.4953,0.0562,0,1.0626,price_proxy,,,,
2018-09-21,0.4545,0.0596,0,6.4605,price_proxy,,,,
2018-09-27,0.4518,0.0285,0,1.087,price_proxy,,,,
2018-09-28,0.4633,0.0242,0,0.3576,price_proxy,,,,
2018-10-01,0.4721,0.0245,0,0.3522,price_proxy,,,,
2018-10-02,0.4655,0.0222,0,0.723,price_proxy,,,,
2018-10-04,0.4693,0.0257,0,0.5965,price_proxy,,,,
2018-10-05,0.4674,0.0251,0,0.5172,price_proxy,,,,
2018-10-08,0.4458,0.0266,0,0.4048,price_proxy,,,,
2018-10-10,0.3927,0.0354,0,1.2424,price_proxy,,,,
2018-10-11,0.3333,0.048,0,1.6552,price_proxy,,,,
2018-10-12,0.3689,0.0491,0,0.9481,price_proxy,,,,
2018-10-15,0.3382,0.0504,0,0.8209,price_proxy,,,,
2018-10-16,0.3673,0.0514,0,0.5026,price_proxy,,,,
2018-10-17,0.4282,0.0521,0,0.403,price_proxy,,,,
2018-10-18,0.4796,0.0521,0,0.3484,price_proxy,,,,
2018-10-19,0.4698,0.0513,0,0.2963,price_proxy,,,,
2018-10-22,0.4841,0.0505,0,0.7963,price_proxy,,,,
2018-10-23,0.4514,0.051,0,0.7138,price_proxy,,,,
2018-10-24,0.4433,0.0517,0,0.4327,price_proxy,,,,
2018-10-25,0.4328,0.0518,0,0.9412,price_proxy,,,,
2018-10-26,0.3989,0.0521,0,1.6909,price_proxy,,,,
2018-10-29,0.3851,0.052,0,1.863,price_proxy,,,,
2018-10-30,0.4047,0.0518,0,1.2753,price_proxy,,,,
2018-10-31,0.392,0.0507,0,0.9699,price_proxy,,,,
2018-11-01,0.4463,0.0559,0,0.6592,price_proxy,,,,
2018-11-02,0.5625,0.0757,0,1.2273,price_proxy,,,,
2018-11-05,0.589,0.0755,0,0.3994,price_proxy,,,,
2018-11-06,0.6137,0.0766,0,0.5079,price_proxy,,,,
2018-11-07,0.6228,0.0731,0,0.8575,price_proxy,,,,
2018-11-08,0.6182,0.0654,0,0.5387,price_proxy,,,,
2018-11-09,0.5081,0.0664,0,0.4565,price_proxy,,,,
2018-11-12,0.5076,0.0643,0,0.46,price_proxy,,,,
2018-11-13,0.4607,0.0656,0,0.6539,price_proxy,,,,
2018-11-14,0.4473,0.0651,0,0.5089,price_proxy,,,,
2018-11-15,0.4197,0.0647,0,0.8018,price_proxy,,,,
2018-11-16,0.4424,0.0647,0,0.4728,price_proxy,,,,
2018-11-19,0.4421,0.0643,0,1.2325,price_proxy,,,,
2018-11-20,0.4572,0.0634,0,0.8684,price_proxy,,,,
2018-11-21,0.4707,0.0632,0,0.8283,price_proxy,,,,
