year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,16979724383,44687096858,14811940785,6098695263,16979724383,14811940785,1.4287,-0.62,0.0,-0.5536,-1.0
2021,Q4,88902176601,16979724383,5734617704,14811940785,88902176601,5734617704,-0.6128,4.2358,0.0,0.8944,1.0
2022,Q4,95797148532,88902176601,4838479968,5734617704,95797148532,4838479968,-0.1563,0.0776,0.0,0.1343,1.0
2023,Q4,122591949287,95797148532,35502421163,4838479968,122591949287,35502421163,6.3375,0.2797,0.0,0.3587,1.0
2024,Q1,29660932796.0,0,6244861715.0,0.0,29660932796.0,6244861715.0,0,29660932796.0,0.0,0.0,0.0
2024,Q2,42313143847.0,0,-27313371952.0,0.0,42313143847.0,-27313371952.0,0,42313143847.0,0.0,0.0,0.0
2024,Q3,37275380416.0,0,-10937414797.0,0.0,37275380416.0,-10937414797.0,0,37275380416.0,0.0,0.0,0.0
2024,Q4,147942198476,122591949287,5574125289,35502421163,147942198476,5574125289,-0.843,0.2068,0.0,0.2926,1.0
2025,Q1,38696583466.0,0,356487894236.0,0.0,38696583466.0,356487894236.0,0,38696583466.0,0.0,0.0,0.0
2025,Q2,57855685915.0,0,405449021657.0,0.0,57855685915.0,405449021657.0,0,57855685915.0,0.0,0.0,0.0
2025,Q3,56892822788.0,0,411832052696.0,0.0,56892822788.0,411832052696.0,0,56892822788.0,0.0,0.0,0.0
2025,Q4,196782415375,147942198476,59064510012,5574125289,196782415375,59064510012,9.5962,0.3301,0.0,0.3977,1.0
