year,report,account,current,previous,fs_div,sj_div
2025,연간,자산총계,660395440186,622950058762,CFS,BS
2025,연간,자본총계,258070396398,230239136477,CFS,BS
2025,연간,자본과부채총계,660395440186,622950058762,CFS,BS
2025,연간,부채총계,402325043788,392710922285,CFS,BS
2025,연간,영업이익,20686125141,29353571296,CFS,CIS
2025,연간,매출총이익,55258821277,61986409925,CFS,CIS
2025,연간,당기순이익,20899443380,36394010154,CFS,CIS
2025,연간,매출액,254613180231,219316249770,CFS,CIS
2024,연간,자산총계,622950058762,413411034481,CFS,BS
2024,연간,자본총계,230239136477,156880996885,CFS,BS
2024,연간,자본과부채총계,622950058762,413411034481,CFS,BS
2024,연간,부채총계,392710922285,256530037596,CFS,BS
2024,연간,영업이익,29353571296,6208941102,CFS,CIS
2024,연간,매출총이익,61986409925,33964537729,CFS,CIS
2024,연간,당기순이익,36394010154,628120911,CFS,CIS
2024,연간,수익(매출액),219316249770,184988881822,CFS,CIS
2023,연간,자산총계,413411034481,327888921205,CFS,BS
2023,연간,자본총계,156880996885,120689685872,CFS,BS
2023,연간,자본과부채총계,413411034481,327888921205,CFS,BS
2023,연간,부채총계,256530037596,207199235333,CFS,BS
2023,연간,영업이익,6208941102,11970916445,CFS,CIS
2023,연간,매출총이익,33964537729,36642941190,CFS,CIS
2023,연간,당기순이익(손실),628120911,797710887,CFS,CIS
2023,연간,매출액,184988881822,174098407326,CFS,CIS
2022,연간,자산총계,327888921205,298387221700,CFS,BS
2022,연간,부채총계,207199235333,166476198434,CFS,BS
2022,연간,자본총계,120689685872,131911023266,CFS,BS
2022,연간,자본과부채총계,327888921205,298387221700,CFS,BS
2022,연간,매출액,174098407326,198707699319,CFS,CIS
2022,연간,매출총이익,36642941190,41683606387,CFS,CIS
2022,연간,영업이익,11970916445,17596082568,CFS,CIS
2022,연간,당기순이익(손실),797710887,22969305215,CFS,CIS
2025,3분기,자산총계,645606014841,622950058762,CFS,BS
2025,3분기,자본총계,246595613918,230239136477,CFS,BS
2025,3분기,자본과부채총계,645606014841,622950058762,CFS,BS
2025,3분기,부채총계,399010400923,392710922285,CFS,BS
2025,3분기,영업이익(손실),5988217078,0,CFS,CIS
2025,3분기,매출총이익,13048889539,0,CFS,CIS
2025,3분기,당기순이익(손실),6543500543,0,CFS,CIS
2025,3분기,수익(매출액),63582823964,0,CFS,CIS
2024,3분기,자산총계,562450750624,413411034481,CFS,BS
2024,3분기,자본총계,172448957817,156880996885,CFS,BS
2024,3분기,자본과부채총계,562450750624,413411034481,CFS,BS
2024,3분기,부채총계,390001792807,256530037596,CFS,BS
2024,3분기,영업이익,8141035876,0,CFS,CIS
2024,3분기,매출총이익,15606186402,0,CFS,CIS
2024,3분기,수익(매출액),55767864877,0,CFS,CIS
2023,3분기,자산총계,377238534099,327888921205,CFS,BS
2023,3분기,자본총계,119121888841,120689685872,CFS,BS
2023,3분기,자본과부채총계,377238534099,327888921205,CFS,BS
2023,3분기,부채총계,258116645258,207199235333,CFS,BS
2023,3분기,영업이익,1497894533,0,CFS,CIS
2023,3분기,매출총이익,8862575386,0,CFS,CIS
2023,3분기,당기순이익(손실),49513253,0,CFS,CIS
2023,3분기,매출액,53843156630,0,CFS,CIS
2022,3분기,자산총계,294088293302,298387221700,CFS,BS
2022,3분기,부채총계,163477241844,166476198434,CFS,BS
2022,3분기,자본총계,130611051458,131911023266,CFS,BS
2022,3분기,자본과부채총계,294088293302,298387221700,CFS,BS
2022,3분기,매출액,40151858473,0,CFS,CIS
2022,3분기,매출총이익,9607905029,0,CFS,CIS
2022,3분기,영업이익,3587280114,0,CFS,CIS
2022,3분기,당기순이익(손실),3236022844,0,CFS,CIS
