year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,11266365360,-12462464383,243441146415,222852343658,11266365360,243441146415,0.0924,1.904,0.0,0.792,1.0
2021,Q4,-30610880045,11266365360,234883716342,243441146415,-30610880045,234883716342,-0.0352,-3.717,0.0,-0.8814,-1.0
2022,Q4,8108054114,-30610880045,330197109400,234883716342,8108054114,330197109400,0.4058,1.2649,0.0,0.7167,1.0
2023,Q4,15086698166,8108054114,3026611380,330197109400,15086698166,3026611380,-0.9908,0.8607,0.0,0.6325,1.0
2024,Q1,5990179720.0,0,73093659827.0,0.0,5990179720.0,73093659827.0,0,5990179720.0,0.0,0.0,0.0
2024,Q2,1502394926.0,0,86309476210.0,0.0,1502394926.0,86309476210.0,0,1502394926.0,0.0,0.0,0.0
2024,Q3,1746309208.0,0,98231828458.0,0.0,1746309208.0,98231828458.0,0,1746309208.0,0.0,0.0,0.0
2024,Q4,21927258374,15086698166,2458585765,3026611380,21927258374,2458585765,-0.1877,0.4534,0.0,0.4756,1.0
2025,Q1,12442998715.0,0,135274517500.0,0.0,12442998715.0,135274517500.0,0,12442998715.0,0.0,0.0,0.0
2025,Q2,20389794178.0,0,169299323933.0,0.0,20389794178.0,169299323933.0,0,20389794178.0,0.0,0.0,0.0
2025,Q3,18353914794.0,0,204694842420.0,0.0,18353914794.0,204694842420.0,0,18353914794.0,0.0,0.0,0.0
2025,Q4,75496618005,21927258374,774116878915,2458585765,75496618005,774116878915,313.8627,2.443,0.0,0.8301,1.0
