close,high,low,open,volume
211345.0,211715.0,208070.0,210560.0,0
213240.0,213840.0,210530.0,211235.0,79281
211265.0,214365.0,211025.0,213240.0,84246
209035.0,212405.0,208925.0,211275.0,52193
205825.0,209070.0,205600.0,209000.0,45007
207770.0,209000.0,205655.0,205840.0,37660
208590.0,209715.0,206700.0,208085.0,33008
208250.0,208790.0,206890.0,208690.0,51126
210415.0,210425.0,208015.0,208245.0,51378
210365.0,210830.0,209030.0,210280.0,35419
208490.0,210355.0,208300.0,210355.0,57040
208010.0,208745.0,207305.0,208350.0,46300
207570.0,208395.0,207140.0,208010.0,59027
207360.0,207615.0,206020.0,207545.0,43591
207770.0,208955.0,206975.0,207365.0,51149
206700.0,208200.0,206515.0,207860.0,51553
206325.0,207000.0,206200.0,206695.0,29216
206790.0,207705.0,206230.0,206315.0,37282
205000.0,206940.0,205000.0,206835.0,47256
204640.0,205105.0,203640.0,205000.0,56953
203620.0,205520.0,203385.0,204635.0,47235
201140.0,203700.0,201000.0,203595.0,51388
200900.0,202270.0,200700.0,201305.0,67010
200815.0,201865.0,199740.0,200705.0,51770
201490.0,201700.0,199600.0,200815.0,40754
200765.0,201445.0,200040.0,201275.0,41480
202395.0,202455.0,200600.0,200745.0,26043
201475.0,202505.0,200660.0,202305.0,33201
201625.0,202105.0,201215.0,201475.0,44797
202120.0,202590.0,201200.0,201385.0,30887
201220.0,202120.0,201165.0,202115.0,34107
199920.0,201425.0,199900.0,201250.0,39892
201235.0,201235.0,199445.0,199945.0,33427
200150.0,202220.0,199310.0,201305.0,69750
202150.0,202585.0,200215.0,200345.0,26984
201715.0,202775.0,201355.0,202075.0,34395
200790.0,202035.0,200435.0,201710.0,27607
199485.0,200760.0,199450.0,200760.0,26525
199175.0,199660.0,198700.0,199420.0,55528
199060.0,199525.0,198800.0,199130.0,38874
199320.0,199480.0,198545.0,198920.0,37637
197930.0,199375.0,197930.0,199320.0,37690
196270.0,198225.0,196200.0,197925.0,35578
196530.0,196800.0,195235.0,196345.0,19446
197045.0,197215.0,195465.0,196425.0,38620
197230.0,197415.0,196390.0,197000.0,31202
199420.0,199640.0,197200.0,197215.0,37890
201275.0,201355.0,199000.0,199275.0,41816
201700.0,202195.0,200845.0,201190.0,50758
200615.0,201915.0,200355.0,201700.0,23324
200830.0,201265.0,200305.0,200615.0,24764
199575.0,200785.0,199200.0,200640.0,41796
199500.0,199655.0,198770.0,199575.0,30983
199400.0,200205.0,199400.0,199560.0,38220
199320.0,200040.0,198840.0,199390.0,19184
199000.0,199590.0,198840.0,199340.0,22670
197750.0,199005.0,197705.0,198875.0,12624
197250.0,198120.0,196980.0,197875.0,26574
196260.0,197250.0,196200.0,197250.0,20503
195340.0,196310.0,195300.0,196200.0,44739
197555.0,197780.0,195285.0,195325.0,26857
196295.0,197510.0,195900.0,197375.0,25469
195685.0,196860.0,195685.0,196410.0,33120
195105.0,195910.0,194950.0,195665.0,27539
194675.0,196020.0,194555.0,194955.0,31961
194625.0,195025.0,194395.0,194675.0,22473
193345.0,194635.0,192720.0,194600.0,28472
