date,close,volume,inst_net_buy,foreign_net_buy,foreign_net_buy_norm,inst_net_buy_norm,foreign_ratio_feat,short_proxy_score,source
2021-08-12,9434,96088,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2021-08-13,9246,124782,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2021-08-17,9135,48653,0,0,-1e-06,0.0,,0.0,ohlcv_proxy
2021-08-18,9164,42954,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2021-08-19,8922,46187,0,0,-1e-06,0.0,,0.0,ohlcv_proxy
2021-08-20,8837,82222,0,0,-1e-06,0.0,,0.0,ohlcv_proxy
2021-08-23,8932,40020,0,0,-1e-06,0.0,,0.0,ohlcv_proxy
2021-08-24,9140,74993,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2021-08-25,9117,36205,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2021-08-26,9117,50351,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2021-08-27,9092,14068,0,0,-0.0,0.0,-0.035474,0.0,ohlcv_proxy
2021-08-30,9049,22012,0,0,-0.0,0.0,-0.032221,0.0,ohlcv_proxy
2021-08-31,9169,43565,0,0,-0.0,0.0,-0.03091,0.0,ohlcv_proxy
2021-09-01,9207,28735,0,0,-0.0,0.0,-0.023765,0.0,ohlcv_proxy
2021-09-02,9178,41062,0,0,-0.0,0.0,-0.019588,0.0,ohlcv_proxy
2021-09-03,9314,60646,0,0,0.0,0.0,-0.011075,0.0,ohlcv_proxy
2021-09-06,9347,18109,0,0,0.0,0.0,-0.005606,0.0,ohlcv_proxy
2021-09-07,9274,20074,0,0,0.0,0.0,0.001055,0.0,ohlcv_proxy
2021-09-08,9246,20333,0,0,0.0,0.0,0.006838,0.0,ohlcv_proxy
2021-09-09,9140,15845,0,0,-0.0,0.0,0.013341,0.0,ohlcv_proxy
2021-09-10,9217,11460,0,0,-0.0,0.0,0.013289,0.0,ohlcv_proxy
2021-09-13,9192,156793,0,0,-0.0,-0.1,0.008564,0.0,ohlcv_proxy
2021-09-14,9337,18467,0,0,0.0,-0.1,0.008635,0.0,ohlcv_proxy
2021-09-15,9463,25819,0,0,0.0,-0.1,0.010477,0.0,ohlcv_proxy
2021-09-16,9294,19807,0,0,0.0,-0.1,0.009944,0.0,ohlcv_proxy
2021-09-17,9405,30702,0,0,0.0,-0.1,0.007278,0.0,ohlcv_proxy
2021-09-23,9366,15549,0,0,0.0,-0.1,0.018007,0.0,ohlcv_proxy
2021-09-24,9386,10788,0,0,0.0,-0.1,0.017671,0.0,ohlcv_proxy
2021-09-27,9395,11679,0,0,0.0,-0.1,0.014411,0.0,ohlcv_proxy
2021-09-28,9149,27276,0,0,-0.0,-0.1,0.008666,0.0,ohlcv_proxy
2021-09-29,8942,28625,0,0,-0.0,-0.1,-0.005688,0.0,ohlcv_proxy
2021-09-30,8982,16167,0,0,-0.0,0.0,-0.012667,0.0,ohlcv_proxy
2021-10-01,8812,27518,0,0,-0.0,0.0,-0.022092,0.0,ohlcv_proxy
2021-10-05,8687,44992,0,0,-1e-06,0.0,-0.03249,0.0,ohlcv_proxy
2021-10-06,8509,51314,0,0,-1e-06,-0.1,-0.043892,0.0,ohlcv_proxy
2021-10-07,8692,70020,0,0,-0.0,0.0,-0.041491,0.0,ohlcv_proxy
2021-10-08,8595,15330,0,0,-1e-06,0.0,-0.042713,0.0,ohlcv_proxy
2021-10-12,8450,16249,0,0,-1e-06,0.0,-0.044614,0.0,ohlcv_proxy
2021-10-13,8533,14751,0,0,-1e-06,0.0,-0.045553,0.0,ohlcv_proxy
2021-10-14,8712,24137,0,0,-0.0,0.0,-0.038407,0.0,ohlcv_proxy
2021-10-15,8885,23631,0,0,0.0,0.0,-0.035026,0.0,ohlcv_proxy
2021-10-18,8904,15632,0,0,0.0,0.0,-0.021898,0.0,ohlcv_proxy
2021-10-19,8904,12055,0,0,0.0,0.0,-0.011951,0.0,ohlcv_proxy
2021-10-20,8802,27611,0,0,-0.0,0.0,-0.00358,0.0,ohlcv_proxy
2021-10-21,8726,11031,0,0,-0.0,0.1,0.000812,0.0,ohlcv_proxy
2021-10-22,8741,12903,0,0,-0.0,0.0,0.001989,0.0,ohlcv_proxy
2021-10-25,8751,19998,0,0,-0.0,0.0,0.000653,0.0,ohlcv_proxy
2021-10-26,8885,25755,0,0,0.0,0.0,0.002867,0.0,ohlcv_proxy
2021-10-27,8855,28282,0,0,0.0,0.0,0.005715,0.0,ohlcv_proxy
2021-10-28,9044,38184,0,0,0.0,0.0,0.014611,0.0,ohlcv_proxy
2021-10-29,8914,22630,0,0,0.0,0.0,0.017077,0.0,ohlcv_proxy
2021-11-01,8909,34679,0,0,0.0,0.0,0.019147,0.0,ohlcv_proxy
2021-11-02,8996,26025,0,0,0.0,0.0,0.020313,0.0,ohlcv_proxy
2021-11-03,8914,10389,0,0,0.0,0.0,0.021074,0.0,ohlcv_proxy
2021-11-04,8952,20470,0,0,0.0,0.0,0.013535,0.0,ohlcv_proxy
2021-11-05,8952,21585,0,0,0.0,0.0,0.011185,0.0,ohlcv_proxy
2021-11-08,8937,33335,0,0,0.0,-0.1,0.010392,0.0,ohlcv_proxy
2021-11-09,8899,29964,0,0,-0.0,-0.1,0.005764,0.0,ohlcv_proxy
2021-11-10,8717,49237,0,0,-0.0,-0.2,-0.001105,0.1,ohlcv_proxy
2021-11-11,8726,13801,0,0,-0.0,-0.2,-0.004367,0.1,ohlcv_proxy
2021-11-12,8927,67137,0,0,0.0,-0.1,-0.003016,0.1,ohlcv_proxy
2021-11-15,9173,116877,0,0,0.0,0.0,0.004824,0.1,ohlcv_proxy
2021-11-16,9140,64955,0,0,0.0,-0.1,0.007151,0.1,ohlcv_proxy
2021-11-17,9112,36879,0,0,0.0,-0.1,0.012329,0.1,ohlcv_proxy
2021-11-18,9154,39595,0,0,0.0,-0.1,0.01341,0.1,ohlcv_proxy
2021-11-19,9424,97449,0,0,1e-06,0.0,0.020329,0.1,ohlcv_proxy
2021-11-22,9796,358681,0,0,1e-06,0.2,0.031557,0.1,ohlcv_proxy
2021-11-23,9689,140968,0,0,1e-06,0.1,0.032627,0.1,ohlcv_proxy
2021-11-24,9584,120027,0,0,0.0,0.1,0.030842,0.0,ohlcv_proxy
2021-11-25,9449,193544,0,0,0.0,0.0,0.026381,0.0,ohlcv_proxy
2021-11-26,9284,96286,0,0,0.0,-0.1,0.024794,0.0,ohlcv_proxy
2021-11-29,9164,83160,0,0,-0.0,-0.2,0.008119,0.0,ohlcv_proxy
2021-11-30,8889,109547,0,0,-0.0,-0.1,-0.005843,0.0,ohlcv_proxy
2021-12-01,9217,72264,0,0,0.0,-0.1,-0.013131,0.0,ohlcv_proxy
2021-12-02,9459,99692,0,0,0.0,-0.1,-0.018551,0.0,ohlcv_proxy
2021-12-03,9506,67982,0,0,0.0,-0.2,-0.016459,0.0,ohlcv_proxy
2021-12-06,9661,85046,0,0,0.0,-0.3,-0.008222,0.0,ohlcv_proxy
2021-12-07,9776,146638,0,0,1e-06,-0.2,0.013819,0.0,ohlcv_proxy
2021-12-08,9723,132887,0,0,0.0,-0.1,0.019307,0.0,ohlcv_proxy
2021-12-09,9747,51252,0,0,0.0,0.0,0.023338,0.0,ohlcv_proxy
2021-12-10,9601,60046,0,0,0.0,0.0,0.022741,0.0,ohlcv_proxy
2021-12-13,9636,28401,0,0,0.0,0.0,0.021171,0.0,ohlcv_proxy
2021-12-14,9621,24262,0,0,0.0,0.0,0.016047,0.0,ohlcv_proxy
2021-12-15,9636,13399,0,0,0.0,0.0,0.011841,0.0,ohlcv_proxy
2021-12-16,9713,26643,0,0,0.0,0.0,0.008604,0.0,ohlcv_proxy
2021-12-17,9596,23617,0,0,0.0,0.0,0.008823,0.0,ohlcv_proxy
2021-12-20,9529,77542,0,0,0.0,0.0,0.008971,0.0,ohlcv_proxy
2021-12-21,9800,61437,0,0,0.0,0.0,0.015803,0.0,ohlcv_proxy
2021-12-22,9829,22683,0,0,0.0,0.0,0.018101,0.0,ohlcv_proxy
2021-12-23,9983,33472,0,0,0.0,0.0,0.020487,0.0,ohlcv_proxy
2021-12-24,10031,29647,0,0,0.0,0.0,0.02294,0.0,ohlcv_proxy
2021-12-27,9978,22100,0,0,0.0,0.0,0.03347,0.0,ohlcv_proxy
2021-12-28,10133,322516,0,0,0.0,0.1,0.033443,0.0,ohlcv_proxy
2021-12-29,10084,30809,0,0,0.0,0.1,0.030948,0.0,ohlcv_proxy
2021-12-30,10205,30004,0,0,0.0,0.1,0.028853,0.0,ohlcv_proxy
2022-01-03,10229,103527,0,0,0.0,0.2,0.02667,0.0,ohlcv_proxy
2022-01-04,10123,52155,0,0,0.0,0.2,0.024617,0.0,ohlcv_proxy
2022-01-05,9815,151590,0,0,-0.0,0.1,0.011861,0.1,ohlcv_proxy
2022-01-06,9584,53270,0,0,-0.0,0.1,0.004662,0.1,ohlcv_proxy
2022-01-07,9805,31716,0,0,-0.0,0.1,0.001071,0.1,ohlcv_proxy
2022-01-10,9616,267045,0,0,-0.0,0.0,-0.015425,0.1,ohlcv_proxy
2022-01-11,9587,69080,0,0,-0.0,0.0,-0.019873,0.1,ohlcv_proxy
2022-01-12,9786,49901,0,0,0.0,-0.1,-0.023425,0.1,ohlcv_proxy
2022-01-13,9742,17787,0,0,-0.0,-0.1,-0.022376,0.1,ohlcv_proxy
2022-01-14,9737,14267,0,0,-0.0,-0.1,-0.023422,0.1,ohlcv_proxy
2022-01-17,9723,32593,0,0,-0.0,-0.2,-0.018379,0.1,ohlcv_proxy
2022-01-18,9631,28518,0,0,-0.0,-0.2,-0.015864,0.1,ohlcv_proxy
2022-01-19,9492,309920,0,0,-0.0,-0.2,-0.028215,0.0,ohlcv_proxy
2022-01-20,9651,32917,0,0,-0.0,-0.2,-0.027863,0.0,ohlcv_proxy
2022-01-21,9371,66041,0,0,-0.0,-0.2,-0.028883,0.0,ohlcv_proxy
2022-01-24,9314,44453,0,0,-0.0,-0.1,-0.03058,0.0,ohlcv_proxy
2022-01-25,9188,40990,0,0,-0.0,-0.1,-0.032325,0.0,ohlcv_proxy
2022-01-26,9024,28285,0,0,-1e-06,-0.1,-0.035479,0.0,ohlcv_proxy
2022-01-27,8765,157456,0,0,-1e-06,-0.2,-0.056136,0.0,ohlcv_proxy
2022-01-28,9024,33236,0,0,-0.0,-0.2,-0.061645,0.0,ohlcv_proxy
2022-02-03,8972,40883,0,0,-1e-06,-0.2,-0.06086,0.0,ohlcv_proxy
2022-02-04,9058,17600,0,0,-0.0,-0.2,-0.061533,0.0,ohlcv_proxy
2022-02-07,8885,18708,0,0,-1e-06,-0.1,-0.058322,0.0,ohlcv_proxy
2022-02-08,8765,29357,0,0,-1e-06,-0.1,-0.047264,0.0,ohlcv_proxy
2022-02-09,8952,22390,0,0,-0.0,-0.1,-0.04758,0.0,ohlcv_proxy
2022-02-10,8972,20649,0,0,-0.0,-0.1,-0.041477,0.0,ohlcv_proxy
2022-02-11,8779,20212,0,0,-0.0,-0.1,-0.043494,0.0,ohlcv_proxy
2022-02-14,8547,34876,0,0,-1e-06,-0.1,-0.047998,0.0,ohlcv_proxy
2022-02-15,8533,17655,0,0,-1e-06,0.0,-0.049554,0.0,ohlcv_proxy
2022-02-16,8832,22717,0,0,-0.0,0.0,-0.050424,0.0,ohlcv_proxy
2022-02-17,8797,30928,0,0,-0.0,0.0,-0.049821,0.0,ohlcv_proxy
2022-02-18,8797,8603,0,0,-0.0,0.0,-0.048863,0.0,ohlcv_proxy
2022-02-21,8741,39326,0,0,-0.0,0.0,-0.023842,0.0,ohlcv_proxy
2022-02-22,8582,33609,0,0,-0.0,0.0,-0.019962,0.0,ohlcv_proxy
2022-02-23,8697,22067,0,0,-0.0,0.0,-0.016839,0.0,ohlcv_proxy
2022-02-24,8485,68448,0,0,-1e-06,-0.1,-0.02157,0.0,ohlcv_proxy
2022-02-25,8630,41860,0,0,-0.0,-0.1,-0.018285,0.0,ohlcv_proxy
2022-02-28,8620,37758,0,0,-0.0,-0.1,-0.018975,0.0,ohlcv_proxy
2022-03-02,8682,42228,0,0,-0.0,-0.1,-0.015595,0.0,ohlcv_proxy
2022-03-03,8827,10148,0,0,0.0,-0.1,-0.013822,0.0,ohlcv_proxy
2022-03-04,8672,33076,0,0,-0.0,-0.1,-0.004338,0.0,ohlcv_proxy
2022-03-07,8426,86416,0,0,-0.0,-0.2,-0.00946,0.1,ohlcv_proxy
2022-03-08,8312,12351,0,0,-1e-06,-0.2,-0.011091,0.1,ohlcv_proxy
2022-03-10,8552,27528,0,0,-0.0,-0.2,-0.013828,0.1,ohlcv_proxy
2022-03-11,8475,14175,0,0,-0.0,-0.2,-0.014587,0.1,ohlcv_proxy
2022-03-14,8302,135361,0,0,-0.0,-0.2,-0.020135,0.2,ohlcv_proxy
2022-03-15,8235,18187,0,0,-1e-06,-0.2,-0.022441,0.2,ohlcv_proxy
2022-03-16,8455,28597,0,0,-0.0,-0.2,-0.020126,0.2,ohlcv_proxy
2022-03-17,8692,30121,0,0,0.0,-0.2,-0.01843,0.2,ohlcv_proxy
2022-03-18,8792,18655,0,0,0.0,-0.2,-0.014906,0.2,ohlcv_proxy
2022-03-21,8783,42769,0,0,0.0,-0.2,0.010292,0.2,ohlcv_proxy
2022-03-22,8860,34494,0,0,0.0,-0.1,0.02044,0.1,ohlcv_proxy
2022-03-23,8927,32695,0,0,0.0,-0.1,0.030253,0.1,ohlcv_proxy
2022-03-24,8996,31071,0,0,0.0,-0.1,0.035068,0.1,ohlcv_proxy
2022-03-25,9078,41177,0,0,0.0,-0.1,0.038675,0.1,ohlcv_proxy
2022-03-28,9054,5693,0,0,0.0,0.0,0.042486,0.0,ohlcv_proxy
2022-03-29,9092,13968,0,0,0.0,0.0,0.046664,0.0,ohlcv_proxy
2022-03-30,9092,37432,0,0,0.0,0.0,0.048728,0.0,ohlcv_proxy
2022-03-31,9097,16906,0,0,0.0,0.0,0.050308,0.0,ohlcv_proxy
2022-04-01,8942,8153,0,0,0.0,0.0,0.049007,0.0,ohlcv_proxy
2022-04-04,8957,9561,0,0,0.0,0.0,0.047228,0.0,ohlcv_proxy
2022-04-05,9009,7295,0,0,0.0,0.0,0.041318,0.0,ohlcv_proxy
2022-04-06,8802,20689,0,0,-0.0,0.0,0.027689,0.0,ohlcv_proxy
2022-04-07,8783,8943,0,0,-0.0,0.0,0.018248,0.0,ohlcv_proxy
2022-04-08,8827,3436,0,0,-0.0,0.0,0.015798,0.0,ohlcv_proxy
2022-04-11,8697,8867,0,0,-0.0,0.0,-0.005168,0.0,ohlcv_proxy
2022-04-12,8668,26220,0,0,-0.0,0.0,-0.015459,0.0,ohlcv_proxy
2022-04-13,8846,10609,0,0,0.0,0.0,-0.019007,0.0,ohlcv_proxy
2022-04-14,8851,7762,0,0,0.0,0.0,-0.019769,0.0,ohlcv_proxy
2022-04-15,8736,6362,0,0,-0.0,0.0,-0.020723,0.0,ohlcv_proxy
2022-04-18,8802,1293,0,0,-0.0,0.0,-0.021694,0.0,ohlcv_proxy
2022-04-19,9068,30393,0,0,0.0,0.1,-0.000462,0.0,ohlcv_proxy
2022-04-20,9049,6143,0,0,0.0,0.1,0.00267,0.0,ohlcv_proxy
2022-04-21,9140,27948,0,0,0.0,0.2,0.009469,0.0,ohlcv_proxy
2022-04-22,9049,15768,0,0,0.0,0.2,0.013312,0.0,ohlcv_proxy
2022-04-25,8851,15136,0,0,-0.0,0.2,0.010511,0.0,ohlcv_proxy
2022-04-26,8851,9154,0,0,-0.0,0.2,0.008111,0.0,ohlcv_proxy
2022-04-27,8770,8822,0,0,-0.0,0.2,0.00782,0.0,ohlcv_proxy
2022-04-28,8697,9695,0,0,-0.0,0.2,-0.003347,0.0,ohlcv_proxy
2022-04-29,8901,17398,0,0,0.0,0.2,-0.00747,0.0,ohlcv_proxy
2022-05-02,8803,33242,0,0,-0.0,0.1,-0.007701,0.0,ohlcv_proxy
