year,quarter,operating_income,prev_operating_income,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2025,Q1,58492131145.0,0.0,58492131145.0,,,,,0.0,0.0
2025,Q2,92117590305.0,0.0,33625459160.0,,,,-0.425128500162806,-0.7071067811865475,-1.0
2025,Q3,95888789982.0,0.0,3771199677.0,,,,-0.887846894251897,-1.0289582544932596,-2.0
2025,Q4,336889964137.0,320720587990.0,241001174155.0,,,,62.90570502666067,1.4667792472350547,-1.0
2026,Q1,36509607966.0,0.0,36509607966.0,,,-0.37582017869217443,-0.8485085888315265,-0.3866382893469808,-1.0
