date,name,position,change_dir,shares_before,shares_after,change_amount
2024-04-18,국민연금공단,,,0,0,0
2025-01-10,국민연금공단,,,0,0,0
2025-04-02,국민연금공단,,,0,0,0
2025-07-03,국민연금공단,,,0,0,0
2025-08-20,국민연금공단,,,0,0,0
2025-12-04,국민연금공단,,,0,0,0
2025-12-09,국민연금공단,,,0,0,0
2025-12-22,국민연금공단,,,0,0,0
2026-01-05,국민연금공단,,,0,0,0
2026-01-29,국민연금공단,,,0,0,0
2026-02-10,국민연금공단,,,0,0,0
2026-02-13,국민연금공단,,,0,0,0
2026-02-23,국민연금공단,,,0,0,0
2026-02-26,국민연금공단,,,0,0,0
2026-03-10,국민연금공단,,,0,0,0
2026-04-02,국민연금공단,,,0,0,0
2026-07-02,국민연금공단,,,0,0,0
2025-01-10,국민연금공단,,,0,0,0
2025-04-02,국민연금공단,,,0,0,0
2025-07-03,국민연금공단,,,0,0,0
2025-08-20,국민연금공단,,,0,0,0
2025-12-04,국민연금공단,,,0,0,0
2025-12-09,국민연금공단,,,0,0,0
2025-12-22,국민연금공단,,,0,0,0
2026-01-05,국민연금공단,,,0,0,0
2026-01-29,국민연금공단,,,0,0,0
2026-02-10,국민연금공단,,,0,0,0
2026-02-13,국민연금공단,,,0,0,0
2026-02-23,국민연금공단,,,0,0,0
2026-02-26,국민연금공단,,,0,0,0
2026-03-10,국민연금공단,,,0,0,0
2026-04-02,국민연금공단,,,0,0,0
2026-07-02,국민연금공단,,,0,0,0
