date,news_sentiment_mean,news_sentiment_std,news_count,volume_ratio,source,news_positive_total,news_negative_total,news_pos_ratio,news_intensity
2016-06-24,0.4603,0.0759,0,1.7188,price_proxy,,,,
2016-06-27,0.425,0.0747,0,1.3251,price_proxy,,,,
2016-06-28,0.4427,0.0744,0,1.1299,price_proxy,,,,
2016-06-29,0.4354,0.0744,0,0.9028,price_proxy,,,,
2016-06-30,0.4588,0.0759,0,0.8891,price_proxy,,,,
2016-07-01,0.5675,0.0761,0,0.8424,price_proxy,,,,
2016-07-04,0.5457,0.0764,0,0.6315,price_proxy,,,,
2016-07-05,0.5322,0.0726,0,0.4731,price_proxy,,,,
2016-07-06,0.492,0.0704,0,0.8919,price_proxy,,,,
2016-07-07,0.4737,0.0711,0,0.5867,price_proxy,,,,
2016-07-08,0.4582,0.0702,0,0.6788,price_proxy,,,,
2016-07-11,0.4869,0.071,0,0.678,price_proxy,,,,
2016-07-12,0.5211,0.0682,0,0.8763,price_proxy,,,,
2016-07-13,0.567,0.065,0,0.9896,price_proxy,,,,
2016-07-14,0.54,0.0656,0,0.7215,price_proxy,,,,
2016-07-15,0.5853,0.0695,0,1.5533,price_proxy,,,,
2016-07-18,0.5476,0.0665,0,1.0068,price_proxy,,,,
2016-07-19,0.5287,0.0662,0,0.7321,price_proxy,,,,
2016-07-20,0.5026,0.0661,0,0.8995,price_proxy,,,,
2016-07-21,0.534,0.0666,0,0.8853,price_proxy,,,,
2016-07-22,0.5153,0.0446,0,1.491,price_proxy,,,,
2016-07-25,0.5724,0.0473,0,1.5645,price_proxy,,,,
2016-07-26,0.5592,0.0477,0,1.3293,price_proxy,,,,
2016-07-27,0.5907,0.0481,0,1.1337,price_proxy,,,,
2016-07-28,0.5668,0.0471,0,0.8585,price_proxy,,,,
2016-07-29,0.5279,0.0477,0,1.0298,price_proxy,,,,
2016-08-01,0.5274,0.0493,0,1.2508,price_proxy,,,,
2016-08-02,0.5225,0.0494,0,0.7351,price_proxy,,,,
2016-08-03,0.4554,0.0542,0,0.8465,price_proxy,,,,
2016-08-04,0.4751,0.0543,0,0.6598,price_proxy,,,,
2016-08-05,0.5075,0.0547,0,0.6537,price_proxy,,,,
2016-08-08,0.5123,0.0573,0,1.3971,price_proxy,,,,
2016-08-09,0.5198,0.0566,0,0.9162,price_proxy,,,,
2016-08-10,0.5558,0.0575,0,0.6748,price_proxy,,,,
2016-08-11,0.5554,0.0564,0,0.9377,price_proxy,,,,
2016-08-12,0.5474,0.0525,0,0.9198,price_proxy,,,,
2016-08-16,0.4829,0.0531,0,0.8867,price_proxy,,,,
2016-08-17,0.5024,0.0535,0,0.6666,price_proxy,,,,
2016-08-18,0.5049,0.0534,0,0.8251,price_proxy,,,,
2016-08-19,0.4583,0.057,0,0.9012,price_proxy,,,,
2016-08-22,0.4562,0.0558,0,0.7132,price_proxy,,,,
2016-08-23,0.4827,0.0525,0,0.4303,price_proxy,,,,
2016-08-24,0.4487,0.0533,0,0.8832,price_proxy,,,,
2016-08-25,0.4975,0.0563,0,1.1704,price_proxy,,,,
2016-08-26,0.505,0.0581,0,0.8388,price_proxy,,,,
2016-08-29,0.5199,0.0591,0,1.3795,price_proxy,,,,
2016-08-30,0.5274,0.0564,0,0.6096,price_proxy,,,,
2016-08-31,0.5577,0.0564,0,1.5004,price_proxy,,,,
2016-09-01,0.5443,0.0499,0,1.106,price_proxy,,,,
2016-09-02,0.5474,0.052,0,1.0337,price_proxy,,,,
2016-09-05,0.5419,0.0519,0,0.7484,price_proxy,,,,
2016-09-06,0.5172,0.0485,0,0.8363,price_proxy,,,,
2016-09-07,0.5146,0.0487,0,0.9318,price_proxy,,,,
2016-09-08,0.4783,0.0485,0,1.1835,price_proxy,,,,
2016-09-09,0.5146,0.0484,0,0.9809,price_proxy,,,,
2016-09-12,0.4686,0.0502,0,0.9487,price_proxy,,,,
2016-09-13,0.4489,0.0519,0,1.7896,price_proxy,,,,
2016-09-19,0.4298,0.051,0,1.1473,price_proxy,,,,
2016-09-20,0.4245,0.0514,0,1.4176,price_proxy,,,,
2016-09-21,0.4395,0.0506,0,1.4101,price_proxy,,,,
2016-09-22,0.4485,0.0512,0,0.824,price_proxy,,,,
2016-09-23,0.5025,0.0524,0,1.0429,price_proxy,,,,
