날짜,시가,고가,저가,종가,거래량,Open,High,Low,Close,Volume
2025-08-14,28848.0,32751.0,27581.0,31283.0,20035508.0,,,,,
2025-08-18,31016.0,40655.0,30916.0,40655.0,3750141.0,,,,,
2025-08-19,43356.0,47525.0,39788.0,42122.0,4294794.0,,,,,
2025-08-20,40088.0,41155.0,35085.0,39521.0,1988393.0,,,,,
2025-08-21,39454.0,41022.0,34385.0,35018.0,1176147.0,,,,,
2025-08-22,34718.0,37653.0,34218.0,35552.0,991312.0,,,,,
2025-08-25,35952.0,46191.0,35852.0,46191.0,2980784.0,,,,,
2025-08-26,50493.0,50894.0,45357.0,46124.0,2024892.0,,,,,
2025-08-27,46925.0,55029.0,45357.0,52828.0,4415056.0,,,,,
2025-08-28,51561.0,57230.0,49059.0,53395.0,2464316.0,,,,,
2025-08-29,53362.0,57030.0,52761.0,55063.0,1457575.0,,,,,
2025-09-01,54329.0,54629.0,47659.0,49026.0,952818.0,,,,,
2025-09-02,50127.0,51861.0,47425.0,48692.0,996328.0,,,,,
2025-09-03,49893.0,54696.0,49159.0,49593.0,1734772.0,,,,,
2025-09-04,51194.0,51727.0,49360.0,49593.0,433490.0,,,,,
2025-09-05,50060.0,50193.0,47725.0,48126.0,450869.0,,,,,
2025-09-08,47559.0,47692.0,45057.0,45324.0,474838.0,,,,,
2025-09-09,44357.0,45691.0,43523.0,44890.0,470970.0,,,,,
2025-09-10,45924.0,58331.0,45791.0,56597.0,3070238.0,,,,,
2025-09-11,55196.0,57097.0,53929.0,55329.0,1039313.0,,,,,
2025-09-12,54662.0,61199.0,53228.0,57130.0,2367910.0,,,,,
2025-09-15,53962.0,67870.0,53395.0,66369.0,5391181.0,,,,,
2025-09-16,67036.0,70871.0,64234.0,65502.0,1588463.0,,,,,
2025-09-17,67703.0,72372.0,65802.0,70704.0,1775547.0,,,,,
2025-09-18,71872.0,73873.0,69037.0,71038.0,899019.0,,,,,
2025-09-19,71205.0,78709.0,70371.0,78042.0,1548060.0,,,,,
2025-09-22,77708.0,79542.0,71371.0,77708.0,2832547.0,,,,,
2025-09-23,78375.0,82711.0,76207.0,78375.0,1949345.0,,,,,
2025-09-24,77541.0,80710.0,72372.0,76041.0,1812196.0,,,,,
