날짜,시가,고가,저가,종가,거래량,Open,High,Low,Close,Volume
2017-05-10,57899.0,63666.0,52477.0,55362.0,477084.0,,,,,
2017-05-11,54438.0,58244.0,54092.0,55477.0,164695.0,,,,,
2017-05-12,55592.0,57668.0,54208.0,55823.0,101028.0,,,,,
2017-05-15,54669.0,55246.0,52593.0,53055.0,73184.0,,,,,
2017-05-16,51555.0,55015.0,50632.0,53055.0,164490.0,,,,,
2017-05-17,53746.0,64127.0,53516.0,61359.0,210669.0,,,,,
2017-05-18,60436.0,72200.0,59628.0,66434.0,210288.0,,,,,
2017-05-19,65741.0,68048.0,64357.0,65165.0,97736.0,,,,,
2017-05-22,64934.0,66664.0,63435.0,64473.0,54188.0,,,,,
2017-05-23,64357.0,69317.0,64357.0,67011.0,71875.0,,,,,
2017-05-24,68279.0,74968.0,66203.0,73585.0,54602.0,,,,,
2017-05-25,75776.0,76237.0,70816.0,71739.0,67439.0,,,,,
2017-05-26,71162.0,73469.0,70585.0,71739.0,40807.0,,,,,
2017-05-29,72431.0,75199.0,71508.0,73816.0,42947.0,,,,,
2017-05-30,73815.0,74622.0,70701.0,71048.0,43903.0,,,,,
2017-05-31,71508.0,71854.0,68163.0,69664.0,51224.0,,,,,
2017-06-01,70470.0,72200.0,69663.0,70356.0,29835.0,,,,,
2017-06-02,70585.0,72085.0,68394.0,69087.0,37749.0,,,,,
2017-06-05,69432.0,70470.0,68510.0,70010.0,34132.0,,,,,
2017-06-07,69778.0,70931.0,68163.0,69894.0,25670.0,,,,,
2017-06-08,71277.0,75429.0,69893.0,75430.0,61856.0,,,,,
2017-06-09,75199.0,81427.0,73815.0,79583.0,60820.0,,,,,
2017-06-12,78890.0,82004.0,76814.0,81544.0,71722.0,,,,,
2017-06-13,79582.0,81427.0,77506.0,80390.0,97428.0,,,,,
2017-06-14,79697.0,83964.0,79236.0,81658.0,50097.0,,,,,
2017-06-15,81658.0,82696.0,79928.0,80736.0,23266.0,,,,,
2017-06-16,80620.0,80735.0,78198.0,79583.0,30776.0,,,,,
2017-06-19,80504.0,85810.0,78659.0,83850.0,39639.0,,,,,
2017-06-20,83964.0,84195.0,80620.0,82350.0,27196.0,,,,,
2017-06-21,81543.0,81543.0,79351.0,79352.0,22314.0,,,,,
2017-06-22,78774.0,81658.0,74046.0,80274.0,76660.0,,,,,
2017-06-23,80273.0,81888.0,78774.0,79929.0,21180.0,,,,,
2017-06-26,80043.0,80043.0,76583.0,77506.0,31317.0,,,,,
2017-06-27,76698.0,78774.0,75776.0,76469.0,32549.0,,,,,
2017-06-28,75776.0,78082.0,74968.0,76007.0,19055.0,,,,,
2017-06-29,76237.0,77160.0,75199.0,76930.0,19617.0,,,,,
2017-06-30,76352.0,80273.0,75429.0,79352.0,42685.0,,,,,
2017-07-03,79582.0,80966.0,78774.0,79121.0,21502.0,,,,,
2017-07-04,79812.0,80158.0,76237.0,76583.0,16108.0,,,,,
2017-07-05,76583.0,80504.0,76122.0,78429.0,36401.0,,,,,
2017-07-06,78082.0,84311.0,77621.0,82928.0,41679.0,,,,,
2017-07-07,82004.0,87655.0,81658.0,87656.0,44139.0,,,,,
2017-07-10,87771.0,87771.0,84080.0,84427.0,22828.0,,,,,
2017-07-11,84656.0,88117.0,84195.0,87887.0,28269.0,,,,,
2017-07-12,88578.0,89270.0,84311.0,85349.0,30004.0,,,,,
2017-07-13,85464.0,87771.0,83388.0,87541.0,15159.0,,,,,
2017-07-14,86502.0,87655.0,85695.0,86503.0,9489.0,,,,,
2017-07-17,86848.0,87425.0,86156.0,87080.0,10691.0,,,,,
2017-07-18,86502.0,87079.0,83503.0,84081.0,17852.0,,,,,
2017-07-19,83734.0,84887.0,81427.0,83504.0,28708.0,,,,,
2017-07-20,83042.0,85348.0,82004.0,84657.0,19159.0,,,,,
2017-07-21,83964.0,86502.0,83503.0,83504.0,21356.0,,,,,
2017-07-24,83503.0,84887.0,80504.0,82350.0,28567.0,,,,,
2017-07-25,82927.0,84541.0,81312.0,82812.0,16207.0,,,,,
2017-07-26,84426.0,87655.0,83734.0,86157.0,42013.0,,,,,
2017-07-27,86502.0,87655.0,84080.0,84427.0,24735.0,,,,,
2017-07-28,84887.0,85003.0,81543.0,82236.0,22988.0,,,,,
2017-07-31,82350.0,85579.0,80504.0,84542.0,21999.0,,,,,
2017-08-01,85003.0,97690.0,77737.0,95153.0,125706.0,,,,,
2017-08-02,94230.0,101265.0,92499.0,95153.0,69954.0,,,,,
