date,close,volume,inst_net_buy,foreign_net_buy,foreign_net_buy_norm,inst_net_buy_norm,foreign_ratio_feat,short_proxy_score,source,foreign_ratio
2016-08-05,11366.0,143478.0,0.0,0.0,-1e-06,0.0,,0.0,ohlcv_proxy,
2016-08-08,11114.0,153958.0,0.0,0.0,-1e-06,0.0,,0.0,ohlcv_proxy,
2016-08-09,11088.0,156642.0,0.0,0.0,-1e-06,0.0,,0.0,ohlcv_proxy,
2016-08-10,11341.0,168237.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,
2016-08-11,11265.0,121416.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,
2016-08-12,11290.0,172408.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,
2016-08-16,11164.0,99633.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,
2016-08-17,11013.0,145133.0,0.0,0.0,-1e-06,0.0,,0.0,ohlcv_proxy,
2016-08-18,10962.0,83605.0,0.0,0.0,-1e-06,0.0,,0.0,ohlcv_proxy,
2016-08-19,10735.0,144553.0,0.0,0.0,-1e-06,0.0,,0.0,ohlcv_proxy,
2016-08-22,10356.0,144840.0,0.0,0.0,-1e-06,0.0,-0.059131,0.0,ohlcv_proxy,
2016-08-23,10331.0,120624.0,0.0,0.0,-1e-06,0.0,-0.062748,0.0,ohlcv_proxy,
2016-08-24,10406.0,154198.0,0.0,0.0,-1e-06,0.0,-0.067711,0.0,ohlcv_proxy,
2016-08-25,10230.0,102300.0,0.0,0.0,-1e-06,0.0,-0.069633,0.0,ohlcv_proxy,
2016-08-26,10179.0,80612.0,0.0,0.0,-1e-06,0.0,-0.071337,0.0,ohlcv_proxy,
2016-08-29,10103.0,112183.0,0.0,0.0,-1e-06,0.0,-0.067912,0.0,ohlcv_proxy,
2016-08-30,10179.0,144357.0,0.0,0.0,-1e-06,0.0,-0.062194,0.0,ohlcv_proxy,
2016-08-31,10129.0,106463.0,0.0,0.0,-1e-06,0.0,-0.063286,0.0,ohlcv_proxy,
2016-09-01,10230.0,66798.0,0.0,0.0,-0.0,0.0,-0.060012,0.0,ohlcv_proxy,
2016-09-02,10406.0,129374.0,0.0,0.0,-0.0,0.0,-0.049523,0.0,ohlcv_proxy,
2016-09-05,10381.0,102343.0,0.0,0.0,-0.0,0.0,-0.040021,0.0,ohlcv_proxy,
2016-09-06,10204.0,86853.0,0.0,0.0,-0.0,0.0,-0.03469,0.0,ohlcv_proxy,
2016-09-07,10103.0,91673.0,0.0,0.0,-0.0,0.0,-0.03017,0.0,ohlcv_proxy,
2016-09-08,9952.0,247019.0,0.0,0.0,-1e-06,-0.1,-0.030744,0.0,ohlcv_proxy,
2016-09-09,9775.0,103460.0,0.0,0.0,-1e-06,-0.1,-0.035213,0.0,ohlcv_proxy,
2016-09-12,9623.0,111568.0,0.0,0.0,-1e-06,-0.1,-0.03814,0.0,ohlcv_proxy,
2016-09-13,9699.0,128855.0,0.0,0.0,-1e-06,-0.1,-0.039355,0.0,ohlcv_proxy,
2016-09-19,9952.0,89304.0,0.0,0.0,-0.0,-0.1,-0.035874,0.0,ohlcv_proxy,
2016-09-20,10154.0,123160.0,0.0,0.0,-0.0,-0.1,-0.031559,0.0,ohlcv_proxy,
2016-09-21,10280.0,128477.0,0.0,0.0,0.0,-0.1,-0.018091,0.0,ohlcv_proxy,
2016-09-22,10406.0,117663.0,0.0,0.0,0.0,-0.1,-0.002935,0.0,ohlcv_proxy,
2016-09-23,10406.0,102363.0,0.0,0.0,0.0,-0.1,0.011502,0.0,ohlcv_proxy,
2016-09-26,10230.0,76601.0,0.0,0.0,-0.0,-0.1,0.017562,0.0,ohlcv_proxy,
2016-09-27,10305.0,73240.0,0.0,0.0,0.0,0.0,0.021053,0.0,ohlcv_proxy,
2016-09-28,10053.0,103642.0,0.0,0.0,-0.0,0.0,0.016932,0.0,ohlcv_proxy,
2016-09-29,10230.0,87999.0,0.0,0.0,-0.0,0.0,0.012165,0.0,ohlcv_proxy,
2016-09-30,9825.0,180870.0,0.0,0.0,-0.0,-0.1,-0.002576,0.0,ohlcv_proxy,
2016-10-04,9876.0,155340.0,0.0,0.0,-0.0,-0.1,-0.007906,0.0,ohlcv_proxy,
2016-10-05,9825.0,86695.0,0.0,0.0,-0.0,-0.1,-0.012605,0.0,ohlcv_proxy,
2016-10-06,9800.0,90353.0,0.0,0.0,-0.0,-0.1,-0.013721,0.0,ohlcv_proxy,
2016-10-07,9623.0,208362.0,0.0,0.0,-0.0,-0.2,-0.020671,0.0,ohlcv_proxy,
2016-10-10,9472.0,196121.0,0.0,0.0,-1e-06,-0.3,-0.02533,0.0,ohlcv_proxy,
2016-10-11,9447.0,103398.0,0.0,0.0,-1e-06,-0.3,-0.030779,0.0,ohlcv_proxy,
2016-10-12,9548.0,108719.0,0.0,0.0,-0.0,-0.3,-0.032317,0.0,ohlcv_proxy,
2016-10-13,9497.0,68406.0,0.0,0.0,-0.0,-0.3,-0.035504,0.0,ohlcv_proxy,
2016-10-14,9800.0,181907.0,0.0,0.0,-0.0,-0.2,-0.031514,0.0,ohlcv_proxy,
2016-10-17,9598.0,108464.0,0.0,0.0,-0.0,-0.1,-0.027216,0.0,ohlcv_proxy,
2016-10-18,9598.0,87582.0,0.0,0.0,-0.0,-0.1,-0.023038,0.0,ohlcv_proxy,
2016-10-19,9497.0,74863.0,0.0,0.0,-0.0,-0.1,-0.020494,0.0,ohlcv_proxy,
2016-10-20,9522.0,119452.0,0.0,0.0,-0.0,-0.1,-0.01722,0.0,ohlcv_proxy,
2016-10-21,9219.0,156387.0,0.0,0.0,-1e-06,0.0,-0.028184,0.0,ohlcv_proxy,
2016-10-24,9447.0,111570.0,0.0,0.0,-0.0,0.1,-0.027018,0.0,ohlcv_proxy,
2016-10-25,9699.0,228540.0,0.0,0.0,0.0,0.2,-0.018439,0.0,ohlcv_proxy,
2016-10-26,10154.0,842527.0,0.0,0.0,0.0,0.3,0.009496,0.0,ohlcv_proxy,
2016-10-27,9901.0,170123.0,0.0,0.0,0.0,0.3,0.012891,0.0,ohlcv_proxy,
2016-10-28,9952.0,100825.0,0.0,0.0,0.0,0.2,0.021467,0.0,ohlcv_proxy,
2016-10-31,9825.0,104909.0,0.0,0.0,0.0,0.2,0.024645,0.0,ohlcv_proxy,
2016-11-01,9623.0,77759.0,0.0,0.0,-0.0,0.2,0.028834,0.0,ohlcv_proxy,
2016-11-02,9598.0,180377.0,0.0,0.0,-0.0,0.2,0.00224,0.0,ohlcv_proxy,
2016-11-03,9522.0,51213.0,0.0,0.0,-0.0,0.2,-0.004078,0.0,ohlcv_proxy,
2016-11-04,9522.0,102418.0,0.0,0.0,-0.0,0.2,-0.012842,0.0,ohlcv_proxy,
2016-11-07,9901.0,124803.0,0.0,0.0,0.0,0.2,-0.012663,0.0,ohlcv_proxy,
2016-11-08,10204.0,180904.0,0.0,0.0,0.0,0.1,0.000107,0.0,ohlcv_proxy,
2016-11-09,9851.0,377899.0,0.0,0.0,0.0,-0.1,0.005331,0.1,ohlcv_proxy,
2016-11-10,10406.0,262960.0,0.0,0.0,1e-06,-0.1,0.015665,0.1,ohlcv_proxy,
2016-11-11,10356.0,101203.0,0.0,0.0,0.0,-0.1,0.022086,0.1,ohlcv_proxy,
2016-11-14,10432.0,70783.0,0.0,0.0,1e-06,-0.1,0.024983,0.1,ohlcv_proxy,
2016-11-15,10331.0,53838.0,0.0,0.0,0.0,-0.1,0.023577,0.1,ohlcv_proxy,
2016-11-16,10785.0,207420.0,0.0,0.0,1e-06,-0.1,0.05297,0.1,ohlcv_proxy,
2016-11-17,10583.0,152594.0,0.0,0.0,0.0,-0.1,0.055284,0.1,ohlcv_proxy,
2016-11-18,10533.0,76053.0,0.0,0.0,0.0,-0.1,0.053828,0.1,ohlcv_proxy,
2016-11-21,10406.0,82647.0,0.0,0.0,0.0,-0.1,0.050237,0.1,ohlcv_proxy,
2016-11-22,10406.0,73267.0,0.0,0.0,0.0,-0.1,0.046828,0.1,ohlcv_proxy,
2016-11-23,10406.0,67204.0,0.0,0.0,0.0,0.0,0.035784,0.0,ohlcv_proxy,
2016-11-24,10255.0,82791.0,0.0,0.0,0.0,0.0,0.025078,0.0,ohlcv_proxy,
2016-11-25,10608.0,223256.0,0.0,0.0,0.0,0.1,0.027195,0.0,ohlcv_proxy,
2016-11-28,10457.0,116869.0,0.0,0.0,0.0,0.1,0.025244,0.0,ohlcv_proxy,
2016-11-29,10457.0,79089.0,0.0,0.0,0.0,0.1,0.023421,0.0,ohlcv_proxy,
2016-11-30,10634.0,99035.0,0.0,0.0,0.0,0.1,0.020733,0.0,ohlcv_proxy,
2016-12-01,10432.0,62142.0,0.0,0.0,0.0,0.1,0.021635,0.0,ohlcv_proxy,
2016-12-02,10457.0,76823.0,0.0,0.0,0.0,0.1,0.013384,0.0,ohlcv_proxy,
