current_assets,prev_current_assets,cash,accounts_receivable,prev_accounts_receivable,inventory,ppe_net,prev_ppe_net,total_assets,current_liabilities,prev_current_liabilities,total_liabilities,retained_earnings,total_equity,revenue,prev_revenue,cost_of_goods_sold,prev_cogs,gross_profit,prev_gross_profit,sga_expense,prev_sga,operating_income,prev_operating_income,income_tax,net_income,cash_from_operations,capex,roe,debt_ratio,opm,year,short_term_debt,long_term_debt
368191640448,0,184120569491,82521286487,0,65416477693,317364555453,0,717745270916,205818226541,0,209294556800,63266819768,508450714116,470067532131,0,334750029749,0,135317502382,0,31360666715,0,103956835667,0,86059955492,64882603625,138419927306,-16439517111,,,,2020,,
438576236890,368191640448,168689083947,125948326573,82521286487,103818677171,359909383283,317364555453,829946537157,173146367164,205818226541,177761363486,196640107826,652185173671,1023913370455,470067532131,768538500196,334750029749,255374870259,135317502382,66534252010,31360666715,188840618249,103956835667,203223531001,152220791940,131901304526,-53091160899,,,,2021,,
458877300878,438576236890,167741412164,66676673176,125948326573,113407482382,408624682145,359909383283,934907217558,127596015859,173146367164,135667905528,344289660450,799239312030,1090867446512,1023913370455,793061158132,768538500196,297806288380,255374870259,90755621143,66534252010,207050667237,188840618249,215442885163,167672934020,190815190274,-146011696637,,,,2022,,
345056035617,458877300878,160827491319,57530658802,66676673176,73031377300,462171830956,408624682145,995442871278,71113528112,127596015859,995442871278,459143441671,918822162392,-33336065334,-31485413703,650949834888,793061158132,193079287577,297806288380,59590911321,90755621143,133488376256,207050667237,30348277423,130955384417,221045860074,-214975750181,,,,2023,,
521491176326,345056035617,241614508223,58932715624,57530658802,90956330965,507653283153,462171830956,1168214133834,123720340559,71113528112,1168214133834,562094529285,1037335849194,863356156458,844029122465,616966940114,650949834888,246389216344,193079287577,78440459750,59590911321,167948756594,133488376256,47509469609,119611878137,262345359082,-175689919309,,,,2024,,
579615845377,521491176326,247656558659,91800949179,58932715624,124785697619,574932545746,507653283153,1446750282671,146438889757,123720340559,1446750282671,623343217712,1111575813364,3153806845,0,690713857013,616966940114,232668109862,246389216344,99025704340,78440459750,133642405522,167948756594,29452572408,83989215352,146921893948,-250830374925,,,,2025,1560306430.0,99650539681.0
