date,order_imbalance,imbalance_volatility,opening_imbalance,closing_imbalance,bid_depth_ratio,spread_pct,n_snapshots
2026-05-04,0.2054976525804966,0.3797610456052019,-0.017733983627474,0.3630410731975273,0.2249536165347673,0.2304037418903313,34
2026-05-05,0.3190243902428649,5.632157586931055e-17,0.319024390242865,0.319024390242865,0.0448717948715735,0.0608272506082355,35
2026-05-06,0.2311630116082141,0.451613835231952,-0.1232251511633697,0.3211939959272607,0.1357186682906173,0.1562078433483134,33
2026-05-07,0.6590980331440457,0.3853282922646451,0.5220369649583476,0.8635667023755773,0.1247186273511438,0.14581919662908,35
2026-05-08,0.1215662964562412,0.4874410185072649,-0.1154309060885017,0.8645842918609604,0.2172533936286584,0.1797357094217973,32
2026-05-11,0.1022179637711551,0.5350306958888172,-0.1436389258189301,-0.8047091412714519,0.0978584893264251,0.1569579876159668,29
2026-05-12,0.3283033881146193,0.5184560644013587,-0.3528227137022688,-0.0501369371119792,0.1677130583295925,0.2286058346341442,30
2026-05-13,0.5720715401217124,0.470947831604136,0.7749174836788539,0.8828538095680938,0.0884951112848345,0.2289319704721844,28
2026-05-14,0.2223252185856081,0.5079140431206969,0.6854472210590803,0.5573194534800816,0.1455273901379479,0.3879625259632289,31
2026-05-15,0.0979524455905548,0.6385596829698391,0.8421584260647136,0.1272727272694215,0.2945229309617793,0.3627784357185603,26
2026-05-18,-0.4210475370690638,0.4828827636357097,0.5537525354857251,-0.5656193497222242,0.2484144681830732,0.5859879306667293,24
2026-05-19,-0.170801614208043,0.4860823858691518,0.1411391751654451,-0.3592683905593135,0.2914328737494269,0.2832820214329997,24
2026-05-20,0.3081369747675171,0.4975003834746319,0.2378709892280698,0.1506798491864479,0.2755930883520542,0.3812718076011955,32
2026-05-21,0.0601166226030797,0.4962497208064484,-0.2563936709787058,0.3170875011493759,0.1645128191833081,0.252605571004211,30
2026-05-22,-0.1392727792759845,0.456767337151234,-0.146762228967141,0.0468521229864798,0.1190830530690111,0.3679272634372838,26
2026-05-25,0.40902474526809607,5.632157586931056e-17,0.409024745268096,0.409024745268096,0.1913223140487962,0.13149243918466041,35
