year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,153437091215,292760934105,7030175197162,8358744818823,153437091215,7030175197162,-0.1589,-0.4759,0.0,-0.4877,-1.0
2021,Q4,-1754651375507,153437091215,4486585681366,7030175197162,-1754651375507,4486585681366,-0.3618,-12.4356,0.0,-0.9613,-1.0
2022,Q4,-1613564533698,-1754651375507,4860150249534,4486585681366,-1613564533698,4860150249534,0.0833,0.0804,0.0,0.1385,1.0
2023,Q4,0,-1613564533698,555048620441,4860150249534,0,555048620441,-0.8858,1.0,0.0,0.6667,1.0
2024,Q1,52936271106.0,0,2283627126541.0,0.0,52936271106.0,2283627126541.0,0,52936271106.0,0.0,0.0,0.0
2024,Q2,-9658691187.0,0,2536090807951.0,0.0,-9658691187.0,2536090807951.0,0,-9658691187.0,0.0,0.0,0.0
2024,Q3,25581526981.0,0,2703108868124.0,0.0,25581526981.0,2703108868124.0,0,25581526981.0,0.0,0.0,0.0
2024,Q4,237876379317,0,504266507102,555048620441,237876379317,504266507102,-0.0915,0,0.0,0.0,0.0
2025,Q1,258608169144.0,0,3143089504964.0,0.0,258608169144.0,3143089504964.0,0,258608169144.0,0.0,0.0,0.0
2025,Q2,371703649349.0,0,3294113466275.0,0.0,371703649349.0,3294113466275.0,0,371703649349.0,0.0,0.0,0.0
2025,Q3,289759206450.0,0,3023357863134.0,0.0,289759206450.0,3023357863134.0,0,289759206450.0,0.0,0.0,0.0
2025,Q4,1167590137928,237876379317,61125027718,504266507102,1167590137928,61125027718,-0.8788,3.9084,0.0,0.8866,1.0
