year,quarter,operating_income,prev_operating_income,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2025,Q4,2469133000000.0,809471000000.0,2469133000000.0,,,,,0.0,0.0
2026,Q1,482701000000.0,0.0,482701000000.0,,,,-0.804505873114166,-0.7071067811865475,-1.0
