year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,2705385476,-9001868001,49911171537,32592805465,2705385476,49911171537,0.5314,1.3005,0.0,0.7223,1.0
2021,Q4,7245494022,2705385476,52141052240,49911171537,7245494022,52141052240,0.0447,1.6782,0.0,0.7704,1.0
2022,Q4,4801125334,7245494022,49494570488,52141052240,4801125334,49494570488,-0.0508,-0.3374,0.0,-0.4029,-1.0
2023,Q4,6678853804,4801125334,63166127548,49494570488,6678853804,63166127548,0.2762,0.3911,0.0,0.4389,1.0
2024,Q1,-399562479.0,0,15471894642.0,0.0,-399562479.0,15471894642.0,0,-399562479.0,0.0,0.0,0.0
2024,Q2,-1227897688.0,0,12862580603.0,0.0,-1227897688.0,12862580603.0,0,-1227897688.0,0.0,0.0,0.0
2024,Q3,-1602498886.0,0,17057630948.0,0.0,-1602498886.0,17057630948.0,0,-1602498886.0,0.0,0.0,0.0
2024,Q4,553922286,6678853804,71250184948,63166127548,553922286,71250184948,0.128,-0.9171,0.0,-0.6472,-1.0
2025,Q1,-2998302463.0,0,18536464902.0,0.0,-2998302463.0,18536464902.0,0,-2998302463.0,0.0,0.0,0.0
2025,Q2,-659253157.0,0,22584360190.0,0.0,-659253157.0,22584360190.0,0,-659253157.0,0.0,0.0,0.0
2025,Q3,-649879683.0,0,21183011773.0,0.0,-649879683.0,21183011773.0,0,-649879683.0,0.0,0.0,0.0
2025,Q4,-5486712823,553922286,87135395389,71250184948,-5486712823,87135395389,0.2229,-10.9052,0.0,-0.9562,-1.0
