year,report,account,current,previous,fs_div,sj_div
2025,연간,자산총계,1615624150416,1645982722639,CFS,BS
2025,연간,자본총계,1069099711705,1049873729353,CFS,BS
2025,연간,자본과부채총계,1615624150416,1645982722639,CFS,BS
2025,연간,부채총계,546524438711,596108993286,CFS,BS
2025,연간,영업이익(손실),2633918673,6128463563,CFS,CIS
2025,연간,당기순이익(손실),9363716654,-151979459619,CFS,CIS
2025,연간,계속영업이익(손실),9363716654,-151979459619,CFS,CIS
2024,연간,자산총계,1645982722639,1716012521782,CFS,BS
2024,연간,자본총계,1049873729353,1236766084088,CFS,BS
2024,연간,자본과부채총계,1645982722639,1716012521782,CFS,BS
2024,연간,부채총계,596108993286,479246437694,CFS,BS
2024,연간,영업이익(손실),6128463563,-33190425674,CFS,CIS
2024,연간,당기순이익(손실),-151979459619,42091849090,CFS,CIS
2024,연간,계속영업이익(손실),-151979459619,20238389555,CFS,CIS
2024,연간,중단영업이익(손실),0,21853459535,CFS,CIS
2023,연간,자산총계,1716012521782,1898846087483,CFS,BS
2023,연간,자본총계,1236766084088,1322833809169,CFS,BS
2023,연간,자본과부채총계,1716012521782,1898846087483,CFS,BS
2023,연간,부채총계,479246437694,576012278314,CFS,BS
2023,연간,영업이익(손실),-33190425674,-15118046908,CFS,CIS
2023,연간,당기순이익(손실),42091849090,-9324717900,CFS,CIS
2023,연간,계속영업이익(손실),20238389555,-7540979541,CFS,CIS
2023,연간,세후중단영업이익,21853459535,-1783738359,CFS,CIS
2022,연간,자산총계,1908358361933,1858805187817,CFS,BS
2022,연간,부채총계,576012278314,445864299550,CFS,BS
2022,연간,자본총계,1332346083619,1412940888267,CFS,BS
2022,연간,자본과부채총계,1908358361933,1858805187817,CFS,BS
2022,연간,수익(매출액),717136791933,558680670101,CFS,CIS
2022,연간,매출총이익,394004527409,398738637820,CFS,CIS
2022,연간,영업이익(손실),-16709096685,52622753512,CFS,CIS
2022,연간,당기순이익(손실),-9324717900,121537267341,CFS,CIS
2025,3분기,자산총계,1626659662952,1645982722639,CFS,BS
2025,3분기,자본총계,1059071192384,1049873729353,CFS,BS
2025,3분기,자본과부채총계,1626659662952,1645982722639,CFS,BS
2025,3분기,부채총계,567588470568,596108993286,CFS,BS
2025,3분기,영업이익(손실),-19607053921,0,CFS,CIS
2025,3분기,당기순이익(손실),-14141449761,0,CFS,CIS
2024,3분기,자산총계,1743725006108,1716012521782,CFS,BS
2024,3분기,자본총계,1219591226098,1236766084088,CFS,BS
2024,3분기,자본과부채총계,1743725006108,1716012521782,CFS,BS
2024,3분기,부채총계,524133780010,479246437694,CFS,BS
2024,3분기,영업이익(손실),1435779876,0,CFS,CIS
2024,3분기,당기순이익(손실),970227243,0,CFS,CIS
2024,3분기,계속영업이익(손실),970227243,0,CFS,CIS
2023,3분기,자산총계,1925974911960,1908358361933,CFS,BS
2023,3분기,자본총계,1336409231683,1332346083619,CFS,BS
2023,3분기,자본과부채총계,1925974911960,1908358361933,CFS,BS
2023,3분기,부채총계,589565680277,576012278314,CFS,BS
2023,3분기,영업이익(손실),-1607948387,0,CFS,CIS
2023,3분기,당기순이익(손실),11124467429,0,CFS,CIS
2022,3분기,자산총계,1864014501103,1858805187817,CFS,BS
2022,3분기,부채총계,512630874385,445864299550,CFS,BS
2022,3분기,자본총계,1351383626718,1412940888267,CFS,BS
2022,3분기,자본과부채총계,1864014501103,1858805187817,CFS,BS
2022,3분기,수익(매출액),186207873045,0,CFS,CIS
2022,3분기,매출총이익,104444408683,0,CFS,CIS
2022,3분기,영업이익(손실),1591589142,0,CFS,CIS
2022,3분기,당기순이익(손실),21969116718,0,CFS,CIS
2025,반기,자산총계,1644657298312,1645982722639,CFS,BS
2025,반기,자본총계,1061918650284,1049873729353,CFS,BS
2025,반기,자본과부채총계,1644657298312,1645982722639,CFS,BS
2025,반기,부채총계,582738648028,596108993286,CFS,BS
2025,반기,영업이익(손실),1375090454,0,CFS,CIS
2025,반기,당기순이익(손실),2393348073,0,CFS,CIS
2024,반기,자산총계,1786141928649,1716012521782,CFS,BS
2024,반기,자본총계,1241890410246,1236766084088,CFS,BS
2024,반기,자본과부채총계,1786141928649,1716012521782,CFS,BS
2024,반기,부채총계,544251518403,479246437694,CFS,BS
2024,반기,영업이익(손실),1374279763,0,CFS,CIS
2024,반기,당기순이익(손실),504991936,0,CFS,CIS
2024,반기,계속영업이익(손실),504991936,0,CFS,CIS
2023,반기,자산총계,1941700097591,1908358361933,CFS,BS
2023,반기,부채총계,600764103906,576012278314,CFS,BS
2023,반기,자본총계,1340935993685,1332346083619,CFS,BS
2023,반기,자본과부채총계,1941700097591,1908358361933,CFS,BS
2023,반기,영업이익(손실),-5326589812,0,CFS,CIS
2023,반기,당기순이익(손실),-4321761817,0,CFS,CIS
2022,반기,자산총계,1824922659065,1858805187817,CFS,BS
2022,반기,부채총계,502435368278,445864299550,CFS,BS
2022,반기,자본총계,1322487290787,1412940888267,CFS,BS
2022,반기,자본과부채총계,1824922659065,1858805187817,CFS,BS
2022,반기,수익(매출액),193364280999,0,CFS,CIS
2022,반기,매출총이익,112092204320,0,CFS,CIS
2022,반기,영업이익(손실),3778956526,0,CFS,CIS
2022,반기,당기순이익(손실),14910074195,0,CFS,CIS
2026,1분기,자산총계,1555551713661,1615624150416,CFS,BS
2026,1분기,자본총계,1046213919877,1069099711705,CFS,BS
2026,1분기,부채및자본총계,1555551713661,1615624150416,CFS,BS
2026,1분기,부채총계,509337793784,546524438711,CFS,BS
2026,1분기,영업이익,5136396025,0,CFS,CIS
2026,1분기,당기순이익(손실),-7788007188,0,CFS,CIS
2025,1분기,자산총계,1638426464006,1645982722639,CFS,BS
2025,1분기,자본총계,1053551450695,1049873729353,CFS,BS
2025,1분기,자본과부채총계,1638426464006,1645982722639,CFS,BS
2025,1분기,부채총계,584875013311,596108993286,CFS,BS
2025,1분기,영업이익(손실),1673617444,0,CFS,CIS
2025,1분기,당기순이익(손실),2047565907,0,CFS,CIS
2024,1분기,자산총계,1717639652942,1716012521782,CFS,BS
2024,1분기,자본총계,1226348357545,1236766084088,CFS,BS
2024,1분기,자본과부채총계,1717639652942,1716012521782,CFS,BS
2024,1분기,부채총계,491291295397,479246437694,CFS,BS
2024,1분기,영업이익(손실),1159740611,0,CFS,CIS
2024,1분기,당기순이익(손실),4048179795,0,CFS,CIS
2024,1분기,계속영업이익(손실),4048179795,0,CFS,CIS
2023,1분기,자산총계,2012078942323,1908358361933,CFS,BS
2023,1분기,부채총계,615513214904,576012278314,CFS,BS
2023,1분기,자본총계,1396565727419,1332346083619,CFS,BS
2023,1분기,자본과부채총계,2012078942323,1908358361933,CFS,BS
2023,1분기,수익(매출액),192672813050,0,CFS,CIS
2023,1분기,매출총이익,102897990305,0,CFS,CIS
2023,1분기,영업이익(손실),-14795919466,0,CFS,CIS
2023,1분기,당기순이익(손실),40617262827,0,CFS,CIS
2022,1분기,자산총계,1794328980781,1858805187817,CFS,BS
2022,1분기,부채총계,452064173346,445864299550,CFS,BS
2022,1분기,자본총계,1342264807435,1412940888267,CFS,BS
2022,1분기,자본과부채총계,1794328980781,1858805187817,CFS,BS
2022,1분기,수익(매출액),133302473581,0,CFS,CIS
2022,1분기,매출총이익,76956468966,0,CFS,CIS
2022,1분기,영업이익(손실),-2657970866,0,CFS,CIS
2022,1분기,당기순이익(손실),-4353026814,0,CFS,CIS
