date,close,volume,inst_net_buy,foreign_net_buy,foreign_net_buy_norm,inst_net_buy_norm,foreign_ratio_feat,short_proxy_score,source
2016-08-05,10075,145287,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2016-08-08,10050,128879,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2016-08-09,10239,163263,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2016-08-10,10537,156081,0,0,0.0,0.0,,0.0,ohlcv_proxy
2016-08-11,10517,141430,0,0,0.0,0.0,,0.0,ohlcv_proxy
2016-08-12,10537,120318,0,0,0.0,0.0,,0.0,ohlcv_proxy
2016-08-16,10497,147356,0,0,0.0,0.0,,0.0,ohlcv_proxy
2016-08-17,10354,139421,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2016-08-18,10244,159680,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2016-08-19,10244,163534,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2016-08-22,10125,186164,0,0,-0.0,0.0,-0.004929,0.0,ohlcv_proxy
2016-08-23,10244,146106,0,0,-0.0,0.0,-0.00819,0.0,ohlcv_proxy
2016-08-24,10190,173136,0,0,-0.0,0.0,-0.008956,0.0,ohlcv_proxy
2016-08-25,10045,159710,0,0,-0.0,0.0,-0.010816,0.0,ohlcv_proxy
2016-08-26,10070,210724,0,0,-0.0,0.0,-0.012295,0.0,ohlcv_proxy
2016-08-29,9833,199233,0,0,-0.0,0.0,-0.015186,0.0,ohlcv_proxy
2016-08-30,9877,180626,0,0,-0.0,0.0,-0.019489,0.0,ohlcv_proxy
2016-08-31,9709,192341,0,0,-0.0,0.0,-0.025681,0.0,ohlcv_proxy
2016-09-01,9794,195856,0,0,-0.0,0.0,-0.02814,0.0,ohlcv_proxy
2016-09-02,9922,188237,0,0,-0.0,0.0,-0.029961,0.0,ohlcv_proxy
2016-09-05,9972,230508,0,0,-0.0,0.0,-0.025929,0.0,ohlcv_proxy
2016-09-06,9927,229938,0,0,-0.0,0.0,-0.023765,0.0,ohlcv_proxy
2016-09-07,9863,203511,0,0,-0.0,0.0,-0.019013,0.0,ohlcv_proxy
2016-09-08,9942,173427,0,0,-0.0,0.0,-0.013671,0.0,ohlcv_proxy
2016-09-09,9922,199025,0,0,-0.0,0.0,-0.011155,0.0,ohlcv_proxy
2016-09-12,9714,1736,0,0,-0.0,0.0,-0.010792,0.0,ohlcv_proxy
2016-09-13,9739,1111,0,0,-0.0,0.0,-0.009313,0.0,ohlcv_proxy
2016-09-19,9729,2301,0,0,-0.0,0.0,-0.005531,0.0,ohlcv_proxy
2016-09-20,9972,1771,0,0,0.0,0.0,-0.005268,0.0,ohlcv_proxy
2016-09-21,10007,7128,0,0,0.0,0.0,-0.005522,0.0,ohlcv_proxy
2016-09-22,10090,1825,0,0,0.0,0.0,0.00041,0.0,ohlcv_proxy
2016-09-23,10259,10470,0,0,0.0,0.0,0.017005,0.0,ohlcv_proxy
2016-09-26,10254,5294,0,0,0.0,0.0,0.025288,0.0,ohlcv_proxy
2016-09-27,10324,13894,0,0,0.0,0.0,0.032875,0.0,ohlcv_proxy
2016-09-28,10344,581,0,0,0.0,0.0,0.039846,0.0,ohlcv_proxy
2016-09-29,10359,1631,0,0,0.0,0.0,0.040725,0.0,ohlcv_proxy
2016-09-30,9848,14406,0,0,-0.0,0.0,0.023514,0.0,ohlcv_proxy
2016-10-04,9734,5259,0,0,-0.0,0.0,0.013413,0.0,ohlcv_proxy
2016-10-05,9560,14797,0,0,-0.0,0.0,-0.018382,0.0,ohlcv_proxy
2016-10-06,9456,5285,0,0,-1e-06,0.0,-0.022848,0.0,ohlcv_proxy
2016-10-07,9079,12886,0,0,-1e-06,0.0,-0.037965,0.0,ohlcv_proxy
2016-10-10,9159,3036,0,0,-1e-06,0.0,-0.050921,0.0,ohlcv_proxy
2016-10-11,9248,12118,0,0,-1e-06,0.0,-0.057986,0.0,ohlcv_proxy
2016-10-12,9258,4424,0,0,-0.0,0.0,-0.064812,0.0,ohlcv_proxy
2016-10-13,9054,3633,0,0,-1e-06,0.0,-0.057007,0.0,ohlcv_proxy
2016-10-14,8945,2766,0,0,-1e-06,0.0,-0.053487,0.0,ohlcv_proxy
2016-10-17,8793,8367,0,0,-1e-06,0.0,-0.058327,0.0,ohlcv_proxy
2016-10-18,8803,2281,0,0,-1e-06,0.0,-0.069737,0.0,ohlcv_proxy
2016-10-19,8896,1567,0,0,-1e-06,0.0,-0.076477,0.0,ohlcv_proxy
2016-10-20,8718,7346,0,0,-1e-06,0.0,-0.078082,0.0,ohlcv_proxy
2016-10-21,8713,5279,0,0,-1e-06,0.0,-0.077827,0.0,ohlcv_proxy
2016-10-24,8569,8029,0,0,-1e-06,0.0,-0.074292,0.0,ohlcv_proxy
2016-10-25,8380,9808,0,0,-1e-06,0.0,-0.074827,0.0,ohlcv_proxy
2016-10-26,8395,3416,0,0,-1e-06,0.0,-0.064513,0.0,ohlcv_proxy
2016-10-27,8673,6310,0,0,-0.0,0.0,-0.063211,0.0,ohlcv_proxy
2016-10-28,8281,5592,0,0,-1e-06,0.0,-0.066007,0.0,ohlcv_proxy
2016-10-31,7944,14528,0,0,-1e-06,-0.1,-0.068699,0.1,ohlcv_proxy
2016-11-01,8024,14981,0,0,-1e-06,0.0,-0.068173,0.1,ohlcv_proxy
2016-11-02,7746,4330,0,0,-1e-06,0.0,-0.061718,0.1,ohlcv_proxy
2016-11-03,7894,1421,0,0,-1e-06,0.0,-0.068467,0.1,ohlcv_proxy
2016-11-04,7869,5392,0,0,-1e-06,0.0,-0.066065,0.1,ohlcv_proxy
2016-11-07,7989,4113,0,0,-1e-06,0.0,-0.061875,0.1,ohlcv_proxy
2016-11-08,8063,1633,0,0,-1e-06,0.0,-0.059004,0.1,ohlcv_proxy
2016-11-09,7732,9134,0,0,-1e-06,-0.1,-0.054214,0.1,ohlcv_proxy
2016-11-10,8366,10934,0,0,0.0,0.0,-0.030831,0.1,ohlcv_proxy
2016-11-11,8366,11530,0,0,0.0,0.0,-0.014708,0.1,ohlcv_proxy
2016-11-14,8311,4821,0,0,-0.0,0.1,-0.006394,0.0,ohlcv_proxy
2016-11-15,8173,2436,0,0,-0.0,0.0,-0.004567,0.0,ohlcv_proxy
2016-11-16,8321,1858,0,0,0.0,0.0,0.013491,0.0,ohlcv_proxy
2016-11-17,8233,730,0,0,-0.0,0.0,0.01494,0.0,ohlcv_proxy
2016-11-18,8029,1889,0,0,-0.0,0.0,0.007057,0.0,ohlcv_proxy
2016-11-21,7874,1386,0,0,-1e-06,0.0,-0.00203,0.0,ohlcv_proxy
2016-11-22,7840,1727,0,0,-1e-06,0.0,-0.008656,0.0,ohlcv_proxy
2016-11-23,7638,6475,0,0,-1e-06,0.1,-0.036267,0.0,ohlcv_proxy
2016-11-24,7573,5288,0,0,-1e-06,0.0,-0.040185,0.0,ohlcv_proxy
2016-11-25,7648,10494,0,0,-1e-06,0.1,-0.040403,0.0,ohlcv_proxy
2016-11-28,7558,968,0,0,-1e-06,0.1,-0.042495,0.0,ohlcv_proxy
2016-11-29,7603,4761,0,0,-1e-06,0.1,-0.041571,0.0,ohlcv_proxy
2016-11-30,7593,1954,0,0,-1e-06,0.1,-0.042716,0.0,ohlcv_proxy
2016-12-01,7558,1220,0,0,-1e-06,0.1,-0.041222,0.0,ohlcv_proxy
2016-12-02,7439,1996,0,0,-1e-06,0.1,-0.047836,0.0,ohlcv_proxy
2016-12-05,7236,2955,0,0,-1e-06,0.1,-0.053989,0.0,ohlcv_proxy
2016-12-06,7329,7814,0,0,-1e-06,0.2,-0.061846,0.0,ohlcv_proxy
2016-12-07,7172,7306,0,0,-1e-06,0.1,-0.068105,0.0,ohlcv_proxy
2016-12-08,7226,1072,0,0,-1e-06,0.1,-0.060382,0.0,ohlcv_proxy
2016-12-09,7379,2909,0,0,-0.0,0.0,-0.045831,0.0,ohlcv_proxy
2016-12-12,7573,5216,0,0,-0.0,0.0,-0.030246,0.0,ohlcv_proxy
2016-12-13,7815,3146,0,0,0.0,0.0,-0.018486,0.0,ohlcv_proxy
2016-12-14,7820,2138,0,0,0.0,0.0,0.007256,0.0,ohlcv_proxy
2016-12-15,7894,1064,0,0,0.0,0.0,0.014038,0.0,ohlcv_proxy
2016-12-16,7855,1421,0,0,0.0,0.0,0.025921,0.0,ohlcv_proxy
2016-12-19,7820,2105,0,0,0.0,0.0,0.039203,0.0,ohlcv_proxy
2016-12-20,7781,5226,0,0,0.0,-0.1,0.035477,0.0,ohlcv_proxy
2016-12-21,7781,765,0,0,0.0,0.0,0.035813,0.0,ohlcv_proxy
2016-12-22,7722,583,0,0,0.0,0.0,0.03411,0.0,ohlcv_proxy
2016-12-23,7835,475,0,0,0.0,0.0,0.035668,0.0,ohlcv_proxy
2016-12-26,7904,640,0,0,0.0,0.0,0.035286,0.0,ohlcv_proxy
2016-12-27,7904,511,0,0,0.0,0.0,0.040504,0.0,ohlcv_proxy
2016-12-28,8366,24934,0,0,1e-06,0.1,0.066297,0.0,ohlcv_proxy
2016-12-29,8183,6649,0,0,1e-06,0.0,0.059219,0.0,ohlcv_proxy
2017-01-02,8098,1897,0,0,0.0,0.0,0.056387,0.0,ohlcv_proxy
2017-01-03,8123,959,0,0,0.0,0.0,0.053042,0.0,ohlcv_proxy
2017-01-04,8243,1694,0,0,1e-06,0.0,0.044129,0.0,ohlcv_proxy
2017-01-05,8380,51664,0,0,1e-06,0.1,0.017999,0.0,ohlcv_proxy
2017-01-06,8296,3762,0,0,0.0,0.1,0.018308,0.0,ohlcv_proxy
2017-01-09,8143,4670,0,0,0.0,0.1,0.015135,0.0,ohlcv_proxy
2017-01-10,8029,2447,0,0,0.0,0.1,0.010985,0.0,ohlcv_proxy
2017-01-11,8004,1916,0,0,-0.0,0.1,0.009133,0.0,ohlcv_proxy
2017-01-12,7830,44485,0,0,-0.0,-0.1,-0.029826,0.1,ohlcv_proxy
2017-01-13,7929,11027,0,0,-0.0,0.0,-0.03057,0.1,ohlcv_proxy
2017-01-16,7874,1493,0,0,-0.0,0.0,-0.033041,0.1,ohlcv_proxy
2017-01-17,7806,11322,0,0,-0.0,0.0,-0.032839,0.1,ohlcv_proxy
2017-01-18,7771,4267,0,0,-0.0,0.0,-0.034089,0.1,ohlcv_proxy
2017-01-19,7732,3145,0,0,-0.0,-0.1,-0.033247,0.1,ohlcv_proxy
2017-01-20,7697,3375,0,0,-0.0,-0.1,-0.040117,0.1,ohlcv_proxy
2017-01-23,7553,19449,0,0,-1e-06,-0.2,-0.047354,0.1,ohlcv_proxy
2017-01-24,7468,4346,0,0,-1e-06,-0.2,-0.054646,0.1,ohlcv_proxy
2017-01-25,7364,4005,0,0,-1e-06,-0.2,-0.059231,0.1,ohlcv_proxy
2017-01-26,7409,14576,0,0,-1e-06,-0.1,-0.055988,0.0,ohlcv_proxy
2017-01-31,7409,2946,0,0,-1e-06,-0.1,-0.05663,0.0,ohlcv_proxy
2017-02-01,7623,4373,0,0,-0.0,-0.1,-0.059426,0.0,ohlcv_proxy
2017-02-02,7543,21058,0,0,-0.0,-0.2,-0.049586,0.0,ohlcv_proxy
2017-02-03,7473,2345,0,0,-0.0,-0.2,-0.047431,0.0,ohlcv_proxy
2017-02-06,7548,3038,0,0,-0.0,-0.2,-0.021824,0.0,ohlcv_proxy
2017-02-07,7603,7188,0,0,-0.0,-0.2,-0.016719,0.0,ohlcv_proxy
2017-02-08,7543,3070,0,0,-0.0,-0.1,-0.015946,0.0,ohlcv_proxy
2017-02-09,7508,1832,0,0,-0.0,-0.1,-0.01443,0.0,ohlcv_proxy
2017-02-10,7488,3087,0,0,-0.0,-0.1,-0.013633,0.0,ohlcv_proxy
