date,news_sentiment_mean,news_sentiment_std,news_count,volume_ratio,source,news_positive_total,news_negative_total,news_pos_ratio,news_intensity
2016-08-23,0.4069,0.0803,0,0.4742,price_proxy,,,,
2016-08-24,0.435,0.0792,0,0.3515,price_proxy,,,,
2016-08-25,0.4769,0.075,0,0.5174,price_proxy,,,,
2016-08-26,0.5236,0.0754,0,0.5923,price_proxy,,,,
2016-08-29,0.5412,0.0621,0,0.7221,price_proxy,,,,
2016-08-30,0.4832,0.0599,0,0.6108,price_proxy,,,,
2016-08-31,0.4394,0.0633,0,1.2496,price_proxy,,,,
2016-09-01,0.4161,0.0627,0,1.8691,price_proxy,,,,
2016-09-02,0.4068,0.0629,0,0.8744,price_proxy,,,,
2016-09-05,0.4259,0.0629,0,0.7728,price_proxy,,,,
2016-09-06,0.4422,0.0605,0,1.0196,price_proxy,,,,
2016-09-07,0.448,0.0617,0,1.2003,price_proxy,,,,
2016-09-08,0.4789,0.0551,0,1.7702,price_proxy,,,,
2016-09-09,0.4477,0.0552,0,0.7346,price_proxy,,,,
2016-09-12,0.4545,0.0526,0,0.6722,price_proxy,,,,
2016-09-13,0.4091,0.0555,0,1.1332,price_proxy,,,,
2016-09-19,0.4288,0.0551,0,1.5309,price_proxy,,,,
2016-09-20,0.4824,0.0671,0,2.3033,price_proxy,,,,
2016-09-21,0.5537,0.0716,0,1.0348,price_proxy,,,,
2016-09-22,0.5501,0.0685,0,0.5662,price_proxy,,,,
2016-09-23,0.6428,0.0686,0,0.7301,price_proxy,,,,
2016-09-26,0.6661,0.0687,0,0.7301,price_proxy,,,,
2016-09-27,0.6142,0.0694,0,0.6155,price_proxy,,,,
2016-09-28,0.5454,0.0694,0,0.3504,price_proxy,,,,
2016-09-29,0.507,0.0711,0,0.7224,price_proxy,,,,
2016-09-30,0.3975,0.0792,0,2.0552,price_proxy,,,,
2016-10-04,0.425,0.0795,0,0.8812,price_proxy,,,,
2016-10-05,0.3818,0.0802,0,0.8966,price_proxy,,,,
2016-10-06,0.3566,0.0833,0,1.3971,price_proxy,,,,
2016-10-07,0.3295,0.0894,0,1.7371,price_proxy,,,,
