year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,5935188193,17089604759,88602270090,108452042397,5935188193,88602270090,-0.183,-0.6527,0.0,-0.5662,-1.0
2021,Q4,10099118837,5935188193,101594443691,88602270090,10099118837,101594443691,0.1466,0.7016,0.0,0.5839,1.0
2022,Q4,1505787596,10099118837,109995418981,101594443691,1505787596,109995418981,0.0827,-0.8509,0.0,-0.6299,-1.0
2023,Q4,2211359603,1505787596,134909837622,109995418981,2211359603,134909837622,0.2265,0.4686,0.0,0.4838,1.0
2024,Q1,118589170.0,0,34093771031.0,0.0,118589170.0,34093771031.0,0,118589170.0,0.0,0.0,0.0
2024,Q2,-3057012579.0,0,31592938521.0,0.0,-3057012579.0,31592938521.0,0,-3057012579.0,0.0,0.0,0.0
2024,Q3,430155408.0,0,36839656251.0,0.0,430155408.0,36839656251.0,0,430155408.0,0.0,0.0,0.0
2024,Q4,230474890,2211359603,138943698757,134909837622,230474890,138943698757,0.0299,-0.8958,0.0,-0.6418,-1.0
2025,Q1,-394461621.0,0,36150425038.0,0.0,-394461621.0,36150425038.0,0,-394461621.0,0.0,0.0,0.0
2025,Q2,1145818081.0,0,40681535264.0,0.0,1145818081.0,40681535264.0,0,1145818081.0,0.0,0.0,0.0
2025,Q3,348875709.0,0,40803569354.0,0.0,348875709.0,40803569354.0,0,348875709.0,0.0,0.0,0.0
2025,Q4,-915814382,230474890,155184524107,138943698757,-915814382,155184524107,0.1169,-4.9736,0.0,-0.9087,-1.0
