current_assets,prev_current_assets,cash,short_term_investments,accounts_receivable,prev_accounts_receivable,inventory,ppe_net,prev_ppe_net,total_assets,current_liabilities,prev_current_liabilities,short_term_debt,long_term_debt,total_liabilities,retained_earnings,total_equity,revenue,prev_revenue,cost_of_goods_sold,prev_cogs,gross_profit,prev_gross_profit,sga_expense,prev_sga,operating_income,prev_operating_income,income_tax,net_income,cash_from_operations,capex,roe,debt_ratio,opm,year
,,2698530047186,1058872464092,,,,,,44458515389663,,,,,23352804702692,5229977558800,21105710686971,28102683822618.0,13344675370414.0,,,,,,,139524591271.0,37138349416.0,,20841926913,1355395243267,-812089431935,,,,2016
,,2993152157548,100721485460,,,,,,49048902937410,,,,,23897652811024,5755405107850,25151250126386,29279045517862.0,28102683822618.0,,,,,,,,,,481104477540,1312436320457,279938212242,,,,2017
,,2903538397054,638374234106,,,,,,42406651757716,,,,,19857716709970,6949464720073,22548935047746,31155636886660.0,29279045517862.0,,,,,,,,,,1748243543408,1678376806438,167791949785,,,,2018
,,2704409055099,451729284919,,,,,,45905516600415,,,,,19213420293061,7600993638011,26692096307354,30761501059039.0,31155636886660.0,,,,,,,,,,1047890680687,770849628968,607140416362,,,,2019
,,2402466493357,442082646951,,,,,,54331740265746,,,,,21386258023034,8327121582050,32945482242712,30216118916989.0,30761501059039.0,,,,,,,,,,1160650819953,1267896575704,-848355158895,,,,2020
,,2254546929858,612725862808,,,,,,55245423114466,,,,,22093183631512,9548129127545,33152239482954,34455181882704.0,30216118916989.0,,,,,,,,,,1829084039967,1195731728299,-804422500395,,,,2021
,,4200424490443,2504315761567,,,,,,58981492466950,,,,,27017371086433,10846578870901,31964121380517,43161653399535.0,34455181882704.0,,,,,,,,,,2544956968509,2618286420045,-3195678302912,,,,2022
,,3119516302897,2058270892918,,,,,,66127029212679,,,,,26229919730957,12661663940645,39897109481722,,,,,,,,,,,,2719106116709,2798653381137,-2105421759791,,,,2023
,,3622371844804,1397670916612,,,,,,61990426835548,,,,,24731886937019,14014379035601,37258539898529,,,,,,,,,,,,2772012091811,3306879187574,-1759468808360,,,,2024
,,3458217651048,1997878073196,,,,,,86532745699428,,,,,29035796293982,15509909275641,57496949405446,40742240967149.0,42103238027336.0,,,,,,,3292747495925.0,2983396694918.0,,3906652564846,3023741373868,-1839846947378,,,,2025
