year,quarter,operating_income,prev_operating_income,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2025,Q1,1488926000000.0,0.0,1488926000000.0,,,,,0.0,0.0
2025,Q2,1493322000000.0,0.0,4396000000.0,,,,-0.997047536277827,-0.7071067811865476,-1.0
2025,Q3,1478246000000.0,0.0,-15076000000.0,,,,-4.429481346678799,-0.5885980934154892,-2.0
2025,Q4,5350898000000.0,4855182000000.0,3872652000000.0,,,,-257.8752984876625,1.3845275056626967,-1.0
2026,Q1,1653600000000.0,0.0,1653600000000.0,,,0.11059918357258856,-0.5730057851828669,0.14951907694919186,1.0
