year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,14562145227,24118534890,2275082680581,1542384997188,14562145227,2275082680581,0.475,-0.3962,0.0,-0.4421,-1.0
2021,Q4,31538468377,14562145227,3280884490810,2275082680581,31538468377,3280884490810,0.4421,1.1658,0.0,0.6998,1.0
2022,Q4,30445407072,31538468377,2621054378127,3280884490810,30445407072,2621054378127,-0.2011,-0.0347,0.0,-0.0648,-1.0
2023,Q4,30518767988,30445407072,2815145201364,2621054378127,30518767988,2815145201364,0.0741,0.0024,0.0,0.0048,1.0
2024,Q1,3879656704.0,0,910711652320.0,0.0,3879656704.0,910711652320.0,0,3879656704.0,0.0,0.0,0.0
2024,Q2,16063524056.0,0,1259803544070.0,0.0,16063524056.0,1259803544070.0,0,16063524056.0,0.0,0.0,0.0
2024,Q3,10560872242.0,0,1284886900500.0,0.0,10560872242.0,1284886900500.0,0,10560872242.0,0.0,0.0,0.0
2024,Q4,58564721273,30518767988,4470934283,2815145201364,58564721273,4470934283,-0.9984,0.919,0.0,0.6476,1.0
2025,Q1,33837417633.0,0,1636570361301.0,0.0,33837417633.0,1636570361301.0,0,33837417633.0,0.0,0.0,0.0
2025,Q2,21567081546.0,0,1266741725652.0,0.0,21567081546.0,1266741725652.0,0,21567081546.0,0.0,0.0,0.0
2025,Q3,64466896331.0,0,1727252178995.0,0.0,64466896331.0,1727252178995.0,0,64466896331.0,0.0,0.0,0.0
2025,Q4,279925759631,58564721273,3308482461,4470934283,279925759631,3308482461,-0.26,3.7798,0.0,0.8832,1.0
