year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum,pead_updated_at
2023,Q4,169121164894,0,4134440836729,0,169121164894,4134440836729,0.0,0,0.0,0.0,0.0,
2024,Q1,54373894715.0,0,0,0.0,54373894715.0,0,0,54373894715.0,0.0,0.0,0.0,
2024,Q2,22121389265.0,0,0,0.0,22121389265.0,0,0,22121389265.0,0.0,0.0,0.0,
2024,Q3,6889368991.0,0,0,0.0,6889368991.0,0,0,6889368991.0,0.0,0.0,0.0,
2024,Q4,122130494168,169121164894,85362829397,4134440836729,122130494168,85362829397,-0.9794,-0.2779,0.0,-0.3572,-1.0,
2025,Q1,39353569502.0,0,0,0.0,39353569502.0,0,0,39353569502.0,0.0,0.0,0.0,
2025,Q2,65038991669.0,0,0,0.0,65038991669.0,0,0,65038991669.0,0.0,0.0,0.0,
2025,Q3,61774487859.0,0,0,0.0,61774487859.0,0,0,61774487859.0,0.0,0.0,0.0,
2025,Q4,194511640633.0,122130494168.0,0,85362829397.0,194511640633.0,0,0.5927,0.5927,0.0,0.5424,1.0,2026-04-21T17:39:24.216431
