날짜,시가,고가,저가,종가,거래량,Open,High,Low,Close,Volume
2026-02-27,35700.0,35850.0,34800.0,35500.0,1954697.0,,,,,
2026-03-03,35000.0,35000.0,33150.0,33300.0,1631800.0,,,,,
2026-03-04,30900.0,32100.0,28550.0,28800.0,1927329.0,,,,,
2026-03-05,31750.0,33000.0,31500.0,32050.0,1355564.0,,,,,
2026-03-06,31400.0,32650.0,30900.0,32200.0,953775.0,,,,,
2026-03-09,29550.0,30650.0,29100.0,30550.0,914249.0,,,,,
2026-03-10,32100.0,32100.0,30750.0,31400.0,872581.0,,,,,
2026-03-11,32500.0,34100.0,32500.0,33300.0,1398587.0,,,,,
2026-03-12,33200.0,33200.0,32100.0,32550.0,1315355.0,,,,,
2026-03-13,31250.0,32350.0,31000.0,31700.0,1038286.0,,,,,
2026-03-16,31850.0,33000.0,31550.0,31750.0,1079730.0,,,,,
2026-03-17,32700.0,33050.0,32200.0,32400.0,549879.0,,,,,
2026-03-18,33050.0,34250.0,33050.0,34200.0,976125.0,,,,,
2026-03-19,33150.0,33750.0,32900.0,33400.0,673415.0,,,,,
2026-03-20,33800.0,35800.0,33800.0,35600.0,1466630.0,,,,,
2026-03-23,34050.0,34200.0,32650.0,32700.0,1125405.0,,,,,
2026-03-24,34100.0,34150.0,32450.0,32950.0,832878.0,,,,,
2026-03-25,33950.0,35150.0,33850.0,34300.0,977000.0,,,,,
2026-03-26,34450.0,34500.0,33150.0,33250.0,752020.0,,,,,
2026-03-27,32350.0,35150.0,32150.0,34250.0,1078231.0,,,,,
2026-03-30,31700.0,32100.0,30500.0,30950.0,1647274.0,,,,,
2026-03-31,30300.0,30850.0,29500.0,29600.0,1540647.0,,,,,
2026-04-01,31050.0,32100.0,30800.0,31850.0,898244.0,,,,,
2026-04-02,31950.0,32400.0,29300.0,29750.0,1192519.0,,,,,
2026-04-03,30500.0,30750.0,29700.0,29950.0,535635.0,,,,,
2026-04-06,29950.0,31100.0,29800.0,30450.0,833235.0,,,,,
2026-04-07,30900.0,31600.0,30200.0,30550.0,741570.0,,,,,
2026-04-08,,,,,,32600.0,34350.0,32400.0,33850.0,1327868.0
2026-04-09,,,,,,33350.0,34450.0,33150.0,33500.0,1080617.0
2026-04-10,,,,,,34100.0,35000.0,33850.0,34050.0,801798.0
2026-04-13,,,,,,33400.0,34100.0,33200.0,33850.0,628538.0
2026-04-14,,,,,,34800.0,35750.0,34700.0,35200.0,874254.0
2026-04-15,,,,,,35200.0,35200.0,35200.0,35200.0,0.0
