날짜,시가,고가,저가,종가,거래량,Open,High,Low,Close,Volume
2016-04-18,26862.0,27277.0,26264.0,26264.0,106880.0,,,,,
2016-04-19,26446.0,26815.0,26216.0,26724.0,92160.0,,,,,
2016-04-20,26863.0,26907.0,25986.0,26771.0,123752.0,,,,,
2016-04-21,27828.0,27966.0,25755.0,26493.0,371921.0,,,,,
2016-04-22,26354.0,26491.0,25801.0,25802.0,126651.0,,,,,
2016-04-25,25802.0,26079.0,25387.0,25941.0,95680.0,,,,,
2016-04-26,26031.0,26123.0,25524.0,25618.0,86892.0,,,,,
2016-04-27,25616.0,25801.0,24281.0,24605.0,113236.0,,,,,
2016-04-28,24466.0,25342.0,23591.0,23914.0,197899.0,,,,,
2016-04-29,23958.0,24236.0,23037.0,24052.0,82188.0,,,,,
2016-05-02,24052.0,24282.0,23038.0,23131.0,78238.0,,,,,
2016-05-03,23038.0,23821.0,23015.0,23223.0,138411.0,,,,,
2016-05-04,23406.0,23406.0,22715.0,22785.0,87895.0,,,,,
2016-05-09,22737.0,22737.0,21953.0,22347.0,143912.0,,,,,
2016-05-10,22346.0,23359.0,22346.0,22785.0,106870.0,,,,,
2016-05-11,22967.0,23014.0,22415.0,22554.0,88382.0,,,,,
2016-05-12,22553.0,22760.0,22161.0,22692.0,69758.0,,,,,
2016-05-13,22577.0,23729.0,22531.0,23499.0,109243.0,,,,,
2016-05-16,23589.0,23728.0,23129.0,23360.0,56625.0,,,,,
2016-05-17,23497.0,23589.0,22898.0,23084.0,79375.0,,,,,
2016-05-18,23083.0,23129.0,22599.0,23084.0,107382.0,,,,,
2016-05-19,23313.0,23313.0,21677.0,22577.0,83622.0,,,,,
2016-05-20,22345.0,23728.0,22299.0,23683.0,109978.0,,,,,
2016-05-23,23774.0,24465.0,23405.0,24282.0,108065.0,,,,,
2016-05-24,24096.0,24280.0,23359.0,23360.0,74953.0,,,,,
2016-05-25,23727.0,23727.0,22944.0,22945.0,75689.0,,,,,
2016-05-26,22944.0,23129.0,22575.0,22945.0,42987.0,,,,,
2016-05-27,22716.0,23015.0,22324.0,22716.0,125763.0,,,,,
2016-05-30,22990.0,22990.0,22345.0,22646.0,75378.0,,,,,
2016-05-31,22645.0,23128.0,22345.0,22969.0,167670.0,,,,,
2016-06-01,23014.0,23267.0,22830.0,23038.0,46407.0,,,,,
2016-06-02,23267.0,24235.0,22783.0,24190.0,152859.0,,,,,
2016-06-03,23958.0,24096.0,23450.0,23959.0,92865.0,,,,,
2016-06-07,23819.0,24187.0,23497.0,23959.0,83352.0,,,,,
2016-06-08,23636.0,24879.0,23497.0,24466.0,154373.0,,,,,
2016-06-09,24835.0,25986.0,24328.0,25434.0,276598.0,,,,,
2016-06-10,25387.0,25617.0,24743.0,25342.0,162612.0,,,,,
2016-06-13,25064.0,26215.0,24787.0,25618.0,265801.0,,,,,
2016-06-14,25572.0,26032.0,25157.0,25480.0,119004.0,,,,,
2016-06-15,25479.0,25664.0,24559.0,24559.0,132629.0,,,,,
2016-06-16,24695.0,24925.0,22875.0,22945.0,221124.0,,,,,
2016-06-17,23083.0,23728.0,22807.0,23038.0,162632.0,,,,,
2016-06-20,23959.0,24052.0,23268.0,23315.0,103832.0,,,,,
2016-06-21,23636.0,24004.0,22990.0,23268.0,118938.0,,,,,
2016-06-22,23405.0,23681.0,23129.0,23268.0,68324.0,,,,,
2016-06-23,23221.0,23221.0,22506.0,22945.0,78692.0,,,,,
2016-06-24,23267.0,23359.0,20134.0,21886.0,367437.0,,,,,
2016-06-27,21193.0,22092.0,20802.0,22024.0,113385.0,,,,,
2016-06-28,21654.0,22184.0,21562.0,22024.0,117353.0,,,,,
2016-06-29,22208.0,22553.0,22046.0,22393.0,92761.0,,,,,
2016-06-30,22416.0,23637.0,22416.0,22923.0,175251.0,,,,,
2016-07-01,22969.0,23407.0,22831.0,23223.0,70914.0,,,,,
2016-07-04,23406.0,24189.0,23129.0,24190.0,189452.0,,,,,
2016-07-05,24189.0,24235.0,23590.0,24144.0,125814.0,,,,,
2016-07-06,23913.0,24097.0,23175.0,23545.0,98142.0,,,,,
2016-07-07,23729.0,24328.0,23498.0,24236.0,119737.0,,,,,
2016-07-08,24236.0,25203.0,24144.0,24513.0,202358.0,,,,,
2016-07-11,24880.0,25157.0,24189.0,24420.0,128657.0,,,,,
2016-07-12,24512.0,25249.0,24236.0,24651.0,155455.0,,,,,
2016-07-13,24880.0,24972.0,24281.0,24420.0,79479.0,,,,,
2016-07-14,24418.0,24418.0,23359.0,23775.0,178587.0,,,,,
2016-07-15,23637.0,23913.0,23360.0,23499.0,87604.0,,,,,
2016-07-18,23359.0,23544.0,22784.0,23038.0,118570.0,,,,,
2016-07-19,23083.0,23637.0,22922.0,23637.0,79723.0,,,,,
2016-07-20,23360.0,23775.0,22968.0,23131.0,114744.0,,,,,
2016-07-21,23221.0,23314.0,22624.0,22624.0,131407.0,,,,,
2016-07-22,22461.0,23222.0,22392.0,23015.0,153944.0,,,,,
2016-07-25,23038.0,23821.0,22923.0,23499.0,160122.0,,,,,
2016-07-26,23589.0,23820.0,23037.0,23452.0,96650.0,,,,,
2016-07-27,23266.0,23497.0,23081.0,23360.0,66404.0,,,,,
2016-07-28,23452.0,23545.0,22785.0,23131.0,82221.0,,,,,
2016-07-29,23082.0,23359.0,22852.0,23268.0,50445.0,,,,,
2016-08-01,23267.0,23314.0,22715.0,22808.0,86640.0,,,,,
2016-08-02,22806.0,23175.0,22599.0,22646.0,66018.0,,,,,
2016-08-03,22644.0,22667.0,22000.0,22070.0,105255.0,,,,,
2016-08-04,22117.0,22669.0,22046.0,22624.0,73904.0,,,,,
2016-08-05,22669.0,22992.0,22117.0,22808.0,79819.0,,,,,
2016-08-08,22577.0,23268.0,22577.0,22900.0,46523.0,,,,,
2016-08-09,22853.0,23683.0,22853.0,23223.0,88558.0,,,,,
2016-08-10,23221.0,23773.0,23013.0,23683.0,149871.0,,,,,
