날짜,시가,고가,저가,종가,거래량,Open,High,Low,Close,Volume
2026-02-27,49900.0,53000.0,49600.0,52300.0,275028.0,,,,,
2026-03-03,53100.0,58500.0,52400.0,55700.0,767430.0,,,,,
2026-03-04,54000.0,54500.0,46000.0,46500.0,559001.0,,,,,
2026-03-05,49850.0,53400.0,47550.0,50600.0,429911.0,,,,,
2026-03-06,49550.0,53700.0,49000.0,51400.0,242092.0,,,,,
2026-03-09,48000.0,51100.0,47500.0,50500.0,250900.0,,,,,
2026-03-10,52300.0,52800.0,49750.0,49850.0,227592.0,,,,,
2026-03-11,50000.0,50400.0,47850.0,47900.0,248297.0,,,,,
2026-03-12,48350.0,49150.0,46600.0,48050.0,319497.0,,,,,
2026-03-13,47800.0,58500.0,47800.0,56100.0,1034198.0,,,,,
2026-03-16,60200.0,60200.0,56500.0,59300.0,631874.0,,,,,
2026-03-17,58700.0,58900.0,54900.0,54900.0,570779.0,,,,,
2026-03-18,56400.0,59100.0,55700.0,58400.0,317275.0,,,,,
2026-03-19,56100.0,58600.0,56000.0,57500.0,240624.0,,,,,
2026-03-20,58500.0,59000.0,55100.0,56000.0,473015.0,,,,,
2026-03-23,53000.0,54400.0,51800.0,52500.0,443511.0,,,,,
2026-03-24,53900.0,54000.0,50700.0,52400.0,298403.0,,,,,
2026-03-25,53200.0,54200.0,52000.0,53700.0,204648.0,,,,,
2026-03-26,54200.0,56000.0,53700.0,54300.0,314799.0,,,,,
2026-03-27,53300.0,54900.0,53000.0,54300.0,270080.0,,,,,
2026-03-30,51800.0,54200.0,51500.0,52100.0,197760.0,,,,,
2026-03-31,51800.0,52800.0,50000.0,50600.0,215620.0,,,,,
2026-04-01,51700.0,53800.0,51600.0,53100.0,295892.0,,,,,
2026-04-02,52900.0,53700.0,48100.0,48800.0,314129.0,,,,,
2026-04-03,49250.0,49800.0,47750.0,48950.0,215146.0,,,,,
2026-04-06,48500.0,49750.0,47250.0,47500.0,189461.0,,,,,
2026-04-07,47850.0,49450.0,47150.0,47300.0,133319.0,,,,,
2026-04-08,,,,,,49950.0,50600.0,47200.0,48700.0,336054.0
2026-04-09,,,,,,48550.0,53000.0,48400.0,52400.0,405475.0
2026-04-10,,,,,,52400.0,54200.0,51300.0,53000.0,205409.0
2026-04-13,,,,,,51700.0,56000.0,51700.0,55200.0,271136.0
2026-04-14,,,,,,56100.0,56300.0,53600.0,53800.0,186574.0
2026-04-15,,,,,,53800.0,53800.0,53800.0,53800.0,0.0
