current_assets,prev_current_assets,cash,short_term_investments,accounts_receivable,prev_accounts_receivable,inventory,ppe_net,prev_ppe_net,total_assets,current_liabilities,prev_current_liabilities,short_term_debt,long_term_debt,total_liabilities,retained_earnings,total_equity,revenue,prev_revenue,cost_of_goods_sold,prev_cogs,gross_profit,prev_gross_profit,sga_expense,prev_sga,operating_income,prev_operating_income,income_tax,net_income,cash_from_operations,interest_expense,depreciation,capex,roe,debt_ratio,opm,year
93456096936,53421966357,30430577973,26000000000,13780846616,18597128624,21328511337,76631551990,65540170457,185990770110,15406191452,35680207763,7676558554.0,0,21522470384,53708581043,164468299726,87374363277,84466767631,64298037297,62054531309,23076325980,22412236322,12039841661,11314139677,11036484319,11098096645,10963515972,10996462169,6796353279,370882774,7772213746,-44215777580,,,,2020
99177643521,93456096936,51851405699,0,22219006118,13780846616,16825277939,82016186162,76631551990,197438760724,17092412291,15406191452,4042161062.0,0,23013583392,63461050067,174425177332,98842798689,87374363277,72784526341,64298037297,26058272348,23076325980,13447388572,12039841661,12610883776,11036484319,11868085243,11499406880,12643708559,45661748,8132972049,13813256065,,,,2021
94153446461,99177643521,46479318084,0,26157434735,22219006118,18835517541,108504045241,82016186162,226750296429,30461127018,17092412291,9525146421.0,0,36358827310,79169178767,190391469119,123506695451,98842798689,89653594771,72784526341,33853100680,26058272348,17840284822,13447388572,16012815858,12610883776,16541478096,17464205801,24922484577,58249808,9428916345,-33375747763,,,,2022
118042480687,94153446461,14350000,0,33740639609,26157434735,19786858017,115977166699,108504045241,256758748753,29187220783,30461127018,33158885967.0,0,256758748753,101541981008,220798777193,150320408224,123506695451,103672662880,89653594771,46647745344,33853100680,21608342654,17840284822,25039402690,16012815858,1888020615,25854851119,25557706196,74058594,14241749,-20773895211,,,,2023
155043401195,118042480687,14350000,0,37351662475,33740639609,31457220104,125181813458,115977166699,297031688485,39676525728,29187220783,44547778542.0,0,297031688485,128486595528,246847048853,176013891367,150320408224,116520463645,103672662880,59493427722,46647745344,30014739705,21608342654,29478688017,25039402690,4182728861,30313647619,36048329089,97591693,3557912,-19205897085,,,,2024
184153312470,155043401195,80010035302,5017410958,58129754567,37351662475,32367075675,179914595811,125181813458,393041682256,51913424978,39676525728,,25978660894,88783777330,182663179884,304257904926,1005285898,367436917,159114538317,116520463645,84618714276,59493427722,34228961930,30014739705,50389752346,29478688017,-6693616698,58092807910,46882046173,573681641,291941675,-69628134216,,,,2025
