year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,1580436682,-19856234674,43470793384,4368519899,1580436682,43470793384,8.9509,1.0796,0.0,0.6835,1.0
2021,Q4,-28096765516,1580436682,3902734752,43470793384,-28096765516,3902734752,-0.9102,-18.7778,0.0,-0.9741,-1.0
2022,Q4,-28638371344,-28096765516,5062376493,3902734752,-28638371344,5062376493,0.2971,-0.0193,0.0,-0.0371,-1.0
2023,Q4,-32655289595,-28638371344,4950929999,5062376493,-32655289595,4950929999,-0.022,-0.1403,0.0,-0.2191,-1.0
2024,Q1,-7974514260.0,0,1206776993.0,0.0,-7974514260.0,1206776993.0,0,-7974514260.0,0.0,0.0,0.0
2024,Q2,-7369059333.0,0,255511020.0,0.0,-7369059333.0,255511020.0,0,-7369059333.0,0.0,0.0,0.0
2024,Q3,19645621189.0,0,-28037629491.0,0.0,19645621189.0,-28037629491.0,0,19645621189.0,0.0,0.0,0.0
2024,Q4,-2733857885,-32655289595,34007602680,4950929999,-2733857885,34007602680,5.8689,0.9163,0.0,0.647,1.0
2025,Q1,-8322577567.0,0,32214056115.0,0.0,-8322577567.0,32214056115.0,0,-8322577567.0,0.0,0.0,0.0
2025,Q2,-631853058.0,0,23194641962.0,0.0,-631853058.0,23194641962.0,0,-631853058.0,0.0,0.0,0.0
2025,Q3,-373196525.0,0,20309164880.0,0.0,-373196525.0,20309164880.0,0,-373196525.0,0.0,0.0,0.0
2025,Q4,52081332705,-2733857885,99838669222,34007602680,52081332705,99838669222,1.9358,20.0505,0.0,0.9757,1.0
