current_assets,prev_current_assets,cash,short_term_investments,inventory,ppe_net,prev_ppe_net,total_assets,current_liabilities,prev_current_liabilities,long_term_debt,total_liabilities,retained_earnings,total_equity,cost_of_goods_sold,prev_cogs,gross_profit,prev_gross_profit,sga_expense,prev_sga,operating_income,prev_operating_income,revenue,prev_revenue,income_tax,net_income,cash_from_operations,interest_expense,depreciation,accounts_receivable,prev_accounts_receivable,capex,short_term_debt,roe,debt_ratio,opm,year
27683050308,18399976451,19219930972,203915833,5089172241,32042413995,546296703,63161122772,14413164371,5519169287,1457998661,28069163032,11091768584,35091959740,10699566744,8649286527,24168599363,18594022769,13366221556,10329037876,10802377807,8264984893,437028770,492814101,-3143556262,-5128223848,8595241271,125895418,64317103,-602374191,-1271178950,-20631355641,5000000000,,,,2017
26600328208,27683050308,10471172529,6000000000,5906603272,46055749744,32042413995,75677204371,14824976247,14413164371,0,24634180260,25470489287,51043024111,12734177536,10699566744,34747612901,24168599363,17271122472,13366221556,17476490429,10802377807,510017681,437028770,17786239841,14862505319,15992273382,436827673,44683731,103682149,-602374191,-20259021610,3441362800,,,,2018
57647141891,26596473832,33976505980,7000000000,8722733931,51077691415,46055749744,113657441301,25487018112,14824976247,0,25740865729,57996804025,87916575572,17228104975,12734177536,63905151571,34747612901,22195676162,17271122472,41709475409,17476490429,257728797,510017681,41734500371,33393937816,39033739583,274170363,185834710,-548570768,103682149,-12654169513,0,,,,2019
83012388624,57647141891,64383495928,3240706464,9940294738,50098618893,51077691415,137526116368,13449682549,25487018112,0,13769236723,93200865968,123756879645,15501675464,17228104975,60959256050,63905151571,20350687039,22195676162,40608569011,41709475409,75312801,257728797,39293367704,38164823423,38125167917,168907143,198526944,-739327447,-548570768,6655641811,100000000,,,,2020
73140020626,83012388624,42788254096,0,16465363683,80704632923,50098618893,216379205336,16793038427,13449682549,35000000000,52634773984,133122992270,163744431352,22744271711,15501675464,77852663863,60959256050,26139943465,20350687039,51712720398,40608569011,214610833,75312801,55624588693,43804676382,36367042257,93054431,101199839,1433341286,-739327447,-92466134619,0,,,,2021
147788690727,73140020626,26004485440,65377445900,23397666986,104241594590,80704632923,331411108299,36225225302,16793038427,2400000000,101857251139,204230326494,229553857160,33636218547,22744271711,108167023855,77852663863,39290816397,26139943465,68876207458,51712720398,30374149233,214610833,96758436672,75378647248,54754505368,2609847800,19725005,-4927046178,1433341286,-91994852657,0,,,,2022
185737483070,147788690727,18336205417,90365422000,19434327936,138988714882,104241594590,375443021754,29246386638,36225225302,62000000000,375443021754,270984078034,283500499663,39673733669,33636218547,140449064347,108167023855,50826682284,39290816397,89622382063,68876207458,49689454,30374149233,19616641192,74225203196,64631971915,1958683675,449688781,-11892353465,-4927046178,-48157757772,2400000000,,,,2023
234201823223,185737483070,22745070820,135296360776,29999806868,193172861473,138988714882,608378808831,128903651305,29246386638,2096529158,608378808831,336059467641,452643914758,51811435885,39673733669,191127529489,140449064347,68684935188,50826682284,122442594301,89622382063,28089658,49689454,30387239498,97543753801,102800406889,2040647069,36432447,-12999660375,-11892353465,-82247360752,76716824623,,,,2024
295772307395,234201823223,37521303951,169526200000,30096456975,199716078377,193172861473,704649920208,80204074856,128903651305,2414647935,704649920208,547533443932,551674456160,75727780487,51811435885,261091857369,191127529489,90490983302,68684935188,170600874067,122442594301,389386106,28089658,36661410443,131970250448,163935787746,2420659461,31213817,48372251146,36937003926,-109025500649,21324811600,,,,2025
