date,news_sentiment_mean,news_sentiment_std,news_count,volume_ratio,source,news_positive_total,news_negative_total,news_pos_ratio,news_intensity
2016-08-23,0.3082,0.1116,0,1.0571,price_proxy,,,,
2016-08-24,0.3559,0.1116,0,0.7982,price_proxy,,,,
2016-08-25,0.3736,0.1087,0,0.484,price_proxy,,,,
2016-08-26,0.5,0.0842,0,0.6985,price_proxy,,,,
2016-08-29,0.4908,0.0852,0,0.5858,price_proxy,,,,
2016-08-30,0.4969,0.0786,0,0.6989,price_proxy,,,,
2016-08-31,0.5,0.0794,0,1.0455,price_proxy,,,,
2016-09-01,0.4632,0.0753,0,0.7023,price_proxy,,,,
2016-09-02,0.4184,0.0748,0,1.4819,price_proxy,,,,
2016-09-05,0.4506,0.0723,0,0.6422,price_proxy,,,,
2016-09-06,0.475,0.0718,0,0.6947,price_proxy,,,,
2016-09-07,0.4534,0.069,0,0.7598,price_proxy,,,,
2016-09-08,0.4688,0.0683,0,1.0646,price_proxy,,,,
2016-09-09,0.5,0.0698,0,0.8907,price_proxy,,,,
2016-09-12,0.5063,0.0689,0,0.5471,price_proxy,,,,
2016-09-13,0.4778,0.0693,0,1.1678,price_proxy,,,,
2016-09-19,0.4618,0.0677,0,1.1678,price_proxy,,,,
2016-09-20,0.4397,0.0671,0,1.1335,price_proxy,,,,
2016-09-21,0.4559,0.0523,0,0.9329,price_proxy,,,,
2016-09-22,0.3801,0.0641,0,3.5144,price_proxy,,,,
2016-09-23,0.42,0.0639,0,1.1959,price_proxy,,,,
2016-09-26,0.4254,0.0637,0,1.4105,price_proxy,,,,
2016-09-27,0.4313,0.061,0,1.7601,price_proxy,,,,
2016-09-28,0.3969,0.0569,0,1.6919,price_proxy,,,,
2016-09-29,0.4597,0.0543,0,1.0611,price_proxy,,,,
2016-09-30,0.4267,0.054,0,1.23,price_proxy,,,,
2016-10-04,0.436,0.0526,0,1.5623,price_proxy,,,,
2016-10-05,0.4186,0.0536,0,1.4601,price_proxy,,,,
