date,close,volume,inst_net_buy,foreign_net_buy,foreign_net_buy_norm,inst_net_buy_norm,foreign_ratio_feat,short_proxy_score,source
2021-08-24,8671,249244,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2021-08-25,8581,266653,0,0,-1e-06,0.0,,0.0,ohlcv_proxy
2021-08-26,8632,228514,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2021-08-27,8641,199423,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2021-08-30,8613,192583,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2021-08-31,8739,185960,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2021-09-01,8810,511644,0,0,0.0,0.0,,0.0,ohlcv_proxy
2021-09-02,8734,201438,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2021-09-03,8781,172297,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2021-09-06,8762,77580,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2021-09-07,8661,137770,0,0,-0.0,0.0,0.006185,0.0,ohlcv_proxy
2021-09-08,8646,105798,0,0,-0.0,0.0,0.007526,0.0,ohlcv_proxy
2021-09-09,8494,146388,0,0,-0.0,0.0,0.004258,0.0,ohlcv_proxy
2021-09-10,8600,56037,0,0,-0.0,0.0,0.00039,0.0,ohlcv_proxy
2021-09-13,8627,66910,0,0,-0.0,0.0,-0.001579,0.0,ohlcv_proxy
2021-09-14,8748,156516,0,0,0.0,0.0,0.000565,0.0,ohlcv_proxy
2021-09-15,8824,125932,0,0,0.0,0.0,0.004738,0.0,ohlcv_proxy
2021-09-16,8700,99970,0,0,-0.0,0.0,0.009207,0.0,ohlcv_proxy
2021-09-17,8834,130870,0,0,0.0,0.0,0.009661,0.0,ohlcv_proxy
2021-09-23,8705,100821,0,0,-0.0,0.0,0.007856,0.0,ohlcv_proxy
2021-09-24,8671,74385,0,0,-0.0,0.0,0.006783,0.0,ohlcv_proxy
2021-09-27,8680,184390,0,0,-0.0,0.0,0.001328,0.0,ohlcv_proxy
2021-09-28,8504,381355,0,0,-0.0,-0.1,-0.007194,0.1,ohlcv_proxy
2021-09-29,8237,503556,0,0,-1e-06,-0.2,-0.021083,0.2,ohlcv_proxy
2021-09-30,8319,351743,0,0,-0.0,-0.1,-0.023428,0.2,ohlcv_proxy
2021-10-01,8160,587145,0,0,-1e-06,-0.2,-0.025027,0.2,ohlcv_proxy
2021-10-05,8054,139222,0,0,-1e-06,-0.2,-0.024942,0.2,ohlcv_proxy
2021-10-06,7852,118595,0,0,-1e-06,-0.2,-0.030749,0.2,ohlcv_proxy
2021-10-07,7979,112167,0,0,-1e-06,-0.2,-0.031736,0.2,ohlcv_proxy
2021-10-08,7881,97865,0,0,-1e-06,-0.2,-0.038994,0.2,ohlcv_proxy
2021-10-12,7750,106143,0,0,-1e-06,-0.2,-0.054135,0.2,ohlcv_proxy
2021-10-13,7765,191540,0,0,-1e-06,-0.2,-0.058922,0.2,ohlcv_proxy
