year,quarter,operating_income,prev_operating_income,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2025,Q1,148235715781.0,0.0,148235715781.0,,,,,0.0,0.0
2025,Q2,40639191033.0,0.0,-107596524748.0,,,,-1.725847507000004,-0.7071067811865476,-1.0
2025,Q3,130510430154.0,0.0,89871239121.0,,,,-1.8352615414994666,0.3458450448170758,0.0
2025,Q4,547037221095.0,473113964780.0,416526790941.0,,,,3.6347062198641833,1.2936412009269893,1.0
2026,Q1,252882436712.0,0.0,252882436712.0,,,0.7059480934109201,-0.392878340092606,0.4010851206419197,3.0
