year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2022,Q4,115013617843,0,456725871196,0,115013617843,456725871196,0.0,0,0.0,0.0,0.0
2023,Q4,-11987764772,115013617843,369505555858,456725871196,-11987764772,369505555858,-0.191,-1.1042,0.0,-0.6883,-1.0
2024,Q1,-28101977959.0,0,22270678066.0,0.0,-28101977959.0,22270678066.0,0,-28101977959.0,0.0,0.0,0.0
2024,Q2,-19939724541.0,0,26777434120.0,0.0,-19939724541.0,26777434120.0,0,-19939724541.0,0.0,0.0,0.0
2024,Q3,-39613612390.0,0,61647711594.0,0.0,-39613612390.0,61647711594.0,0,-39613612390.0,0.0,0.0,0.0
2024,Q4,-138431298006,-11987764772,267545049154,369505555858,-138431298006,267545049154,-0.2759,-10.5477,0.0,-0.9547,-1.0
2025,Q1,-15125961270.0,0,154557715977.0,0.0,-15125961270.0,154557715977.0,0,-15125961270.0,0.0,0.0,0.0
2025,Q2,-37395041197.0,0,161859526907.0,0.0,-37395041197.0,161859526907.0,0,-37395041197.0,0.0,0.0,0.0
2025,Q3,-19370985552.0,0,150764791550.0,0.0,-19370985552.0,150764791550.0,0,-19370985552.0,0.0,0.0,0.0
2025,Q4,-123501682766,-138431298006,651368342533,267545049154,-123501682766,651368342533,1.4346,0.1078,0.0,0.1774,1.0
