total_assets,current_assets,prev_current_assets,cash,depreciation,accounts_receivable,prev_accounts_receivable,ppe_net,prev_ppe_net,total_equity,retained_earnings,current_liabilities,prev_current_liabilities,total_liabilities,revenue,prev_revenue,operating_income,prev_operating_income,income_tax,net_income,capex,cash_from_operations,roe,debt_ratio,opm,year
1083335531792,781867400801,768171881980,110121105321,213880719205,130250520677,102306130959,4052558729,2710752973,921190987215,410501133059,95496738878,28585967115,162144544577,10831185547,13101816221,181417657557,152676273166,41615613940,191430447697,-283227434687,157169089142,,,,2025
