year,quarter,operating_income,prev_operating_income,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2025,Q4,181417657557.0,152676273166.0,181417657557.0,,,,,0.0,0.0
2026,Q1,21505889993.0,0.0,21505889993.0,,,,-0.8814564674541505,-0.7071067811865475,-1.0
