year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,325337561292,307186346174,10781127150206,10415108625820,325337561292,10781127150206,0.0351,0.0591,0.0,0.1057,1.0
2021,Q4,343880765667,325337561292,11343651787492,10781127150206,343880765667,11343651787492,0.0522,0.057,0.0,0.1023,1.0
2022,Q4,411786887242,343880765667,12130712862374,11343651787492,411786887242,12130712862374,0.0694,0.1975,0.0,0.2831,1.0
2023,Q4,480234863157,411786887242,11767893663269,12130712862374,480234863157,11767893663269,-0.0299,0.1662,0.0,0.2495,1.0
2024,Q1,109365332567.0,0,2921425893480.0,0.0,109365332567.0,2921425893480.0,0,109365332567.0,0.0,0.0,0.0
2024,Q2,125360555896.0,0,3059182081054.0,0.0,125360555896.0,3059182081054.0,0,125360555896.0,0.0,0.0,0.0
2024,Q3,141611194932.0,0,2975813507770.0,0.0,141611194932.0,2975813507770.0,0,141611194932.0,0.0,0.0,0.0
2024,Q4,530663067133,480234863157,12116761147160,11767893663269,530663067133,12116761147160,0.0296,0.105,0.0,0.1736,1.0
2025,Q1,85366748157.0,0,2992585545195.0,0.0,85366748157.0,2992585545195.0,0,85366748157.0,0.0,0.0,0.0
2025,Q2,115243326538.0,0,3048408107265.0,0.0,115243326538.0,3048408107265.0,0,115243326538.0,0.0,0.0,0.0
2025,Q3,147907354731.0,0,3066608005887.0,0.0,147907354731.0,3066608005887.0,0,147907354731.0,0.0,0.0,0.0
2025,Q4,508080820628,530663067133,19164085998,12116761147160,508080820628,19164085998,-0.9984,-0.0426,0.0,-0.0784,-1.0
