year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,-86150819625,51868333792,453881181278,979432908913,-86150819625,453881181278,-0.5366,-2.661,0.0,-0.8418,-1.0
2021,Q4,-55245896594,-86150819625,414466172837,453881181278,-55245896594,414466172837,-0.0868,0.3587,0.0,0.4177,1.0
2022,Q4,10412544286,-55245896594,587637410933,414466172837,10412544286,587637410933,0.4178,1.1885,0.0,0.7039,1.0
2023,Q4,145770072264,10412544286,34133420665,587637410933,145770072264,34133420665,-0.9419,12.9995,0.0,0.963,1.0
2024,Q1,48404054704.0,0,3913465391.0,0.0,48404054704.0,3913465391.0,0,48404054704.0,0.0,0.0,0.0
2024,Q2,32009063189.0,0,2262161678.0,0.0,32009063189.0,2262161678.0,0,32009063189.0,0.0,0.0,0.0
2024,Q3,36204836504.0,0,7632858913.0,0.0,36204836504.0,7632858913.0,0,36204836504.0,0.0,0.0,0.0
2024,Q4,136055145217,145770072264,1072108965111,34133420665,136055145217,1072108965111,30.4094,-0.0666,0.0,-0.1176,-1.0
2025,Q1,57275580029.0,0,4327835515.0,0.0,57275580029.0,4327835515.0,0,57275580029.0,0.0,0.0,0.0
2025,Q2,42851813099.0,0,3729194799.0,0.0,42851813099.0,3729194799.0,0,42851813099.0,0.0,0.0,0.0
2025,Q3,39511532076.0,0,6443147381.0,0.0,39511532076.0,6443147381.0,0,39511532076.0,0.0,0.0,0.0
2025,Q4,155816230766,136055145217,45157885278,1072108965111,155816230766,45157885278,-0.9579,0.1452,0.0,0.2251,1.0
