year,quarter,operating_income,prev_operating_income,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2025,Q1,285560000000.0,0.0,285560000000.0,,,,,0.0,0.0
2025,Q2,349882000000.0,0.0,64322000000.0,,,,-0.7747513657374983,-0.7071067811865476,-1.0
2025,Q3,465289000000.0,0.0,115407000000.0,,,,0.7942072696744504,-0.3426336260589423,-2.0
2025,Q4,1343666000000.0,1188814000000.0,878377000000.0,,,,6.611124108589601,1.4511915789202956,-1.0
2026,Q1,364536000000.0,0.0,364536000000.0,,,0.2765653452864547,-0.5849891333675632,0.02383708573447138,1.0
