date,short_proxy_vol,short_proxy_foreign,short_proxy_score
2026-01-21,0.0,0,0.0
2026-01-22,0.0,0,0.0
2026-01-23,0.0,0,0.0
2026-01-26,0.912,0,0.456
2026-01-27,0.0,0,0.0
2026-01-28,0.0,0,0.0
2026-01-29,0.0,0,0.0
2026-01-30,0.768,0,0.384
2026-02-02,0.887,0,0.444
2026-02-03,0.0,0,0.0
2026-02-04,0.0,0,0.0
2026-02-05,0.0,0,0.0
2026-02-06,0.593,0,0.296
2026-02-09,0.0,0,0.0
2026-02-10,0.0,0,0.0
2026-02-11,0.0,0,0.0
2026-02-12,0.0,0,0.0
2026-02-13,0.577,0,0.288
2026-02-19,0.0,0,0.0
2026-02-20,0.0,0,0.0
2026-02-23,0.743,0,0.372
2026-02-24,0.0,0,0.0
2026-02-25,0.841,0,0.42
2026-02-26,0.0,0,0.0
2026-02-27,1.739,0,0.87
2026-03-03,1.059,0,0.53
2026-03-04,1.083,0,0.542
2026-03-05,0.0,0,0.0
2026-03-06,0.0,0,0.0
2026-03-09,0.674,0,0.337
2026-03-10,0.0,0,0.0
2026-03-11,0.0,0,0.0
2026-03-12,0.0,0,0.0
2026-03-13,0.855,0,0.428
2026-03-16,0.757,0,0.378
2026-03-17,0.0,0,0.0
2026-03-18,0.0,0,0.0
2026-03-19,0.0,0,0.0
2026-03-20,0.0,0,0.0
2026-03-23,1.402,0,0.701
2026-03-24,0.0,0,0.0
2026-03-25,0.0,0,0.0
2026-03-26,0.0,0,0.0
2026-03-27,0.0,0,0.0
2026-03-30,0.791,0,0.396
2026-03-31,1.258,1,1.129
2026-04-01,0.0,1,0.5
2026-04-02,1.317,0,0.658
2026-04-03,0.864,0,0.432
2026-04-06,0.0,0,0.0
2026-04-07,0.0,0,0.0
2026-04-08,0.0,0,0.0
2026-04-09,0.0,0,0.0
2026-04-10,0.0,0,0.0
2026-04-13,0.687,0,0.344
2026-04-14,0.0,0,0.0
2026-04-15,0.0,0,0.0
2026-04-16,0.0,0,0.0
2026-04-17,0.797,0,0.398
2026-04-20,0.0,0,0.0
2026-04-21,0.0,0,0.0
2026-04-22,1.021,0,0.51
2026-04-23,0.0,0,0.0
2026-04-24,0.0,0,0.0
2026-04-27,0.946,1,0.973
2026-04-28,0.0,0,0.0
2026-04-29,0.748,0,0.374
2026-04-30,0.0,0,0.0
2026-05-04,0.0,0,0.0
2026-05-06,0.0,0,0.0
2026-05-07,1.383,1,1.192
2026-05-08,0.775,1,0.888
2026-05-11,0.661,0,0.33
2026-05-12,0.913,0,0.456
2026-05-13,0.98,1,0.99
2026-05-14,0.0,0,0.0
2026-05-15,0.823,0,0.412
2026-05-18,0.0,0,0.0
2026-05-19,0.0,0,0.0
20260102,0.517,0,0.258
20260105,0.0,0,0.0
20260106,0.0,0,0.0
20260107,1.648,0,0.824
20260108,0.914,0,0.457
20260109,0.0,0,0.0
20260112,0.783,0,0.392
20260113,0.0,0,0.0
20260114,0.0,0,0.0
20260115,0.0,0,0.0
20260116,0.0,0,0.0
20260119,1.252,0,0.626
20260120,0.0,0,0.0
20260121,0.927,0,0.464
20260122,0.0,0,0.0
20260123,0.0,0,0.0
20260126,1.026,0,0.513
20260127,0.0,0,0.0
20260128,0.0,0,0.0
20260129,0.0,0,0.0
20260130,0.768,0,0.384
20260202,0.887,0,0.444
20260203,0.0,0,0.0
20260204,0.0,0,0.0
20260205,0.0,0,0.0
20260206,0.593,0,0.296
20260209,0.0,0,0.0
20260210,0.0,0,0.0
20260211,0.0,0,0.0
20260212,0.0,0,0.0
20260213,0.577,0,0.288
20260219,0.0,0,0.0
20260220,0.0,0,0.0
20260223,0.743,0,0.372
20260224,0.0,0,0.0
20260225,0.841,0,0.42
20260226,0.0,0,0.0
20260227,1.739,0,0.87
20260303,1.059,0,0.53
20260304,1.083,0,0.542
20260305,0.0,0,0.0
20260306,0.0,0,0.0
20260309,0.674,0,0.337
20260310,0.0,0,0.0
20260311,0.0,0,0.0
20260312,0.0,0,0.0
20260313,0.855,0,0.428
20260316,0.757,0,0.378
20260317,0.0,0,0.0
20260318,0.0,0,0.0
20260319,0.0,0,0.0
20260320,0.0,0,0.0
20260323,1.402,0,0.701
20260325,0.0,0,0.0
20260326,0.0,0,0.0
20260327,0.0,0,0.0
20260330,0.724,0,0.362
