date,Close
2015-10-08,21.185569763183594
2015-10-09,21.1505126953125
2015-10-12,21.28374671936035
2015-10-13,21.1505126953125
2015-10-14,21.1505126953125
2015-10-15,21.08739471435547
2015-10-16,21.488523483276367
2015-10-19,21.739582061767575
2015-10-20,21.7606201171875
2015-10-21,21.778148651123047
2015-10-22,22.053754806518555
2015-10-23,21.788665771484375
2015-10-26,21.816720962524418
2015-10-27,21.822330474853516
2015-10-28,21.74308967590332
2015-10-29,21.841968536376953
2015-10-30,21.704517364501953
2015-11-02,21.704517364501953
2015-11-03,21.985029220581055
2015-11-04,21.89385986328125
2015-11-05,21.80970573425293
2015-11-06,21.003238677978516
2015-11-09,20.834930419921875
2015-11-10,21.059343338012695
2015-11-11,21.132278442382812
2015-11-12,21.003238677978516
2015-11-13,20.729738235473633
2015-11-16,20.70870018005371
2015-11-17,21.03129005432129
2015-11-18,21.280242919921875
2015-11-19,21.395952224731445
2015-11-20,21.571266174316406
2015-11-23,21.6834774017334
2015-11-24,21.35387420654297
2015-11-25,21.35387420654297
2015-11-27,21.51517105102539
2015-11-30,21.56425666809082
2015-12-01,21.921207427978516
2015-12-02,21.47309112548828
2015-12-03,21.045320510864254
2015-12-04,21.47309112548828
2015-12-07,21.47309112548828
2015-12-08,21.5432186126709
2015-12-09,21.424007415771484
2015-12-10,21.248687744140625
2015-12-11,21.135080337524418
2015-12-14,21.20029640197754
2015-12-15,21.445039749145508
2015-12-16,21.830747604370117
2015-12-17,21.80269241333008
2015-12-18,21.519086837768555
2015-12-21,21.554536819458008
2015-12-22,21.753063201904297
2015-12-23,21.96577262878418
2015-12-24,21.98703956604004
2015-12-28,21.928194046020508
2015-12-29,22.29193115234375
2015-12-30,22.29193115234375
2015-12-31,22.11041831970215
2016-01-04,21.59708023071289
2016-01-05,22.25150680541992
2016-01-06,22.036670684814453
2016-01-07,21.63252830505371
2016-01-08,21.348915100097656
2016-01-11,21.476545333862305
2016-01-12,21.242551803588867
2016-01-13,21.022762298583984
2016-01-14,21.093658447265625
2016-01-15,20.739147186279297
2016-01-19,20.880958557128903
2016-01-20,20.320817947387695
2016-01-21,20.476804733276367
2016-01-22,20.902223587036133
2016-01-25,20.902223587036133
2016-01-26,21.08799171447754
2016-01-27,20.902223587036133
2016-01-28,20.675336837768555
2016-01-29,20.696605682373047
2016-02-01,21.136207580566406
2016-02-02,20.866775512695312
2016-02-03,20.88804626464844
2016-02-04,21.01354217529297
2016-02-05,20.631372451782227
2016-02-08,19.53805160522461
2016-02-09,19.38490104675293
2016-02-10,19.7961368560791
2016-02-11,19.299816131591797
2016-02-12,19.49125289916992
2016-02-16,19.49125289916992
2016-02-17,20.10102653503418
2016-02-18,20.349184036254883
2016-02-19,20.320817947387695
2016-02-22,20.632795333862305
2016-02-23,20.526437759399418
2016-02-24,20.54345703125
2016-02-25,20.675336837768555
2016-02-26,20.82423973083496
2016-02-29,20.79586601257324
2016-03-01,21.292190551757812
2016-03-02,21.52617073059082
2016-03-03,21.555953979492188
2016-03-04,21.61834716796875
2016-03-07,21.604162216186523
2016-03-08,21.571550369262695
2016-03-09,21.505611419677734
2016-03-10,21.404218673706055
2016-03-11,21.901960372924805
2016-03-14,21.97286605834961
2016-03-15,22.11821174621582
2016-03-16,21.951589584350582
2016-03-17,22.68614387512207
2016-03-18,22.52652359008789
2016-03-21,22.411989212036133
2016-03-22,22.372623443603516
2016-03-23,22.29030418395996
2016-03-24,22.326087951660156
2016-03-28,22.46925926208496
2016-03-29,22.95601463317871
2016-03-30,22.90589904785156
2016-03-31,23.020429611206055
2016-04-01,23.068387985229492
2016-04-04,23.03474998474121
2016-04-05,22.828588485717773
2016-04-06,22.89158821105957
2016-04-07,22.705476760864254
2016-04-08,22.920223236083984
2016-04-11,22.90589904785156
2016-04-12,23.00611686706543
2016-04-13,22.91806411743164
2016-04-14,22.827159881591797
2016-04-15,22.984643936157227
2016-04-18,23.070541381835938
2016-04-19,22.99180030822754
2016-04-20,22.762741088867188
2016-04-21,22.235902786254883
2016-04-22,22.519365310668945
2016-04-25,22.677555084228516
2016-04-26,22.74127197265625
2016-04-27,22.65536880493164
2016-04-28,22.67827415466309
2016-04-29,22.462100982666016
2016-05-02,22.698322296142575
2016-05-03,22.81285095214844
2016-05-04,23.142118453979492
2016-05-05,23.163591384887695
2016-05-06,23.285276412963867
2016-05-09,23.520063400268555
2016-05-10,23.607393264770508
2016-05-11,23.17790985107422
2016-05-12,23.256650924682617
2016-05-13,22.920928955078125
2016-05-16,23.233741760253903
2016-05-17,22.84864044189453
2016-05-18,22.285303115844727
2016-05-19,22.240198135375977
2016-05-20,22.39195442199707
2016-05-23,22.462100982666016
2016-05-24,22.6124210357666
2016-05-25,22.765605926513672
2016-05-26,22.748424530029297
2016-05-27,22.837900161743164
2016-05-31,22.84864044189453
2016-06-01,22.762741088867188
2016-06-02,22.834321975708008
2016-06-03,22.937395095825195
2016-06-06,22.9488468170166
2016-06-07,22.96746063232422
2016-06-08,23.077701568603516
2016-06-09,23.12636947631836
2016-06-10,23.013275146484375
2016-06-13,23.00611686706543
2016-06-14,22.89873695373535
2016-06-15,23.134963989257812
2016-06-16,23.253786087036133
2016-06-17,23.21769905090332
2016-06-20,23.239356994628903
2016-06-21,23.426992416381836
2016-06-22,23.40534019470215
2016-06-23,23.50638961791992
2016-06-24,23.21048164367676
2016-06-27,23.174396514892575
2016-06-28,23.600210189819336
2016-06-29,24.047677993774418
2016-06-30,24.242536544799805
2016-07-01,24.22810935974121
2016-07-05,24.40492057800293
2016-07-06,24.37244987487793
2016-07-07,24.069326400756836
2016-07-08,24.486482620239254
2016-07-11,24.675573348999023
2016-07-12,24.726089477539062
2016-07-13,24.841564178466797
