year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,6495064093,40396706232,579875790663,657825612024,6495064093,579875790663,-0.1185,-0.8392,0.0,-0.6266,-1.0
2021,Q4,67520136401,6495064093,701563172148,579875790663,67520136401,701563172148,0.2099,9.3956,0.0,0.9495,1.0
2022,Q4,91007611263,67520136401,850769309133,701563172148,91007611263,850769309133,0.2127,0.3479,0.0,0.4103,1.0
2023,Q4,113463014394,91007611263,1697379864,850769309133,113463014394,1697379864,-0.998,0.2467,0.0,0.3304,1.0
2024,Q1,15546892895.0,0,220062503756.0,0.0,15546892895.0,220062503756.0,0,15546892895.0,0.0,0.0,0.0
2024,Q2,24749411451.0,0,253880979618.0,0.0,24749411451.0,253880979618.0,0,24749411451.0,0.0,0.0,0.0
2024,Q3,13332529381.0,0,242223884528.0,0.0,13332529381.0,242223884528.0,0,13332529381.0,0.0,0.0,0.0
2024,Q4,87296655446,113463014394,16166682334,1697379864,87296655446,16166682334,8.5245,-0.2306,0.0,-0.3156,-1.0
2025,Q1,32585652915.0,0,231426868159.0,0.0,32585652915.0,231426868159.0,0,32585652915.0,0.0,0.0,0.0
2025,Q2,47610585554.0,0,302914439760.0,0.0,47610585554.0,302914439760.0,0,47610585554.0,0.0,0.0,0.0
2025,Q3,48213754151.0,0,321591609871.0,0.0,48213754151.0,321591609871.0,0,48213754151.0,0.0,0.0,0.0
2025,Q4,183033876467,87296655446,19227928938,16166682334,183033876467,19227928938,0.1894,1.0967,0.0,0.6869,1.0
