date,close,volume,inst_net_buy,foreign_net_buy,foreign_net_buy_norm,inst_net_buy_norm,foreign_ratio_feat,short_proxy_score,source
2025-08-28,53395,2464316,0,0,1e-06,0.0,,0.0,ohlcv_proxy
2025-08-29,55063,1457575,0,0,1e-06,0.0,,0.0,ohlcv_proxy
2025-09-01,49026,952818,0,0,1e-06,0.0,,0.0,ohlcv_proxy
2025-09-02,48692,996328,0,0,1e-06,0.0,,0.0,ohlcv_proxy
2025-09-03,49593,1734772,0,0,1e-06,0.0,,0.0,ohlcv_proxy
2025-09-04,49593,433490,0,0,1e-06,0.0,,0.0,ohlcv_proxy
2025-09-05,48126,450869,0,0,0.0,0.0,,0.0,ohlcv_proxy
2025-09-08,45324,474838,0,0,0.0,0.0,,0.0,ohlcv_proxy
2025-09-09,44890,470970,0,0,0.0,0.0,,0.0,ohlcv_proxy
2025-09-10,56597,3070238,0,0,1e-06,0.0,,0.0,ohlcv_proxy
2025-09-11,55329,1039313,0,0,1e-06,0.0,0.2,0.0,ohlcv_proxy
2025-09-12,57130,2367910,0,0,1e-06,0.0,0.150667,0.0,ohlcv_proxy
2025-09-15,66369,5391181,0,0,1e-06,0.1,0.181311,0.0,ohlcv_proxy
2025-09-16,65502,1588463,0,0,1e-06,0.1,0.165223,0.0,ohlcv_proxy
2025-09-17,70704,1775547,0,0,1e-06,0.1,0.178398,0.0,ohlcv_proxy
2025-09-18,71038,899019,0,0,1e-06,0.1,0.179134,0.0,ohlcv_proxy
2025-09-19,78042,1548060,0,0,1e-06,0.1,0.2,0.0,ohlcv_proxy
2025-09-22,77708,2832547,0,0,1e-06,0.0,0.2,0.0,ohlcv_proxy
2025-09-23,78375,1949345,0,0,1e-06,0.0,0.2,0.0,ohlcv_proxy
2025-09-24,76041,1812196,0,0,0.0,0.0,0.2,0.0,ohlcv_proxy
2025-09-25,69704,1580352,0,0,0.0,0.0,0.188534,0.0,ohlcv_proxy
2025-09-26,70037,1292829,0,0,0.0,0.0,0.159227,0.0,ohlcv_proxy
2025-09-29,69370,1364103,0,0,0.0,-0.1,0.118931,0.0,ohlcv_proxy
2025-09-30,72872,5804106,0,0,0.0,0.0,0.077292,0.0,ohlcv_proxy
2025-10-01,67369,1907074,0,0,0.0,0.0,0.04445,0.0,ohlcv_proxy
2025-10-02,66869,1499507,0,0,0.0,0.0,0.036772,0.0,ohlcv_proxy
2025-10-10,65301,2005813,0,0,0.0,0.0,0.023966,0.0,ohlcv_proxy
2025-10-13,63267,807664,0,0,0.0,0.1,0.015682,0.0,ohlcv_proxy
2025-10-14,63534,971591,0,0,0.0,0.1,-0.039708,0.0,ohlcv_proxy
2025-10-15,63867,830041,0,0,0.0,0.1,-0.062282,0.0,ohlcv_proxy
2025-10-16,57364,2506678,0,0,-0.0,0.1,-0.101771,0.0,ohlcv_proxy
2025-10-17,55463,1237035,0,0,-0.0,0.1,-0.139155,0.0,ohlcv_proxy
2025-10-20,55196,906685,0,0,-0.0,0.1,-0.155559,0.0,ohlcv_proxy
2025-10-21,53028,1202422,0,0,-0.0,0.0,-0.175684,0.0,ohlcv_proxy
2025-10-22,56864,6904161,0,0,-0.0,0.1,-0.155003,0.0,ohlcv_proxy
2025-10-23,59932,2457885,0,0,0.0,0.1,-0.141237,0.0,ohlcv_proxy
2025-10-24,57164,1242276,0,0,-0.0,0.1,-0.129276,0.0,ohlcv_proxy
2025-10-27,61599,2060015,0,0,0.0,0.1,-0.102555,0.0,ohlcv_proxy
2025-10-28,58631,1022135,0,0,-0.0,0.1,-0.083117,0.0,ohlcv_proxy
2025-10-29,58031,1278191,0,0,-0.0,0.1,-0.053215,0.0,ohlcv_proxy
2025-10-30,58998,829120,0,0,-0.0,0.1,-0.051447,0.0,ohlcv_proxy
2025-10-31,55696,1883512,0,0,-0.0,0.1,-0.051869,0.0,ohlcv_proxy
2025-11-03,60532,2650792,0,0,0.0,0.1,-0.04887,0.0,ohlcv_proxy
2025-11-04,61700,2412972,0,0,0.0,0.1,-0.006378,0.0,ohlcv_proxy
2025-11-05,61700,1785051,0,0,0.0,0.0,0.009042,0.0,ohlcv_proxy
2025-11-06,59300,534298,0,0,-0.0,0.0,0.015251,0.0,ohlcv_proxy
2025-11-07,65100,1716911,0,0,0.0,0.0,0.047679,0.0,ohlcv_proxy
2025-11-10,74700,3436717,0,0,0.0,0.1,0.104416,0.0,ohlcv_proxy
2025-11-11,89600,6164652,0,0,0.0,0.2,0.2,0.0,ohlcv_proxy
