current_assets,prev_current_assets,cash,short_term_investments,accounts_receivable,prev_accounts_receivable,inventory,ppe_net,prev_ppe_net,depreciation,total_assets,current_liabilities,prev_current_liabilities,short_term_debt,long_term_debt,total_liabilities,retained_earnings,revenue,prev_revenue,total_equity,cost_of_goods_sold,prev_cogs,gross_profit,prev_gross_profit,sga_expense,prev_sga,operating_income,prev_operating_income,interest_expense,income_tax,net_income,cash_from_operations,capex,roe,debt_ratio,opm,year
107212644042,96389044903,36023906587,3355300000.0,18010561546.0,13654159457.0,49662704111,35965761449,30007795023,1298172964.0,155075427077,24917989885,27227963990,14000000000,2797870000,27643101477,61287066585,59887066585,53049354524,127432325600,41044747180,40162043660,21010481306,21067154706,12934861826,15599701085,8075619480,5467453621,297280916.0,6556696734,6126808153.0,5227686588,3057652599,,,,2017
178170912922,107212644042,80624239424,21290061163.0,27142888120.0,18010561546.0,47306036858,40458583715,35965761449,1699038189.0,234287802661,43706650822,24917989885,7500000000,0,70570436456,84006053564,1875036932,0,163717366205,61430246208,41044747180,46670977464,21010481306,19959723028,12934861826,26711254436,8075619480,1494085706.0,27178728801,25401251229.0,48108086243,-29590869503,,,,2018
190853497510,178170912922,109604700468,12752266719.0,14598999521.0,27142888120.0,52135823057,45332224495,40458583715,2145981449.0,260240850837,42603913400,43706650822,12280000000,0,44667915374,99473069015,1875036932,1875036932,215572935463,68221852622,61430246208,39546901138,46670977464,21610451840,19959723028,17936449298,26711254436,1122991348.0,20341989343,20164377270.0,27059112921,-8344900934,,,,2019
213244065160,190853497510,27249314927,98088698300.0,12311700163.0,14598999521.0,74791120948,76001036996,45332224495,2950038359.0,312304514870,45032870120,42603913400,19717600000,511400000,95183250371,96727771157,1875036932,1875036932,217121264499,50212428419,68221852622,20239875274,39546901138,23236581914,21610451840,-2996706640,17936449298,1108133273.0,537165717,1571044009.0,-24172595586,-112590407936,,,,2020
321242914739,213244065160,33413764786,398060867906.0,16099722926.0,11246212417.0,78586395406,80634284586,75757829404,12640482.0,446949568964,59656810756,45032870120,15780000000,511400000,138601673919,100387682041,101561301412,70452303693,308347895045,63850568516,50212428419,37710732896,20239875274,33359462256,23266024085,4363911122,-2996706640,,5421700155,5885010661.0,22097622804,-122815294010,,,,2021
339879606429,321242914739,85437257628,494811241726.0,18906479479.0,16099722926.0,83184461798,96830531215,80634284586,427142809.0,473338210545,94654050918,59656810756,27547300000,3290680000,165491087870,99233840724,108032898603,101561301412,307847122675,69586393662,63850568516,38446504941,37710732896,37216390297,33359462256,802971835,4363911122,,3959367755,4857592365.0,3968742424,32906512421,,,,2022
332901346749,339879606429,80905734819,,,,78795213136,119582769668,96830531215,123464449.0,509399445978,168002509439,94654050918,29780000000,15850418001,509399445978,104089515341,2957473340,572628208,328275652396,74640642120,69586393662,36792356659,38446504941,36365867931,37216390297,303024279,802971835,,-10331411702,17683006519.0,15959063595,-7579827090,,,,2023
317854211716,332901346749,110774176940,,,,75009158166,114890077480,119582769668,,482949216872,95043343488,168002509439,27780000000,0,482949216872,127159254016,26357321396,2957473340,357960809650,79227559620,74640642120,35648403400,36792356659,34118615135,36489332380,1529788265,303024279,,5296879884,19698779772.0,32421992405,59510048740,,,,2024
301875402074,317854211716,109923743273,716783786995.0,1473895953.0,1486296826.0,88708201471,113546274200,114890077480,,546184500788,75953289929,95043343488,7000000000,0,149724811185,203273960394,308100580,26357321396,396459689603,121555205948,79227559620,64248580376,35648403400,33359086853,34118615135,30889493523,1529788265,,2329138711,,29499225878,-37905386358,,,,2025
