current_assets,prev_current_assets,cash,accounts_receivable,prev_accounts_receivable,inventory,ppe_net,prev_ppe_net,total_assets,current_liabilities,prev_current_liabilities,total_liabilities,retained_earnings,total_equity,revenue,prev_revenue,cost_of_goods_sold,prev_cogs,gross_profit,prev_gross_profit,sga_expense,prev_sga,operating_income,prev_operating_income,income_tax,net_income,cash_from_operations,capex,roe,debt_ratio,opm,year,short_term_investments,short_term_debt
1553477848000,0,426005603000,425471252000,0,691155777000,539001745000,0,2228657259000,785619187000,0,1057719615000,44993469000,1170937644000,1886746665000,0,1537219688000,0,349526977000,0,254294264000,0,95232713000,0,69818036000,46608709000,7514540000,-104580753000,,,,2017,,
2203850732000,1553477848000,322444835000,595939401000,425471252000,1024779408000,650496044000,539001745000,3126514886000,945143036000,785619187000,1558347911000,125555366000,1568166975000,3233935220000,1886746665000,2689396645000,1537219688000,544538575000,349526977000,335806106000,254294264000,208732469000,95232713000,176419010000,141055392000,-59637152000,-257103355000,,,,2018,199783822000.0,
2151516855000,2203850732000,222787977000,629070579000,595939401000,856691229000,669223001000,650496044000,3188050894000,1052768754000,945143036000,1610907648000,306851857000,1577143246000,2852139163000,3233935220000,2307587276000,2689396645000,544551887000,544538575000,386759359000,335806106000,157792528000,208732469000,70471918000,50881204000,155269123000,-363458660000,,,,2019,,
2264985349000,2151516855000,713416728000,612563819000,629070579000,720741141000,744024248000,669223001000,3355861001000,1156497059000,1052768754000,1768328167000,298324608000,1587532834000,2617535552000,2852139163000,2154730192000,2307587276000,462805360000,544551887000,371235802000,386759359000,91569558000,157792528000,9233678000,8504674000,274750857000,135949126000,,,,2020,,
2469472646000,2264985349000,446278565000,721255128000,612563819000,1012751993000,713684461000,744024248000,3554288235000,1499093241000,1156497059000,2006480664000,408463800000,1547807571000,3284339623000,2390509794000,2751714110000,1962200545000,532625513000,428309249000,371916677000,340872266000,160708836000,87436983000,157633104000,109773196000,-195980948000,87211555000,,,,2021,,
2350617095000,2469739869000,393053277000,619066045000,721255128000,1144713350000,750154516000,726150581000,3448586770000,1373720575000,1499093241000,1781299828000,502730471000,1667286941000,3515611921000,3284339623000,2913573919000,2751714110000,602038002000,532625513000,431427977000,371916677000,170610025000,160708836000,152828355000,99406644000,254987434000,70334160000,,,,2022,,
2199162255000,2350617095000,427663865000,581523695000,619066045000,1059081536000,817299086000,750154516000,3296953373000,1014150486000,1373720575000,3296953373000,605333152000,1771073331000,3824966876000,3515611921000,3100407433000,2913573919000,724559443000,602038002000,467331006000,431427977000,257228437000,170610025000,62743192000,127451683000,318172004000,-64853752000,,,,2023,255009000000.0,
2112846135000,2199162255000,264216974000,588749466000,581523695000,1128695853000,903081242000,817299086000,3324625332000,1063541773000,1014150486000,3324625332000,655047926000,1793830435000,3438062302000,3824966876000,2787237337000,3100407433000,650824965000,724559443000,460403351000,467331006000,190421614000,257228437000,35515031000,85966730000,260614186000,-194602483000,,,,2024,74881103000.0,
2251575825000,2112846135000,337873166000,729648194000,588749466000,1084094488000,944897278000,903081242000,3602695392000,1124453995000,1063541773000,3602695392000,693382354000,1930295930000,3776524012000,3438062302000,3045767833000,2787237337000,730756179000,650824965000,559873173000,460403351000,170883006000,190421614000,31125563000,87034895000,166035785000,-132208568000,,,,2025,,3000563899000.0
