year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,91569558000,157792528000,2617535552000,2852139163000,91569558000,2617535552000,-0.0823,-0.4197,0.0,-0.4563,-1.0
2021,Q4,160708836000,91569558000,3284339623000,2617535552000,160708836000,3284339623000,0.2547,0.755,0.0,0.6016,1.0
2022,Q4,170610025000,160708836000,3515611921000,3284339623000,170610025000,3515611921000,0.0704,0.0616,0.0,0.1097,1.0
2023,Q4,257228437000,170610025000,3824966876000,3515611921000,257228437000,3824966876000,0.088,0.5077,0.0,0.5038,1.0
2024,Q1,53620608000.0,0,979110527000.0,0.0,53620608000.0,979110527000.0,0,53620608000.0,0.0,0.0,0.0
2024,Q2,58556575000.0,0,852993368000.0,0.0,58556575000.0,852993368000.0,0,58556575000.0,0.0,0.0,0.0
2024,Q3,42990472000.0,0,816811834000.0,0.0,42990472000.0,816811834000.0,0,42990472000.0,0.0,0.0,0.0
2024,Q4,190421614000,257228437000,3438062302000,3824966876000,190421614000,3438062302000,-0.1012,-0.2597,0.0,-0.3419,-1.0
2025,Q1,41650646000.0,0,906839913000.0,0.0,41650646000.0,906839913000.0,0,41650646000.0,0.0,0.0,0.0
2025,Q2,40043555000.0,0,967707502000.0,0.0,40043555000.0,967707502000.0,0,40043555000.0,0.0,0.0,0.0
2025,Q3,55813783000.0,0,954714428000.0,0.0,55813783000.0,954714428000.0,0,55813783000.0,0.0,0.0,0.0
2025,Q4,170883006000,190421614000,3776524012000,3438062302000,170883006000,3776524012000,0.0984,-0.1026,0.0,-0.1703,-1.0
