year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,671335358424,462176462269,11294770446035,10097426164132,671335358424,11294770446035,0.1186,0.4526,0.0,0.4751,1.0
2021,Q4,1067575600497,671335358424,13553220248796,11294770446035,1067575600497,13553220248796,0.2,0.5902,0.0,0.5414,1.0
2022,Q4,1808013013202,1067575600497,20124069515854,13553220248796,1808013013202,20124069515854,0.4848,0.6936,0.0,0.5811,1.0
2023,Q4,1633368964768,1808013013202,76645596848,20124069515854,1633368964768,76645596848,-0.9962,-0.0966,0.0,-0.1619,-1.0
2024,Q1,267381306037.0,0,5130893462037.0,0.0,267381306037.0,5130893462037.0,0,267381306037.0,0.0,0.0,0.0
2024,Q2,280220396631.0,0,4450134429064.0,0.0,280220396631.0,4450134429064.0,0,280220396631.0,0.0,0.0,0.0
2024,Q3,3649760734.0,0,3935667456781.0,0.0,3649760734.0,3935667456781.0,0,3649760734.0,0.0,0.0,0.0
2024,Q4,363304463263,1633368964768,46717133867,76645596848,363304463263,46717133867,-0.3905,-0.7776,0.0,-0.6086,-1.0
2025,Q1,5620842148.0,0,3176817731170.0,0.0,5620842148.0,3176817731170.0,0,5620842148.0,0.0,0.0,0.0
2025,Q2,8771960583.0,0,3179406065745.0,0.0,8771960583.0,3179406065745.0,0,8771960583.0,0.0,0.0,0.0
2025,Q3,268637021786.0,0,3051820635180.0,0.0,268637021786.0,3051820635180.0,0,268637021786.0,0.0,0.0,0.0
2025,Q4,289964965354,363304463263,57793441873,46717133867,289964965354,57793441873,0.2371,-0.2019,0.0,-0.2876,-1.0
