year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,356911281146,1107258909223,178564472,79619400,356911281146,178564472,1.2427,-0.6777,0.0,-0.5754,-1.0
2021,Q4,1535640888894,356911281146,593839070,178564472,1535640888894,593839070,2.3256,3.3026,0.0,0.8685,1.0
2022,Q4,-762606983916,1535640888894,1474853806,593839070,-762606983916,1474853806,1.4836,-1.4966,0.0,-0.7496,-1.0
2023,Q4,-347702499473,-762606983916,19946396629902,1474853806,-347702499473,19946396629902,13523.3212,0.5441,0.0,0.5211,1.0
2024,Q1,-135280113029.0,0,5086124357788.0,0.0,-135280113029.0,5086124357788.0,0,-135280113029.0,0.0,0.0,0.0
2024,Q2,-111163211034.0,0,5248011923155.0,0.0,-111163211034.0,5248011923155.0,0,-111163211034.0,0.0,0.0,0.0
2024,Q3,-413584035463.0,0,5200177481313.0,0.0,-413584035463.0,5200177481313.0,0,-413584035463.0,0.0,0.0,0.0
2024,Q4,0,-347702499473,0,19946396629902,0,0,-1.0,1.0,0.0,0.6667,1.0
2025,Q1,-126600377008.0,0,4901760589377.0,0.0,-126600377008.0,4901760589377.0,0,-126600377008.0,0.0,0.0,0.0
2025,Q2,-244879980612.0,0,4197070355158.0,0.0,-244879980612.0,4197070355158.0,0,-244879980612.0,0.0,0.0,0.0
2025,Q3,-132554744240.0,0,4786058197528.0,0.0,-132554744240.0,4786058197528.0,0,-132554744240.0,0.0,0.0,0.0
2025,Q4,130,0,-33133562219,0,130,-33133562219,0.0,0,0.0,0.0,0.0
