year,report,account,current,previous,fs_div,sj_div
2025,연간,자산총계,3457768462781,3126693019808,CFS,BS
2025,연간,자본총계,1667349364857,1505731966547,CFS,BS
2025,연간,자본과부채총계,3457768462781,3126693019808,CFS,BS
2025,연간,부채총계,1790419097924,1620961053261,CFS,BS
2025,연간,영업이익(손실),239594740448,193850424348,CFS,CIS
2025,연간,매출총이익,791447127242,698925522349,CFS,CIS
2025,연간,당기순이익(손실),168220449431,125324615188,CFS,CIS
2025,연간,매출액,2722419169325,2452063980463,CFS,CIS
2024,연간,자산총계,3126693019808,3009429377714,CFS,BS
2024,연간,자본총계,1505731966547,1418590136562,CFS,BS
2024,연간,자본과부채총계,3126693019808,3009429377714,CFS,BS
2024,연간,부채총계,1620961053261,1590839241152,CFS,BS
2024,연간,영업이익(손실),193850424348,136143339992,CFS,CIS
2024,연간,매출총이익,698925522349,578125987030,CFS,CIS
2024,연간,당기순이익(손실),125324615188,25138828951,CFS,CIS
2024,연간,매출액,2452063980463,2155675927422,CFS,CIS
2023,연간,자산총계,3009429377714,2933309479342,CFS,BS
2023,연간,자본총계,1418590136562,1469473099590,CFS,BS
2023,연간,부채와자본총계,3009429377714,2933309479342,CFS,BS
2023,연간,부채총계,1590839241152,1463836379752,CFS,BS
2023,연간,영업이익,136143339992,73280441382,CFS,CIS
2023,연간,매출총이익,578125987030,468835271491,CFS,CIS
2023,연간,당기순이익(손실),25138828951,-4101004683,CFS,CIS
2023,연간,매출액,2155675927422,1865731523035,CFS,CIS
2022,연간,자산총계,2933309479342,2606037352397,CFS,BS
2022,연간,부채총계,1463836379752,1246477583481,CFS,BS
2022,연간,자본총계,1469473099590,1359559768916,CFS,BS
2022,연간,자본과부채총계,2933309479342,2606037352397,CFS,BS
2022,연간,수익(매출액),1865731523035,1586332710248,CFS,CIS
2022,연간,매출총이익,468835271491,428132952433,CFS,CIS
2022,연간,영업이익,73280441382,84267552991,CFS,CIS
2022,연간,계속영업당기순이익(손실),-4101004683,43534832905,CFS,CIS
2022,연간,당기순이익(손실),-4101004683,43534832905,CFS,CIS
2022,연간,계속영업 당기순이익,-21981308645,35811330538,CFS,CIS
2025,3분기,자산총계,3491328543324,3126693019808,CFS,BS
2025,3분기,자본총계,1598518650212,1505731966547,CFS,BS
2025,3분기,자본과부채총계,3491328543324,3126693019808,CFS,BS
2025,3분기,부채총계,1892809893112,1620961053261,CFS,BS
2025,3분기,영업이익,58330238822,0,CFS,CIS
2025,3분기,매출총이익,195339018547,0,CFS,CIS
2025,3분기,매출액,683014538376,0,CFS,CIS
2024,3분기,자산총계,3066303197521,3009429377714,CFS,BS
2024,3분기,자본총계,1476953154407,1418590136562,CFS,BS
2024,3분기,부채와자본총계,3066303197521,3009429377714,CFS,BS
2024,3분기,부채총계,1589350043114,1590839241152,CFS,BS
2024,3분기,영업이익,54539639175,0,CFS,CIS
2024,3분기,매출총이익,176894419078,0,CFS,CIS
2024,3분기,매출액,626505190045,0,CFS,CIS
2023,3분기,자산총계,3046070359536,2933309479342,CFS,BS
2023,3분기,자본총계,1523702478945,1469473099590,CFS,BS
2023,3분기,자본과부채총계,3046070359536,2933309479342,CFS,BS
2023,3분기,부채총계,1522367880591,1463836379752,CFS,BS
2023,3분기,영업이익,31034500807,0,CFS,CIS
2023,3분기,매출총이익,141294420604,0,CFS,CIS
2023,3분기,당기순이익(손실),19755998246,0,CFS,CIS
2023,3분기,수익(매출액),516384773087,0,CFS,CIS
2022,3분기,자산총계,2970751954020,2606037352397,CFS,BS
2022,3분기,부채총계,1461121440074,1246477583481,CFS,BS
2022,3분기,자본총계,1509630513946,1359559768916,CFS,BS
2022,3분기,자본과부채총계,2970751954020,2606037352397,CFS,BS
2022,3분기,수익(매출액),473518828595,0,CFS,CIS
2022,3분기,매출총이익,120662923104,0,CFS,CIS
2022,3분기,영업이익,18094353955,0,CFS,CIS
2022,3분기,계속영업당기순이익(손실),6500473698,0,CFS,CIS
2022,3분기,당기순이익(손실),6500473698,0,CFS,CIS
2022,3분기,계속영업 당기순이익,793423607,0,CFS,CIS
2025,반기,자산총계,3265455496688,3126693019808,CFS,BS
2025,반기,자본총계,1555370806304,1505731966547,CFS,BS
2025,반기,자본과부채총계,3265455496688,3126693019808,CFS,BS
2025,반기,부채총계,1710084690384,1620961053261,CFS,BS
2025,반기,영업이익,73477279890,0,CFS,CIS
2025,반기,매출총이익,210535088758,0,CFS,CIS
2025,반기,매출액,730849244128,0,CFS,CIS
2024,반기,자산총계,3151388113858,3009429377714,CFS,BS
2024,반기,자본총계,1450449719962,1418590136562,CFS,BS
2024,반기,부채와자본총계,3151388113858,3009429377714,CFS,BS
2024,반기,부채총계,1700938393896,1590839241152,CFS,BS
2024,반기,영업이익,71741069792,0,CFS,CIS
2024,반기,매출총이익,193786425635,0,CFS,CIS
2024,반기,매출액,660271275247,0,CFS,CIS
2023,반기,자산총계,3039925026335,2933309479342,CFS,BS
2023,반기,부채총계,1535853675803,1463836379752,CFS,BS
2023,반기,자본총계,1504071350532,1469473099590,CFS,BS
2023,반기,자본과부채총계,3039925026335,2933309479342,CFS,BS
2023,반기,수익(매출액),599737686970,0,CFS,CIS
2023,반기,매출총이익,163277304774,0,CFS,CIS
2023,반기,영업이익,55672431124,0,CFS,CIS
2023,반기,당기순이익(손실),42644857319,0,CFS,CIS
2022,반기,자산총계,2649161352367,2606037352397,CFS,BS
2022,반기,부채총계,1289600344067,1246477583481,CFS,BS
2022,반기,자본총계,1359561008300,1359559768916,CFS,BS
2022,반기,자본과부채총계,2649161352367,2606037352397,CFS,BS
2022,반기,수익(매출액),502704547431,0,CFS,CIS
2022,반기,매출총이익,134260147512,0,CFS,CIS
2022,반기,영업이익,33641532127,0,CFS,CIS
2022,반기,당기순이익(손실),22522882209,0,CFS,CIS
2026,1분기,자산총계,3676371470619,3457768462781,CFS,BS
2026,1분기,자본총계,1698565977976,1667349364857,CFS,BS
2026,1분기,자본과부채총계,3676371470619,3457768462781,CFS,BS
2026,1분기,부채총계,1977805492643,1790419097924,CFS,BS
2026,1분기,영업이익,78886019580,0,CFS,CIS
2026,1분기,매출총이익,207800869917,0,CFS,CIS
2026,1분기,매출액,728036468369,0,CFS,CIS
2025,1분기,자산총계,3314646803278,3126693019808,CFS,BS
2025,1분기,자본총계,1506792372393,1505731966547,CFS,BS
2025,1분기,자본과부채총계,3314646803278,3126693019808,CFS,BS
2025,1분기,부채총계,1807854430885,1620961053261,CFS,BS
2025,1분기,영업이익,59939938284,0,CFS,CIS
2025,1분기,매출총이익,190250516145,0,CFS,CIS
2024,1분기,자산총계,3025218961237,3009429377714,CFS,BS
2024,1분기,자본총계,1407851591382,1418590136562,CFS,BS
2024,1분기,부채와자본총계,3025218961237,3009429377714,CFS,BS
2024,1분기,부채총계,1617367369855,1590839241152,CFS,BS
2024,1분기,영업이익,32429767326,0,CFS,CIS
2024,1분기,매출총이익,160617603886,0,CFS,CIS
2024,1분기,당기순이익(손실),12073036094,0,CFS,CIS
2024,1분기,매출액,574789537510,0,CFS,CIS
2023,1분기,자산총계,2993128309822,2933309479342,CFS,BS
2023,1분기,부채총계,1534534532955,1463836379752,CFS,BS
2023,1분기,자본총계,1458593776867,1469473099590,CFS,BS
2023,1분기,자본과부채총계,2993128309822,2933309479342,CFS,BS
2023,1분기,매출액,487660961331,0,CFS,CIS
2023,1분기,매출총이익,116841469604,0,CFS,CIS
2023,1분기,영업이익,12058574023,0,CFS,CIS
2022,1분기,자산총계,2642906320326,2606037352397,CFS,BS
2022,1분기,부채총계,1306389509152,1246477583481,CFS,BS
2022,1분기,자본총계,1336516811174,1359559768916,CFS,BS
2022,1분기,자본과부채총계,2642906320326,2606037352397,CFS,BS
2022,1분기,수익(매출액),410443137860,0,CFS,CIS
2022,1분기,매출총이익,100537885743,0,CFS,CIS
2022,1분기,영업이익,12907934695,0,CFS,CIS
2022,1분기,당기순이익(손실),14220322923,0,CFS,CIS
