year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2022,Q4,907999453,0,67300799414,0,907999453,67300799414,0.0,0,0.0,0.0,0.0
2023,Q4,-2617101131,907999453,65547054627,67300799414,-2617101131,65547054627,-0.0261,-3.8823,0.0,-0.8859,-1.0
2024,Q1,-14278464933.0,0,7937205882.0,0.0,-14278464933.0,7937205882.0,0,-14278464933.0,0.0,0.0,0.0
2024,Q2,-11282493926.0,0,8441925882.0,0.0,-11282493926.0,8441925882.0,0,-11282493926.0,0.0,0.0,0.0
2024,Q3,-14690464275.0,0,7937205882.0,0.0,-14690464275.0,7937205882.0,0,-14690464275.0,0.0,0.0,0.0
2024,Q4,-59377417080,-2617101131,33403030159,65547054627,-59377417080,33403030159,-0.4904,-21.6882,0.0,-0.9775,-1.0
2025,Q1,-29033843574.0,0,2164692513.0,0.0,-29033843574.0,2164692513.0,0,-29033843574.0,0.0,0.0,0.0
2025,Q2,40728058802.0,0,75742027513.0,0.0,40728058802.0,75742027513.0,0,40728058802.0,0.0,0.0,0.0
2025,Q3,-22408717311.0,0,1443128347.0,0.0,-22408717311.0,1443128347.0,0,-22408717311.0,0.0,0.0,0.0
2025,Q4,-40389935899,-59377417080,79349848373,33403030159,-40389935899,79349848373,1.3755,0.3198,0.0,0.3901,1.0
