date,order_imbalance,imbalance_volatility,opening_imbalance,closing_imbalance,bid_depth_ratio,spread_pct,n_snapshots
2026-05-04,0.0383274064372252,0.3326633593490897,-0.083398083877808,0.235771816186345,0.2373194721004467,0.1177518006721355,39
2026-05-05,0.1033522146902188,0.0,0.1033522146902187,0.1033522146902187,0.1028446389494986,0.1168224299065393,41
2026-05-06,0.1796534451012323,0.3945428573870361,0.3148140208095429,0.1371626631877796,0.1393277849738461,0.1453086308572748,37
2026-05-07,0.4935147533086282,0.3744693080972484,0.2414681262057858,0.6477425405471842,0.098737051366367,0.1460941776213853,31
2026-05-08,-0.1422225903761964,0.4553732218588244,0.0893283341409897,0.3154647308437112,0.1689860915282224,0.1387514440458169,31
2026-05-11,0.3457790567319549,0.396753621838523,-0.0386850373228388,-0.202158271302461,0.206488473371525,0.1443605584520678,31
2026-05-12,0.4873878356826229,0.3847482998450905,0.6648803001739491,-0.0200413593468441,0.1324231054379447,0.1425028482051972,27
2026-05-13,0.6632151610873452,0.2056060073872427,0.5524043945087892,0.6838189708606884,0.0958739018229809,0.1290730538400328,28
2026-05-14,-0.0281238238973974,0.3902480040901783,-0.1095559072215135,-0.973704563029199,0.2226604348125162,0.1423038165223017,29
2026-05-15,0.3289648284408378,0.3452541567686866,0.2373101900550845,-0.1641512428015688,0.1451742704788596,0.1450456892214249,26
2026-05-18,0.0166279273104404,0.4306566223959429,-0.5230024213011742,-0.7720291026615035,0.2240214117501091,0.1425167873069955,27
2026-05-19,0.0430219347984073,0.3923524214103447,0.096563234264897,0.609422492396585,0.3428878666111255,0.1456407816839869,26
2026-05-20,0.1681133955337614,0.3585198635360181,0.1442975638663056,-0.3787820071814039,0.2394218196365611,0.1642851285505323,30
2026-05-21,0.0315026622178408,0.3424256974497655,0.2017204738655356,0.167294157607186,0.1333437529523036,0.1488315712813655,27
2026-05-22,0.3435878648316293,0.2855030028560173,0.3116780282250526,-0.3491827637418337,0.1271002280932727,0.1329339320743951,22
2026-05-25,-0.18934369997691577,2.816078793465528e-17,-0.1893436999769158,-0.1893436999769158,0.16727785613493013,0.12804097311139231,35
