code,name,foreign_90d,inst_90d,foreign_5d,inst_5d
005930,삼성전자,-8265158243300.0,3610527207200.0,-971963658500.0,1106269755150.0
000660,SK하이닉스,-4666008934000.0,5079104206000.0,889386385000.0,632699562500.0
035420,네이버,265332432750.0,-616928857750.0,-104492031750.0,-142826419250.0
035720,카카오,155127562700.0,-246665869600.0,-190343063800.0,-44611273150.0
006400,삼성SDI,85184895750.0,262792014250.0,161800976250.0,71617298750.0
066570,LG전자,218043989350.0,60132033200.0,6940225350.0,83715620000.0
