code,name,foreign_90d,inst_90d,foreign_5d,inst_5d
090460,비에이치,55302827595.0,-8141099590.0,4557713130.0,8726739665.0
267260,현대두산인프라코어,432030153500.0,-43020618500.0,60028292000.0,49404768500.0
042670,두산로보틱스,46822763435.0,-55413086495.0,21730829790.0,-70410096390.0
