code,name,foreign_90d,inst_90d,foreign_5d,inst_5d
005380,현대자동차,-5063763973500.0,242848637500.0,9320285000.0,348858907000.0
000270,기아,176686945850.0,307406497650.0,170074416100.0,102858877350.0
012330,현대모비스,-677712286750.0,600171076250.0,-9432628000.0,16952076250.0
042660,한화오션,452808810500.0,149485118400.0,210154679050.0,148761638400.0
047810,한국항공우주,-587399358250.0,507692865950.0,-79907480300.0,36520072050.0
000720,현대건설,363396323450.0,264906505800.0,11771949550.0,73456542850.0
