code,name,foreign_90d,inst_90d,foreign_5d,inst_5d
005490,POSCO홀딩스,153977458500.0,217003636250.0,113997832750.0,23427386750.0
051910,LG화학,171678156000.0,-368816852750.0,101252666750.0,-15120569750.0
004020,현대제철,-72681808450.0,59913542850.0,11827656250.0,45887989100.0
011170,롯데케미칼,16651217200.0,-7063806450.0,10899667100.0,13328541000.0
009830,한화솔루션,358020298025.0,121107072700.0,118710288500.0,-27629553550.0
