code,name,foreign_90d,inst_90d,foreign_5d,inst_5d
006400,삼성SDI,85184895750.0,262792014250.0,161800976250.0,71617298750.0
051910,LG화학,171678156000.0,-368816852750.0,101252666750.0,-15120569750.0
096770,SK이노베이션,3670694600.0,-31530584950.0,59120546500.0,38494003200.0
