code,name,foreign_90d,inst_90d,foreign_5d,inst_5d
009540,HD한국조선해양,396060234250.0,-249268488250.0,49396282250.0,66245496250.0
010140,삼성중공업,501909233800.0,-288667982350.0,46169684525.0,-30097967150.0
042660,한화오션,452808810500.0,149485118400.0,210154679050.0,148761638400.0
