code,name,foreign_90d,inst_90d,foreign_5d,inst_5d
051900,LG생활건강,-17518817250.0,-47743547500.0,585908250.0,6049770250.0
097950,CJ제일제당,-17065306250.0,-29205087250.0,-2007806250.0,5047910500.0
271560,오리온,116063470650.0,14341357800.0,46375918850.0,-24252693550.0
004370,농심,97476911250.0,-79454987000.0,14471849500.0,-1316238250.0
139480,이마트,-70411940000.0,16812044300.0,-52082025600.0,-14942317250.0
