code,name,foreign_90d,inst_90d,foreign_5d,inst_5d
105560,KB금융,-360829974250.0,476094581150.0,-240073412050.0,176908948400.0
055550,신한지주,200482970000.0,228106999000.0,-106207585200.0,135292908900.0
086790,하나금융지주,-41758384900.0,155159438400.0,-72598016750.0,104259351450.0
316140,우리금융지주,-112521948225.0,160870193275.0,-168860113250.0,92124177550.0
000810,삼성화재,-32522108750.0,74280301250.0,-40855562500.0,49136842500.0
